"s.1"	"s.2"	"s.4"	"s.5"	"s.7"	"s.8"	"s.9"	"s.10"	"s.11"	"s.12"	"s.13"	"s.16"	"s.18"	"s.19"	"s.20"	"s.21"	"s.22"	"s.23"	"s.26"	"s.27"	"s.28"	"s.29"	"s.30"	"s.31"	"s.32"	"s.36"	"s.37"	"s.39"	"s.40"	"s.41"	"s.42"	"s.44"	"s.45"	"s.46"	"s.49"	"s.50"	"s.52"	"s.56"	"s.57"	"s.58"	"s.61"	"s.62"	"s.63"	"s.64"	"s.65"	"s.66"
"prt11"	NA	NA	-2.32176706319496	NA	NA	-1.12800433055973	NA	-1.66001827241436	-4.14130494555501	-2.59845952963505	-4.69087670092484	NA	-6.41371850699706	-1.36800201308893	NA	-1.62258188078452	-3.66905304534222	-1.57147314565922	-1.46781059716606	NA	-1.75627820041469	NA	NA	-3.94652767890289	-0.754297627370552	-0.979201612216722	-4.45063082546985	NA	-2.90007879528245	-3.33548773711813	-4.87008740678856	-4.42280822172937	NA	-5.59107895892577	NA	-3.88056258800197	NA	-3.75240058099029	NA	-4.68770721525751	-4.95463893266709	-1.98376003009157	-4.69588192048735	-2.10645641341316	-5.52608952839498	-5.19514679440972
"prt12"	-1.20723448645142	-2.57486536345194	-0.0197402677957735	-1.42339544751185	NA	NA	-1.78096841879996	-1.68651321041522	0.848730048524546	-0.181780906944684	-3.35532291076712	-2.77539613429467	-1.05043414238145	-1.10799853967255	-2.73506686158573	0.0946498899136316	-2.24762379466863	1.58221342739733	0.134903239093553	-0.506502132547034	NA	-1.67440172669985	-1.75338666330731	NA	-1.49406485593462	-0.903870788665088	-0.842745618089313	-1.80269529492728	-1.49080064420398	-1.61118641904543	-0.270305704807233	-2.72062671687362	-1.80663551641056	-1.42844997085788	-2.26804560059424	-1.5334898308022	NA	-2.22780048106307	-4.81717504698571	NA	NA	-0.906681714317596	-4.39363935124284	-1.6579444757632	-0.74370440953638	NA
"prt13"	NA	2.77569963153767	0.806247385005469	2.84032431270079	-1.55864780115363	1.56996913459224	2.56509938497686	-0.00258800636673771	3.08193882971803	0.989948453299087	-0.0132590255579666	3.92750253711113	-1.94844939795259	-2.02626448165086	NA	NA	1.67232119567826	0.058059349994183	0.0539373657688337	0.395921224276322	2.29788539409135	0.129674186866623	NA	1.34806835115885	1.92610644412574	2.33603057145072	1.71004774793049	1.32246632866361	2.17163628037219	1.3523295310448	1.96789265303674	NA	1.13176441812042	-0.629694763807457	-0.939466294419437	-1.27599127121229	0.102723344765403	0.659378579207354	1.69773942704335	0.390238753829238	-0.633611283036222	NA	-0.400471733456779	0.745421362523149	-1.2331122961848	-0.721306228492586
"prt14"	9.97080601165374	10.044507287525	8.25344833756487	10.0263500999546	6.93528379368982	7.4434680023419	6.91307059744703	8.12427980886718	5.23163087436628	7.06715182368395	3.87229713097263	10.3913599453165	5.22607990542494	4.26201879677588	7.61113129409946	6.60454188588493	7.66649801803042	NA	6.34770898504705	5.99681542720746	5.85913150342365	7.02386554535309	9.74168261204302	NA	5.00489221155692	9.0063418116362	7.0665382937199	5.40166226040846	7.76014599175124	NA	NA	3.54081306498074	9.68449028951112	7.72106309556299	6.78706236347237	2.26385809419505	NA	4.65124806248292	6.5197329339959	8.34258024705008	8.22180282356133	7.38038261655808	7.83266181876975	3.58638464397212	5.59480344268574	3.64477507012278
"prt15"	1.21310694072246	1.59105328149576	1.79216361279873	3.14381137657987	0.509243222050556	NA	2.21968280876005	2.34049813873025	1.41552554112764	2.20248508856721	1.38659781053202	1.13726027335065	3.10013882910567	2.28369129520606	5.52348057827108	3.34320063582934	3.08909897534699	2.55943015596838	0.878759477641996	3.60130387118228	NA	2.67800008904777	2.3815859988834	1.119555128636	1.38020807598753	NA	4.69575897193819	2.14738614766318	2.65088656747454	3.07639003473858	0.685488767531293	NA	0.111126589725929	2.39753850022251	0.598889023434223	NA	-0.910701154049458	0.334068033228159	1.60074448062466	0.174686451111215	3.39191399245363	3.44279770594334	1.55930268536577	3.58665979638458	2.19762210824349	-0.138144325433566
"prt16"	4.84693875780042	6.21735017347557	5.3906701810754	6.88205442917813	3.08579327910086	5.31639935809933	4.84029507860288	NA	1.36913586432447	4.20687193860478	7.2269422856135	3.31169638508628	2.80432080798086	5.29332137824586	2.75670574334724	4.6394473436743	7.87273099884148	5.79767463734042	3.77949043747307	1.72428625547247	3.94027660075759	1.15091357889393	3.80312394672556	NA	6.47289445800815	2.37248802650815	NA	6.06613100920406	3.25826594505874	4.78199755869164	4.17532927523189	5.17792090113672	4.93465762942177	NA	5.02064560070151	3.90369687579424	0.946937130448499	2.2926169181253	4.01732530276136	1.42590796261332	3.31973421045349	4.46300768006625	5.81562094032938	5.72619278226297	0.73668216614806	3.05098236896385
"prt17"	4.15396645751969	6.97770653376311	6.85298169428047	NA	4.97560505820864	NA	2.53111198239356	4.2736291877314	4.50444339458669	4.25901411062509	3.34960265534874	5.73282898341815	5.51193134615103	-1.05157670174334	3.5296046799547	3.31245438895703	3.32957290483231	4.60792406535556	4.88590772897355	5.19409059270031	0.507117772819518	3.98369465609883	4.98526286780331	5.12934638564583	4.15386051267062	2.84288684546561	4.17168841666849	2.15801416265037	NA	5.62996185921371	6.70934982985158	3.25371430683019	5.39204693089884	1.80632137510883	3.59133851026715	2.60109574493137	3.991451017891	4.61572421964493	NA	3.60674840357569	6.0029573603224	1.61340337352173	1.15140761818956	0.275074546675852	NA	5.45207065566148
"prt18"	2.44209888673408	3.44791088884084	8.02893759997454	5.30443675024567	4.9660322226329	1.31356765894891	3.07588260231099	2.18566561898003	6.24804513545221	5.37116457188237	5.17695052771899	6.10381059290355	3.44584872467368	5.10754215658169	3.09311248577741	5.82878154390299	2.98414193285067	NA	7.88531913396294	9.42545686321519	5.16051120373233	5.83671287655303	3.65973101018044	4.34891243046153	6.01079607120703	5.10098103494327	4.35822451411648	2.04419555148743	2.6458121782421	4.4243242376274	3.95066098433921	1.87154963328303	6.87379644383591	5.30635662572841	1.38264855087271	3.72947091889339	2.5652896312934	3.48694304010772	4.8532222289873	6.09050037318891	2.61347640425802	1.94914636417568	3.71001279720588	1.76473235506807	4.82060055791257	3.27952123161963
"prt19"	2.87442179035326	-0.00504194884979212	-0.806857243031376	0.599594933564372	-1.53005154109572	1.44107974654696	-0.576090332969443	1.103330822922	0.415609166289911	-0.00335750163231856	2.97282320012888	NA	0.134681062198792	2.81237559515212	0.0414557258688124	0.0114067919019082	-5.69898969287063	3.46488963473224	1.17066147863463	-0.537488230104109	1.72918641651115	3.27095997377634	0.9567390396529	0.571419170934143	1.43611849325632	3.04111356912848	1.56589404075025	-1.38123911164346	-2.94139999952389	1.99009364375781	-0.0119848215766331	1.84052750038345	2.16663263655953	NA	NA	-0.249718393044057	0.475008925057539	NA	0.845667433363818	0.155751984456813	NA	-1.77604723671004	NA	-3.29567387476599	1.46512201972929	0.882216992963659
"prt20"	5.4988032330489	7.63336915379122	NA	5.2772503059435	6.80244754150918	5.92719712366882	5.25836200923515	5.73142249828623	5.50429156216692	4.95445674329653	6.80589460094371	7.03089272500969	5.80019721667831	6.84189968334057	4.79876693988088	NA	2.97486984761506	7.27237824324266	6.65303006789143	5.79154129652828	5.19337681030632	NA	4.12116156988639	4.60122742070765	8.37864870667972	6.11834138985102	4.71675579233497	6.04770858863469	4.04566995723745	5.83384327220075	NA	5.08321414104608	NA	NA	4.44273880770331	4.82509814632229	5.50318968257143	5.0903930670705	4.8547288290559	4.25130861459319	1.76415225739731	6.35147574543739	2.77297360100907	4.40403005625739	5.6646684288942	NA
"prt21"	-0.634743720426576	0.415764690097607	-1.73479321080472	-2.07792157714788	NA	0.0316780732805428	-0.683310880915365	-1.20423646287117	-0.100394111313124	0.36126333834347	-0.978843979385852	1.69428783155085	-1.72190475342198	-1.00250627847973	0.576266861151028	-1.25749097857144	0.627888692231155	0.879157122517874	-1.45153636432111	-1.11900789430098	1.94452230053655	-0.904439412139351	-0.321134501392452	NA	2.06881092156387	-1.95587119923305	0.809515434222462	NA	0.892150431003803	-0.589419964996847	-0.586543162641421	-1.690541113147	NA	-2.2057378696896	-2.34853334986806	-1.06129474797759	0.478041664447033	-0.440431571518258	-1.07741648921914	-1.40233033100688	-1.01754352068957	-0.863105006019771	-0.71181267677907	-2.42130779862121	NA	-2.06409527338475
"prt22"	0.303720002243715	0.447706275837588	0.0276423424419153	1.90657265657167	-2.79100104880221	-0.804949519315073	0.554156741547157	-3.13383606737631	-0.17670444062594	-1.53291056297608	-2.241606320257	-1.15385122631727	-0.265179089626429	-1.31840834861554	-0.273684036586052	-1.37195117519218	-3.40902073470553	NA	-0.0662003172331545	-4.77481578040465	NA	0.642842633646506	-1.04897776215294	-0.283395051822816	-1.87973249433307	-0.422762907906035	NA	NA	-1.03996425826366	0.462891005712343	0.103010003160077	-1.84859067414684	NA	NA	-1.80560046760166	-0.257150658589868	-4.27490626119836	NA	-1.59174944604057	-2.24568670315964	0.916411230217959	-2.49780759308365	-0.431796494839161	-0.394471830521003	-0.705711540955923	-0.321565260429407
"prt23"	0.670478076555583	NA	0.410493726354678	0.775376102915169	NA	-1.82963726892834	-1.62065237459092	3.15494172251261	-1.60039678106761	0.826900938425748	NA	NA	-2.53869400437514	-0.584323432383898	-1.64424844510916	-2.32384838831094	NA	0.580068818816603	0.728021070299716	1.04603698855529	NA	NA	1.46185788490562	0.0274182512993696	-0.992118107097418	-1.04292699302214	-1.19317870350412	1.67934112578469	NA	0.538531970073816	-1.25608433940921	0.056287393785521	0.893918647304776	NA	NA	-0.938500833413367	0.857420149173121	-3.49255532782841	-1.02514077019253	-1.36577307035603	0.586729949662137	-2.60987493114411	0.502317327588727	1.71352761565364	1.09439325176903	-0.284525747986551
"prt24"	NA	-2.39377057688422	-2.96412454919869	-0.661086096175321	0.761776983294174	-0.186825954084525	-0.919427561749288	-0.297062405277251	0.102954381024052	-1.99035240253523	0.162577794875197	-2.223692053074	NA	-2.25532007154801	-1.99726310128305	-3.19870897595177	-1.53265336564302	-1.33206764119655	-1.3155223640092	0.527330930229143	NA	-0.20679223352798	NA	NA	-0.049652337060618	-0.955545999403114	1.52072458400537	NA	-2.85817181250043	-2.27010592286412	-2.43181185266182	-1.26543080072603	-1.37243295443654	-1.11730485108456	-2.97744521974246	NA	-1.57973356686005	NA	-1.72404889253314	-2.16098335462377	-2.31278103287936	NA	NA	-3.05486248054589	NA	-2.23523536145037
"prt25"	0.716467422924236	NA	0.682525069086029	0.388957658713193	1.40515921902534	NA	2.46943094608643	0.882655198692707	-1.81238316751561	NA	1.50745154611665	0.516281769799795	NA	2.76024563594759	-1.11407149960188	1.86551480863018	1.97709222615521	1.23682611554008	0.580864156328297	0.477952804369537	0.359314417458102	NA	1.53900255806256	-0.936782486405417	1.10294829300843	-0.377769166193062	0.950907365959951	0.724828905084425	-0.5219488109414	NA	0.50051021740526	-0.147874852962146	1.18613435508866	0.224044284167857	-1.06995517942632	-0.847854231744273	0.0660959452696919	NA	-0.233185580712472	-0.614926706905828	-1.57771378300594	NA	0.900452460423981	NA	-0.311528472268447	-2.46582806389487
"prt26"	0.596762489916932	1.59692679808897	0.747044862697272	0.138447762872266	-1.8688887879378	0.922140630865815	-0.322917806266318	-0.678542664923804	-1.71283779469191	-1.15887991335592	-1.51939929563041	1.88007682182908	NA	1.4186845837924	0.0656572386743829	-0.228666279457568	0.82270917339843	0.953547624330453	NA	-0.461961756178935	-1.50971055226321	-0.854177337856677	-0.481878583707369	-0.636827375281059	0.340778938530607	0.190917605055159	-2.2741616222849	-0.293687361166998	0.0177766397247065	-0.190248373540146	0.091579905358221	NA	-0.337237524722104	0.11843917396965	NA	-0.0432819471670028	-2.10446409669136	-2.66618035527891	-0.848958401058098	-0.623608801475643	-1.73903279466157	-0.707669713368946	NA	0.186539206937039	0.170716870778186	-1.11151012810908
"prt27"	-5.05318720120619	-0.479590514706371	5.07644670322555	3.47213799069719	NA	-1.0055632246081	3.78945062357719	NA	9.14784552218248	1.77612273118976	-4.06298445799562	0.814555114759406	4.92629644151618	0.214712617323103	0.705146944783389	-2.3273582580211	5.42654333381226	-7.94616219900062	1.31687887787538	-2.73624424831166	-0.160695962578676	1.83347813527424	4.75864864230557	-2.17663718466389	NA	NA	-2.84140983335653	4.94985400592163	0.773354477687563	7.50475636895677	NA	NA	-0.539254666078351	1.20452640439474	-2.65322010361829	-0.0367888863041925	-6.5772183063618	NA	-0.220386825273384	-0.238857407302316	0.407928465341392	NA	0.881137425409678	-4.02443587405825	-1.1988456845611	-1.88364728151848
"prt28"	1.53533301517595	6.23027762887035	2.2972616727358	0.856956395470437	2.24747641832725	5.58244213542756	3.4316147236085	10.7215917124635	NA	-1.94102576781235	6.16559624522973	8.99523432405883	5.60929834721812	2.53794828702924	0.0425245749829826	3.16698860800709	6.39834283823873	-2.36397181206141	4.28405739493755	5.67857169301786	0.262217716554	5.61564774417843	2.05980683109	-1.6973204165518	2.49923532640076	-0.592657421632476	12.942995074852	6.7450357603924	3.71161879088935	6.04308181891582	2.08205331531584	2.37156726473506	-2.66050612325226	-0.450784573012668	4.21552459271812	4.96810897720291	7.01915663572051	NA	NA	NA	0.608076093810137	0.508586210693185	4.57669616120863	-0.48354116892479	-1.42153958703942	-0.0549641795139255
"prt29"	2.32384808506693	0.674000442896561	-0.688694838302036	1.8367479017202	0.224507424615502	2.12762707956119	-0.411035256210667	-1.84744076047777	2.67665643775734	-1.94792000736637	-1.71645029874355	NA	-3.83383887658141	0.0586566321558042	1.89966379485206	-4.65555123516868	-1.32783618425404	-0.543460338702763	-0.0969881747132729	2.35300277862393	-2.98696935396219	1.7969039207124	NA	1.62416705962072	-0.920906623381398	0.285506906238168	0.241763201878644	NA	-1.47437752960103	0.00645063150636319	-0.635050794629741	NA	3.82273217158658	-1.3596814499125	-2.34192942852987	-0.638153559038271	-4.2390055026235	-0.689256483659882	-2.82584811943795	-2.56294156905227	0.0773792557705445	1.51712905474047	-0.100485502657537	0.0801285503230473	-2.23363409265894	-3.11932005540265
"prt30"	0.56963930851586	-1.11107947182658	-0.572658843101077	-0.724459093439991	-0.672906734214699	-0.535692345587529	0.316875236344637	-1.10711391252592	-0.179110086745996	0.52077710853732	-0.625447865865078	-0.642134836088015	-0.426785400848755	-1.08709139568262	-0.0700226883796993	-0.336071025316355	NA	1.16486435760255	-0.798445768916293	-2.25172363293773	NA	-1.0667987129132	-0.248682798248087	-2.15225991294157	-1.31441065643348	-1.86462149540686	-0.279741566393947	NA	-1.18688611819498	-0.591280709940441	-0.744854761845637	NA	-2.63170249365612	NA	-1.77530003380866	-2.23569492600264	-2.33097420738043	-2.06525621489673	-1.84204283930689	-2.5372213377666	NA	-0.519322319742286	NA	-1.64124698063701	-0.246976396427871	NA
"prt31"	-1.6796053518235	-1.80871329906627	0.244759474457042	NA	2.50034236145781	5.21712850648476	NA	3.17796887424737	2.60100008114274	2.51075204588775	2.19308930119913	0.339709800341847	-0.970876124741178	NA	1.19484676262346	-0.505376032732102	2.29928598175714	-0.240051250849378	3.16495847971844	-4.64092254562125	1.0360922840364	4.29355575354592	2.2905314908704	2.59540202446915	1.06584262378209	1.3359455034077	5.6886863304849	-0.887060235982583	-0.125819177479773	2.49052866943852	-4.28921911213901	1.08979575928789	-0.269798708477067	1.48968080513845	3.4782718065048	-1.21814019261469	1.13591825366957	NA	-0.181253521716547	-0.531342812510251	0.71754400194122	-2.46845126593491	NA	0.722941207036583	1.70960949383706	NA
"prt32"	1.72514859573304	4.27080401942072	1.09305148630743	1.59547978105699	3.74935299002555	3.0670926761824	2.18712546814154	0.978130082611884	7.28734000097067	4.26384451690927	4.60403113191576	3.16114272339296	NA	0.598428229748986	2.66293846767553	1.0055496620791	3.23206570628807	1.96896988620037	-0.662996975320821	1.60332420299399	-0.299891640504782	4.90473763110642	-1.00333567904181	3.05750931547078	3.43076124654881	0.427879199383328	5.42247944162959	NA	2.18012656457047	0.910929638829315	3.07541972145272	1.75693255457893	0.530533900975906	1.36091025424455	-1.08867996832218	2.29541030960061	-0.333048741637878	-0.437116566828375	2.18704707566533	NA	0.405508781396632	2.6343659504651	2.23502973407092	-0.0861058037922477	0.249716769966892	-0.243203386463127
"prt33"	4.73013466865749	4.45181813402834	NA	7.69285464215594	6.52078938536569	4.36724797000348	5.15330915635323	2.31939159964682	6.41635612062713	5.81089077402704	6.29152024780329	4.60677853198686	3.81698598992843	3.83828383512549	4.78493187757099	NA	5.52383068771192	1.66923782377702	6.21696703943153	3.65194378895379	5.6003819680616	2.33480281996373	4.72265566724606	5.30096695139986	6.44122812336746	7.71312513074581	4.97222434738765	3.23203286658531	4.05768208576818	4.73051996755348	2.77110781452057	6.29879015889251	NA	1.71105217260582	2.93878365717412	3.89680442161621	4.23023874411298	1.82175853266753	1.03358404280076	2.34153905917914	-0.109782176629098	3.27481778261743	3.46458821741802	3.71504225191071	2.60761015818708	2.65919900389625
"prt34"	4.29761350609657	3.39796583048606	3.17825245200475	5.36376136699911	4.42374931495643	5.11453120902817	2.56982433810354	NA	3.78463419538548	4.56925527735127	1.6068551096352	3.10336304156373	4.8706385097291	NA	3.5657150836271	4.62904171699192	3.29686738845355	5.38435793947651	1.72990690975071	4.28306772711075	5.06324245586972	3.08362882530161	5.37458625383944	3.99226739945987	2.02232085214365	3.29660771843628	4.3606127202072	2.33560636037225	1.67036253097786	6.2567739921287	3.67757321631486	4.09147861816656	3.28032411651943	3.20142033631603	2.19370116943366	3.01598661281852	NA	2.09650903454345	1.36643618593764	2.42905095549612	2.33905463631892	2.13711292738821	1.95923850601308	3.10747300570793	1.53465879779257	1.83706177712739
"prt35"	-0.765893038469253	-5.30769895603034	2.21451943731001	-0.804736997960726	3.97009710468219	-0.526311816606738	NA	NA	0.333516918680194	NA	NA	-0.489378997909586	1.84128502231141	-2.11100355890028	NA	-1.87674270724652	-2.74074891314236	-5.64282540317668	-0.750894020694858	NA	NA	-2.57790711593958	-1.4233073832423	-2.9246941047553	2.42686692793956	0.538959585220161	-1.68287256468656	0.621195856718487	NA	-0.417076406584497	1.96479327785595	-1.26332777898677	NA	NA	-5.72908653763596	0.645332060507145	0.789934377912218	-1.99123806928228	-3.37212006511481	0.707478638378731	0.25259646075036	1.53177982543298	-3.53931075738403	-5.80897032881717	-5.83626886058319	NA
"prt36"	3.13206957325262	NA	4.41569309570109	4.05692864946187	4.25651728518368	NA	4.79055095498865	4.98968182277501	4.02000945618867	2.99824557595051	NA	3.78415534881779	3.57134251090162	4.35654781842978	3.88285183714481	NA	4.37568844470076	3.1989230245526	4.83453324648804	5.84756369480861	NA	5.2745134043647	3.22847276155103	3.28676746698914	4.66072276205335	6.65039835294273	4.64744168108554	3.69796708172354	3.6274512709857	NA	4.09595074913323	4.56139804428861	3.29630809705961	NA	3.70907664823591	3.61568487647568	0.571822535125267	3.18207005267183	3.01658451495152	3.80973571031699	3.26309693206554	1.30863009935625	1.66491408988142	2.54559920389486	3.10962036815251	NA
"prt37"	4.1279772276198	6.80305457400243	5.29144890809598	NA	4.60427002204153	5.38135945039195	2.91849283006486	4.65564577219964	6.95205356481791	5.5209395915529	5.48320608284469	NA	4.94200325262672	4.82607128376158	3.86399127600766	0.140360208546616	4.93549205127578	3.95979649377634	5.88503235712597	3.09753230593899	1.68217114868001	6.21953426526317	-0.199088349581921	2.99484781609234	8.99631166706411	2.80741978023381	7.41261158055899	2.52553740791952	7.29929391581447	2.80741549540361	5.85409751818618	1.71951378896694	3.41390685421968	3.94345805633191	2.82649831123772	1.99117478696564	3.30216696300806	3.51348718955512	NA	4.58231684475397	1.64760234085928	NA	NA	2.66826348126672	2.71886709279511	-0.103979248063726
