"s.20"	"s.22"	"s.25"	"s.26"	"s.31"	"s.74"	"s.93"	"s.100"	"s.136"	"s.139"	"s.163"	"s.175"	"s.181"	"s.183"	"s.189"	"s.190"	"s.191"	"s.200"	"s.204"	"s.213"	"s.214"	"s.217"	"s.224"	"s.228"	"s.233"	"s.239"	"s.251"	"s.253"	"s.255"	"s.256"	"s.264"	"s.271"	"s.273"	"s.275"	"s.284"	"s.303"	"s.322"	"s.327"	"s.330"	"s.332"	"s.338"	"s.340"	"s.348"	"s.363"	"s.364"	"s.376"	"s.382"	"s.385"	"s.396"	"s.404"	"s.408"	"s.414"	"s.418"	"s.420"	"s.422"	"s.430"	"s.433"	"s.438"	"s.440"	"s.447"	"s.449"	"s.450"	"s.461"	"s.463"	"s.471"	"s.476"	"s.477"	"s.478"	"s.479"	"s.492"	"s.497"	"s.501"	"s.502"	"s.514"	"s.515"	"s.516"	"s.525"	"s.526"	"s.531"	"s.544"	"s.545"	"s.550"	"s.551"	"s.555"	"s.564"	"s.583"	"s.591"	"s.592"	"s.597"	"s.600"
"prt1288"	1.02283735948008	-1.47311343816055	1.58702026797357	0.470396793620291	-1.16424895331731	0.52211292046867	-0.511365482637888	0.79096613369207	-0.623104404890181	-1.7486595240159	0.103906229135122	NA	-3.25012165503014	1.65375955647278	-0.764812598727641	NA	1.72182277063761	0.534652580434574	-0.667080784760003	-0.329622413017883	-1.22747456384885	NA	-0.787773014234416	NA	-1.63695348801232	-0.469025527214636	-0.320905153664037	3.53936090860306	NA	3.47043920285905	0.844386534598683	1.79498823407337	-1.36517780314404	2.13184097171505	2.70179465362316	-2.21859695565492	NA	-0.0209598965043041	-0.539778574719385	2.43895811892478	-1.28841895528703	0.834817319876056	0.756536369520121	-0.134863925032	2.59668149014722	NA	0.798130141259929	-0.112510039312413	-0.49520438830922	0.249401876487381	2.9731285136738	-1.74355069408965	NA	-1.10986376066671	NA	1.23171369408832	0.298483503967565	2.48259829243722	0.861156505263982	NA	NA	0.259180749787573	NA	0.382230134058887	NA	-0.435831448463174	-1.81668254930923	-0.764241239777092	1.34730259150394	NA	1.23252782205308	NA	1.56454560147809	-0.983239426085051	1.3798480129729	1.11658175396284	1.8155492214873	1.90242286432235	0.44347421580082	1.33884743711589	0.729771930581159	-0.68392391140166	NA	-0.662928236103336	NA	-1.07691393997015	NA	0.640576317354423	-0.706476893267429	0.873156673229083
"prt1289"	NA	-2.28591599225327	-2.17045964416166	NA	-1.06160096580344	-1.33633906066312	-3.68923323383281	-2.16122365437573	-2.61713069136871	-1.38197375524733	-1.64025559840646	-0.642978942157892	-1.76502379442549	-2.61724259753718	-1.69050672200354	-0.208816193069039	-1.90690436453405	-2.58112124867767	-0.849398881277652	-2.42304633300182	-0.952147267411625	NA	-1.08945622330237	-1.32870937831012	NA	-2.12387603903699	-2.25645317553274	NA	NA	-0.847756904854108	-2.04272014526018	0.6490356325786	-0.971212977320995	-0.679960268052544	-2.11005372920335	0.939051936686066	-1.51608659086979	-2.45586403027321	-3.12689111956066	-1.10647591640378	-0.609657957602962	-2.45107097495509	-1.32383612145868	-2.41053965701083	-1.78571862224811	NA	-1.20954827351336	-2.96773713778662	-1.37626073404201	-2.63502128280401	-1.72049575524518	-3.02454540809594	NA	NA	NA	1.62486786734316	-2.32082425325776	-0.179432726624017	-2.90238480188445	-1.54116467115993	-1.84967181397274	0.647079303778207	NA	-4.01123309387277	0.783994147496998	NA	-0.515395064744141	-1.34858248601614	-4.97921905755349	-3.59495037458482	NA	-1.01568999368379	-1.5837627337516	-1.56080477856678	NA	NA	-1.96216368000862	-4.16672837407169	-1.97581129704017	NA	NA	0.156319759440833	-2.0645792582962	0.0659325652707999	-3.18255945714058	-2.96312454947908	-2.16733543130738	-1.82638865485201	-1.21021650748524	NA
"prt1290"	11.4015216399299	5.16975479274383	-2.45993944492638	NA	-8.74984537202605	9.98473700021399	1.37374272790029	13.4473033869204	5.52833673103219	10.7466894688417	6.8038643562529	17.8956060090776	3.92510708611511	17.1962122185536	1.20402010044178	8.00791171287253	-2.0762628418556	-9.68138823185265	6.42797611738912	0.112262665334793	4.84758517732984	17.9287911004593	-3.69786807427681	-3.49741143603304	15.0367189098967	15.2667441745298	11.1439645514724	16.9023758964913	NA	NA	5.8800936407095	NA	8.56232515236932	-3.76135902396905	1.30658626445052	-0.305735914881701	6.87304928636434	15.9457022423977	NA	1.22712389416525	5.63084630041501	0.011688507346828	NA	-0.684718166434488	0.835962021820132	-21.5465016907883	NA	-2.9861058259429	NA	7.89210346146587	-1.14855904913945	6.61250634305109	NA	5.21695960892313	0.413216723812348	3.91160322247257	-8.39467317864162	2.54354984854237	7.80528533919342	10.9155397235631	NA	13.8319384033211	26.283863367015	0.0840319851979872	NA	13.3270618912265	10.5878992919766	16.2120798871077	NA	NA	NA	NA	10.6165756630736	NA	2.87583501813296	21.9532805766282	2.15744108935346	15.6751522426689	14.3059388638415	NA	NA	2.24966892142511	NA	6.78737972225925	NA	8.29585340382021	1.90591630130178	4.43344355298863	17.0890280143936	1.64425725365632
"prt1291"	1.01061122812106	-1.85107781323995	NA	-1.79263795435718	NA	-5.75996942602205	-2.51119193707656	1.0614020995383	-2.81171442911751	-2.60696179881341	-3.50331224139396	-3.28515688416164	-0.562871964158815	NA	-1.02694422422943	NA	0.622029808511523	-3.56379457679549	-1.72948090589602	NA	-3.92144172224985	1.53718421751967	NA	-0.426586702064344	NA	-4.10762633641404	NA	0.0986100970209856	NA	-3.04029697481978	-1.97097832144879	NA	NA	NA	NA	-6.99209449415839	NA	NA	-2.85522652685295	NA	-2.70510242507827	-5.01475628675136	-7.95634335116297	NA	NA	-2.09149168190149	-0.357303208616663	-2.95956182146781	NA	-1.72171524385511	4.272279588258	1.36775471402422	-0.0160907561405437	-1.83633569206303	-1.05005340790039	NA	-4.0924972714858	NA	NA	-3.32079079957053	0.597096796327592	-5.2523603130648	NA	0.226147435545609	1.2009760010977	NA	NA	-1.26280412368113	-2.80120489373939	-4.10055731682793	-1.84867981493134	NA	-1.55841075848408	NA	NA	NA	NA	-2.81072749245579	-1.37837951233066	NA	NA	NA	-3.72742411063737	NA	NA	NA	-2.55735270583348	-0.723398051521991	-2.22952344566369	-0.588104105094813
"prt1292"	-1.22529833489773	1.60621229384122	10.3203246615931	0.682276383291052	5.71254446399309	1.27791071256489	NA	1.74297579360247	3.93440810430565	-0.279088906186883	4.6236411193593	5.62395589628767	NA	3.26110510819186	-0.938946419915798	1.17895901653934	-0.455289306788326	NA	-0.156645214507812	6.43621448459321	1.91079433541658	1.02787782480532	NA	NA	4.18657216930291	5.92838722674169	NA	3.22593654167476	5.82858616727369	-1.06315266303386	8.5883537587067	2.96810581315183	NA	5.24049113859073	NA	1.97251452167767	4.5591449423359	4.22477593887402	3.27261097751744	NA	0.392113173193209	NA	1.15928255070076	4.4690667049083	4.92419520695915	1.16014527583953	0.364885896656171	NA	5.01836417104601	1.57191462906631	2.11441635133699	2.88827815964779	-1.54619181805227	0.382175644140905	-0.506358388743956	1.90779054896395	3.71063258322061	2.40394291704605	5.2205561829028	1.93581865435074	-0.186141058415658	3.7455410103462	2.31397559765114	9.44009103692406	-0.581117253807024	-2.5286595002245	NA	1.33898827669571	5.73915967538625	2.45337916369793	2.96107114970523	7.3983463842587	8.4216474955162	NA	0.894579166867376	7.14054908113408	1.99372465967843	6.51963455327846	4.06490991896306	-3.15724617008809	4.01980761402113	NA	4.81070957411551	1.62830575889707	6.62373278888055	NA	3.40191175260088	NA	5.99253363207638	NA
"prt1293"	-0.303217232706931	-0.814357806609936	0.603583001826725	NA	-0.287466562243715	NA	NA	3.72801047781746	2.67617653795045	-0.84409105336818	NA	0.887616811205219	-0.440430902964952	-1.04951107312876	-2.30188011977565	0.367305668405219	NA	NA	0.837344615823849	-0.362368649380101	2.76686197548968	0.217300980722122	-2.09040804029951	-7.75848434718205	NA	-0.987228631355102	-2.71873663434036	NA	-3.25228208337101	0.952192047010136	NA	NA	-4.3774406759479	-7.58396078141463	1.24409336981411	-1.58940303940981	NA	2.67006530860543	-1.50744988546906	6.40333290289888	-2.21357958250597	0.621801121175984	-0.194373398000298	-1.6860706316429	-4.48915938130872	-0.206403016968363	NA	-1.21477421490034	-0.466628615249554	-0.972533301549362	-4.36262202641851	-5.47579680408602	-3.03505621754803	-1.22785549348582	NA	NA	NA	NA	NA	NA	NA	4.01724150588374	-1.67774318101147	-1.82646155650617	-1.18442944753305	-5.85425966120668	NA	0.474410828249075	-0.772197276205319	NA	2.70866953192877	NA	-1.3150812299991	4.34419703281953	NA	2.68409777327891	-5.12018772088275	1.06622021224945	NA	NA	-1.61822830832631	NA	-3.07336310683972	-3.70144710364539	-2.66869336162476	0.166544131282505	0.217344873330288	NA	1.06024061915242	NA
"prt1294"	-1.41357579516392	-2.56427117373027	NA	NA	-3.07428448738109	NA	-1.70548359587025	NA	-2.56157306429023	-2.00558525565436	-1.94168392581974	-1.00131972491137	-2.88897063647802	-2.35173633445703	NA	-1.57180950386634	-3.01238704365439	-2.84111993440212	-1.51402637920883	NA	-1.90768145481057	-2.0794300608405	NA	-0.983391629835531	NA	-1.05626773472373	NA	-2.14376004807413	NA	-2.32949954919327	-2.63632511445426	NA	-1.9224562080456	-1.35396718448533	-1.09305087742026	-1.33084290900641	-1.88040080710191	-2.63969750439064	-1.93124357443614	-1.53641777066737	-1.87307966124266	-1.86690340746877	NA	-2.07934497578042	-1.70750453452849	-1.14193274246101	-3.09073910819089	-1.2254733280633	-1.66823855981862	-2.00440933265214	-1.25284251976077	-0.125293595441394	-0.886637830986634	NA	-1.26127333035969	-1.34796217770158	-1.90193008281239	-2.32089230593362	-1.46765535742048	NA	-2.1551529143935	-3.35491704475302	-2.05583929772557	NA	NA	-2.18408123939677	-1.83252686119072	-2.38952902407483	NA	-2.16450876170415	NA	-2.44633823482221	-2.17298577437691	-1.61671681207333	-2.35056862488308	-1.84695012818357	-3.88684335075089	-2.72689297310085	NA	-1.17633247692793	-2.10810714049354	-2.99742765700232	-1.59968166128621	-2.44137754685673	-2.39724408938648	-1.03685931320302	NA	-0.95138505816383	-0.784627354853634	-1.65365283494172
"prt1295"	-0.489610598797408	1.48299763018255	1.22179335084757	0.936625086208122	2.30041828279556	NA	3.2075997556845	0.665928660864093	NA	2.42486777968032	-0.679153911892452	0.95122524088404	0.449446836360177	2.19531096701146	1.76200414024742	1.12529477779726	0.448009705527971	-1.52103431210712	0.942441975783028	1.5784759936642	2.24871827654639	1.91699587711964	1.72615370926258	2.01715540152297	0.278850967877531	NA	1.07432597793788	0.526361880775626	2.1281305320844	2.04417148377507	1.41871087618962	0.944562438964336	-0.198360980373202	1.26205158181596	NA	-0.430131998173083	2.28784901861918	2.17909940745754	1.01474182639985	1.58973770361403	-0.149228394486733	2.23519570241156	-0.560217034067685	1.35073766066294	1.84439952076824	1.44976963659544	1.40251545419959	NA	4.18894004593753	0.892201894296773	0.0515861854152434	0.949076535253114	1.73634244510112	0.302121330564335	0.95096453416312	2.29508877982641	0.414848816500776	1.74975631557761	0.996575300193693	2.2512159590084	-0.277419965472163	NA	0.981788517787223	1.49402431573253	NA	NA	0.358754131637748	2.05812836134917	1.03714455096981	1.55872111366003	1.30378012697233	0.678943563534148	1.71808713354329	1.40566773910775	1.5019299505996	0.931884694977739	2.91851282786977	-0.352418878003081	3.36586324104477	0.720323681750396	NA	3.92551093537493	0.964863147459242	-0.465671547485179	1.3845509350906	2.73310537887156	-0.202481773036554	0.506511474440177	1.60568808711431	0.161445085156272
"prt1296"	3.19381180436813	0.871135867516707	2.67051701852529	2.95736487392975	2.64464478161742	3.52912485731367	4.00001769591915	3.93843056218024	3.13789320265516	2.51510919471242	4.72520454764052	2.46110937336331	1.93130373745333	1.0032091846281	0.876657654807607	1.65460341197707	2.42065740136	0.797505165343878	NA	1.03262313590943	2.3211178494427	NA	3.76438363451558	1.88481014249813	2.15910959033177	NA	-0.482031868707034	2.73594263063992	2.41845039699368	3.93256460515354	2.92258689622359	1.92462905861067	4.95780607365442	3.15282903539678	1.77462341671187	4.03275195624243	1.53748715088088	2.88282334132454	4.1111297746869	NA	2.72471516767131	NA	2.07101563998589	2.99049670469688	2.90791775938014	3.50262238463465	1.8366024842944	1.24249794287463	1.36632434960552	2.21778777939218	2.098927539411	2.00508541888805	2.36924227313682	1.43787078052203	3.28694743104147	2.74189577031383	3.26051784678558	0.270908488706453	NA	1.13455556183755	2.08412954172657	NA	2.60138653196902	3.07919950614384	3.82095132894337	1.73028250069501	1.43835815064301	4.6780749248659	4.49924664022341	2.7949281403473	3.33599462090972	1.94056656018928	1.37942191772368	1.15481321579607	1.84543198485961	2.63572078996316	1.36906854775595	1.52130200949744	1.84731204339614	1.87309000482471	2.01285530880689	1.94125647077537	4.06802224064078	2.70003035285252	NA	1.12264104161582	1.47564208678148	2.80605686812296	1.2616009924006	2.62858493842852
"prt1297"	-1.79340807561102	NA	-0.692253288072753	-5.67446628831309	-1.40223340407748	-3.31918440587335	NA	-6.94045326071818	NA	-4.51221899026867	NA	0.828064729376746	NA	NA	-0.333213975411177	-2.53607925679602	NA	-1.84679541456926	-8.08900293929259	-0.158181409668442	NA	NA	-5.97857591962119	NA	NA	-0.405524908631695	-6.25274566848096	2.25347269940389	0.431226247332765	-3.83214688145488	-4.05149985405287	-7.13469340485951	NA	-1.23733748646665	NA	NA	2.73595514463544	1.42862269979931	1.31841753226433	NA	-2.18619216737945	-8.97662847700716	-7.08224611782937	-3.70507616518631	NA	NA	-4.96480748984859	-1.18616425659316	-2.42043993148451	-3.43197105984464	-0.383645134682341	NA	NA	NA	-4.69870263717791	1.50288315977355	-1.11810826717173	0.374239335717274	-5.07835389057721	-2.44076195988772	-8.34245509264707	-8.21487410325659	0.849702311282726	NA	NA	NA	-2.1841428345733	NA	-4.86089023945338	1.53454601581796	4.39523753005955	NA	-4.27414341161436	-5.57602400619435	1.39293970443583	-2.45601469792944	NA	NA	-4.45833176618244	-5.31352586851027	NA	NA	NA	NA	NA	-5.22113027625619	-2.56218977941027	-3.53728899652995	-1.28022020994601	2.20816125212372
"prt1298"	0.406694810164069	NA	NA	1.83680265437976	1.08240952731746	-0.883851816938148	-1.46264971340274	-0.148319187944532	0.514884019632784	-1.77469679061683	1.52768272976806	0.148251576590285	NA	-1.06485888198536	-0.704886870894311	-0.205728635414927	0.425479186139084	1.08828914403743	-0.407973579792158	NA	-1.25180474792327	0.451309028725448	NA	0.660021753568184	-0.0603046642162315	-1.54827362141625	-2.04159454534315	0.944234583700235	-0.197950461364953	NA	-3.1175063211046	1.0540360027046	0.522481867496063	-1.98988484227966	2.07813114699827	-0.8460453873558	-0.631969533601449	NA	NA	NA	-0.914597767752803	-0.0924935003586793	0.823000605246946	-1.22211732138512	NA	-2.0209302124829	0.471717917270726	-0.521101396802211	NA	0.00510268396947455	NA	0.678311583438838	0.356640817621929	-0.0415108905559768	-1.88750859020741	0.355582355456312	-1.215592061431	0.0766129730252337	0.523357764052726	-1.34995827328289	1.61499008986009	-0.827657789704938	0.360485548519736	-1.23840582871313	-2.5167838793463	-2.51498929557173	0.253723106728896	1.94350306688288	-1.83616385106509	NA	-1.16517369030988	-1.15104830875681	-0.76050099795619	-1.17312178607794	-2.02924181294149	-3.89265397172703	1.71086020715486	-1.09778443586237	-1.18389105282731	0.813771938505636	NA	-2.07721680471528	NA	1.11824131463902	2.24102120302237	NA	-0.959851317071898	-0.961040762995683	-2.26426973556632	-0.123255725187122
"prt1299"	-1.1055381129981	1.69530241000475	NA	NA	NA	-0.456701094803931	NA	NA	-1.25436707360239	NA	-3.76620773644805	-1.57818843411093	-2.68047052064542	-0.09501674292356	-0.618975825963323	-3.02399820647285	NA	NA	-1.87164993729468	-0.706896395977353	-2.82868572349165	NA	-0.29344544298961	0.0671809807647819	-2.38826949051618	-1.70499382863646	-1.51580717002992	-0.710726811994136	-1.12927238651556	NA	-2.5817950705903	-1.8630606658523	-3.17524846588479	0.0728544312266921	NA	-3.92610434908941	-1.89987959164305	0.869157515213088	-1.49943226904086	-0.155130725271529	-1.32209318817997	-0.483842418964742	1.93552066178558	-1.23050011263538	-3.50521686456394	-1.30302324914848	1.40418328321098	-3.63267961926454	0.91003986719793	NA	0.21201300278275	-2.83315035837885	NA	1.11210580141929	0.478606923444303	-2.97784225465797	NA	-2.06302093425794	NA	-1.34113345399033	-3.75470276032231	-0.799200574593438	NA	-2.05978613532467	-0.358750717660466	NA	-2.38740142598514	-2.54584510632396	-1.38547783376679	-2.37306024414797	-1.74057053832312	NA	-1.32258272790672	-0.859736358836947	-2.99159906031446	-0.915865228538115	-2.67668296437295	NA	0.747746531826123	NA	0.919392802233792	-0.42566871049977	1.82093940863482	-1.18751398644183	-1.99242899989899	-0.901318172171269	-2.36269190351385	-2.50166167256472	-2.46226412631312	-1.62383750299564
"prt1300"	-1.42094879723647	NA	NA	NA	-2.15513465370924	-3.84661100677901	NA	-2.38207131923035	0.258796459099401	NA	NA	-0.901802879307209	1.38493542490641	1.29968148990665	-1.60253115790624	-1.32407617021372	-3.24024523722648	-1.51755717486516	1.4741061914564	0.0610241488935841	-0.432174894151834	NA	-0.551961479760374	-2.04423916080903	NA	2.1155909025233	-1.01611293468048	NA	-3.04911647565718	0.47273692252579	-4.07382596430021	2.22245460596682	-0.444863479034474	-0.401349450503587	-2.17240216773223	-2.3443794000383	-1.81432804323259	-2.16193723756983	0.174040693019652	0.988110497875323	-1.67585680089795	-0.144681330178563	-2.55830565367772	-1.19581575237195	-1.06175324374248	1.23785070061369	NA	1.14240202341598	1.00230380921986	NA	-0.265489368151364	-1.60011402549517	NA	-2.39905707503694	-2.40116150372628	-2.56537485298598	-0.936511595891872	NA	-1.20402780284589	-1.20770376343252	NA	1.36665015679162	0.160608197514302	NA	NA	0.212235254142574	-0.690558602763705	-5.71542155037812	-0.360950394376993	-3.28491707622743	NA	1.26171992404084	-1.77889406215836	1.08428967252998	-1.46979664064641	-2.99518224644751	NA	-0.835290955846234	0.515637619360015	-3.97552355125851	-1.0845731832629	-3.78129173974944	NA	NA	1.47346737361648	NA	-2.83361755892222	-1.68847041738538	-2.08887066869462	0.638247305933473
"prt1301"	1.03815775101363	-0.158943270430114	-0.16655584948682	1.47752802001838	-1.86285906454939	0.0972469094883737	1.29535258944035	3.98049704326058	NA	1.03497391810262	NA	-0.273918323826045	-0.0919990450366222	4.3137414234173	4.72702433406364	2.50949408779738	-2.81814697700715	0.509516063212171	-0.146382017497786	0.907441428474332	1.32319542337374	0.634788097447879	-0.69286228801317	3.96022982817894	-0.999690892904537	NA	3.11102328185399	NA	4.12081629918045	0.805288284757577	-0.15068314451078	-0.319198189343244	0.202588080509339	-0.0114706666632678	-2.38483205753262	3.35981683965133	-0.365680212184347	-1.52888358151136	0.526976166331327	NA	-2.07445466821815	3.071817493185	-1.08985014255852	2.01762956722552	-0.9309726070166	3.12901945613261	-1.70577650909812	-1.27179079770163	-0.951806622638699	-0.875399334804018	-0.348732910391464	4.69938894280925	0.911461176215022	1.55169309358438	0.537745190818768	0.0322384890465661	1.3527733633316	-0.549127842784137	NA	-0.879413221205332	0.183245066945842	NA	5.22262525554357	-1.76999906969633	2.45331934507343	1.75375317918462	0.311505525573653	NA	2.33514245725731	0.950353811091222	2.18165385493524	-1.2903950543325	3.22071270024445	-4.38359528368411	0.4982503255183	3.10728766187117	-0.855462598984491	1.24774319458336	NA	-1.71866325420053	0.296996394527987	3.53351028711608	2.76080300078969	0.276015305020163	0.137955230012543	-0.626119741290812	0.864533398339478	NA	5.7159493765303	NA
"prt1302"	NA	-0.952040392240689	NA	-0.125836600031901	-0.778961922124595	-0.697228276563803	-2.02825221512042	0.809532898757114	-3.41542797292258	-2.22043942325694	-1.16476354874609	NA	-4.17268599489617	-1.86842514003027	-1.13512978956019	NA	NA	-1.94711393118003	-0.054588397211514	-2.52193345682502	-2.03602191292953	-1.8168755196404	NA	-1.05789815066991	NA	NA	-0.657488818303868	-1.88704032696608	-0.773237334589039	NA	NA	NA	NA	-0.304798559719693	-1.51576380310535	-1.74820319332318	-1.57317110504622	-1.41159636894107	-0.438650928018772	-2.68389206708728	-2.75626369921746	0.801313957456691	-2.42952255983312	-1.36123058015659	-1.67284015553763	NA	NA	NA	-1.91307302888958	-2.93165377038914	-3.39506176064619	-0.665047287245363	NA	-1.55944288292614	-2.45330868370811	NA	-1.94382811578499	-1.44083523047825	0.301079736274295	-0.562559893869572	-2.52539501127137	-1.03392068392763	-4.36012452777475	-1.52977014075316	NA	NA	-1.47537460040383	-0.92536336028322	1.17489395868729	NA	NA	-2.74041414343291	NA	-2.16736031127239	-1.67381215389665	NA	0.413692440289126	-2.26940055372437	0.248224769310095	NA	-1.16789019810225	-2.06044039074224	-0.302074568531773	NA	-1.46677463008082	-3.23016349414564	-1.20798198703812	-1.72643267150507	NA	-1.81598268229116
"prt1303"	4.66343234080768	1.40958700217173	NA	3.78746566180591	4.77916003279956	5.26785091943022	2.56580383629658	3.41909266723697	3.31937774715918	4.86661277505814	5.23898708325036	5.95650171750146	NA	1.55866416414169	4.95497450614114	5.72571010319056	3.38904766047156	0.75342685847869	NA	5.05522519877036	2.63961991927096	1.54355616151127	0.363856402975743	2.33297219987319	2.01129951450682	3.47309212213644	4.70226140407626	2.75719060367783	2.06075862273868	4.63784350298531	1.72371179515023	0.35187733072987	7.14379744788518	2.77446206407519	4.54212529060316	NA	2.03456657081305	2.05581376665586	2.52939617923849	2.94208207696173	NA	2.49420710446162	3.5821172281006	1.46121150199108	3.91633874791503	2.04654585064086	7.02827307047703	6.68574692489052	1.558257762144	0.940536373320801	3.03544887133745	6.32962580299008	4.17366324160166	NA	3.71189573483941	NA	5.72394764049408	4.26089190206228	4.80796116068628	7.11017690127031	5.65021806549761	2.56395077359984	7.27636726051218	3.31707078872434	4.2376487585279	0.755813727661914	2.40259023983053	1.995664141769	NA	2.62165459696887	4.03120145636431	4.21398728489139	2.23501348542018	5.09394714293185	1.32004562334077	3.23678012673346	2.08595790424213	3.85080032877792	1.40499780318302	2.79789372606423	3.47781406730515	1.8159891036293	4.19531211299674	2.60756412814177	3.59399612563599	0.594607321598282	4.99558545790604	4.66385353805223	1.04250046632587	0.113929659247557
"prt1304"	NA	1.11591055734949	NA	-0.453503233963021	-1.23358730065894	-1.33764848745243	NA	-3.32032112707738	-1.36236961535309	-0.265236690770331	-2.4391681175683	-2.65335966856129	2.4063869374208	NA	-0.911294692721427	NA	0.745832386268831	-1.57012113336416	NA	2.25660352193767	-3.82615453736657	1.68623736279908	NA	-3.14972872168178	NA	NA	NA	-1.81631013203506	-2.31679770457273	4.49991674900575	-1.75538831093047	-0.836733627852834	0.117042130682686	2.43022277036927	-0.835751716159063	-0.431990084379951	2.27769356921735	NA	2.66087906841423	-0.576437143403913	-5.93916736074575	-1.30853816866334	3.31349114762766	-0.0525515639510101	NA	NA	-0.549185278456031	-3.21243113617682	NA	-0.324395245691118	-1.55660116103121	1.60744546084908	1.78240340004922	0.613388017549808	-2.13202884891547	0.472940937303846	NA	-2.091611503378	-2.70840209884793	NA	-1.82701496188582	-0.944582128372007	NA	-2.18670170010338	-2.74457471657151	0.321159680201761	-0.854930659414342	0.180067304556851	NA	-3.85127866916774	-1.44472331816955	1.21349124184324	-1.85935522995901	-0.823139804063753	-3.20719126822915	2.35126658080747	-1.68463207491335	0.325976503811665	-1.18107584749626	-0.440623402970937	-1.60758577205796	0.40936904881497	-2.81455939795226	NA	1.47396896820041	-2.1817706393953	NA	1.66500251486539	NA	3.27293900558799
"prt1305"	1.45272212737277	1.62237628598447	4.32815069456907	1.72655088511307	2.80914030160446	3.29684782215099	2.72776585422881	0.944981282164276	0.0654805245403504	3.1540618656215	1.34548557400611	NA	0.976850101330177	2.47023949783629	2.4420594771841	2.05232337615155	1.91713733092847	-0.419254101989961	0.225252612141407	-0.57399715793908	3.49874409412197	2.18971962765769	1.16718278203753	NA	1.78478233386927	2.72225487399252	1.26154148828764	3.33561053966504	NA	1.63013189730368	3.61682709098082	1.3115888607192	3.00046788141189	4.11752016566167	1.61858229028272	4.26155564741865	NA	2.65026745452964	2.13857365146009	0.54032979450522	1.42874603613079	2.36182198441038	0.49237563590537	2.64387967112145	0.744698182400872	2.21427634199168	3.76012633514126	2.2739865811826	NA	2.99881223460032	2.99765498869079	2.56055206383688	3.12777431794169	3.27710332193806	2.25384039851343	3.29150477757358	1.42189572869923	1.5834342889572	3.08224840012522	NA	1.08916695657949	0.213625154264649	3.21158494497582	2.38278238765781	NA	3.28231155797744	1.1767391947319	3.45082916059935	1.96377234105436	3.00658169971836	1.6489888277684	3.57740200903838	0.830046907757869	3.07851057947006	1.10717755006622	3.24268776524032	3.15128070303362	2.52295042044048	2.79170564743944	1.91735271617916	2.38860771905334	2.91964506798672	2.60919861534564	2.4413352667964	1.57850439923818	1.18487984287844	NA	2.62808536992728	NA	2.2184666157079
"prt1306"	0.375913340104084	2.17522962207367	-0.727402501087739	-1.00051917352729	2.23942687541847	-1.23735431635477	1.43743975039659	0.590049911642269	-0.881041261678989	2.77683889640961	1.52942541150019	-1.76177218295517	-0.887684482519252	1.1154370783504	1.04800814354306	-1.8018140983622	0.832964175686147	-0.0955103796487693	1.25800100130195	0.42331752118878	-0.631130714740793	-3.15736441439862	0.260221206972672	NA	1.83431735385734	NA	NA	0.733553940477869	2.1772509114513	-1.11882343026617	-0.368603659755372	0.511228819462391	0.409359994039425	1.17589000747697	-1.66026308824866	2.19324786716642	0.191248930837817	-0.970462837756972	0.532936122964716	-0.916167948143973	0.329018691685269	5.24740927837153	2.35355459633008	-0.754637012284042	1.50361457218983	2.63327942287183	0.210847959979633	NA	-0.276933371005577	-0.0468379631580031	1.10655233477478	-0.237034311907066	0.572292835859055	1.09116110088081	-2.55161958892491	0.982611582159812	-1.39795126889329	-0.114669897230015	2.7863547047735	1.57855763656453	-0.251344383494892	0.452892650846051	2.40240565339871	1.79727701236971	0.0499990408490194	-0.381821534507996	0.585894766805441	0.923670518832974	-0.661526646034001	-0.0998282888157567	-0.414413131047437	3.97807272608972	2.54326796827479	2.75795988303926	0.0841551794734933	NA	-0.20034281875099	2.70102564395752	0.860606630525478	-0.724377854833146	NA	1.88037990910659	0.364779168303323	0.304648528154301	0.345754394147519	-0.569797530902167	-2.24881928471357	0.0313327585512715	-0.772114387604801	0.382551739937776
"prt1307"	2.21308860880918	-0.0939213061276969	9.40369853114796	0.0812921588611719	-0.327397715528893	4.04248534455646	-0.328878081287399	NA	-0.101515552346227	0.378851358415123	5.63592222401842	-1.75895521221802	2.2601001893471	5.27562646257607	NA	NA	-1.91987103009719	-2.18795371833793	0.0755514802908383	NA	-2.47801877376966	-1.48368470608599	NA	NA	3.94478392177182	-0.480230110812231	2.57600567050025	4.10037752789173	-1.15166731845798	4.36435622765325	1.34482354658503	NA	6.57314022969447	NA	NA	NA	5.99815871364444	1.66558668853321	-1.86311477560496	NA	-1.66275862115702	-3.42033639281905	1.73074708310999	6.03629624575505	NA	-2.36194305913875	NA	-0.550845085000797	NA	0.177901913172621	7.04171867653519	1.89838299714786	0.646231274514508	NA	NA	0.678047232137477	3.06857648241875	0.162144273634713	4.8825100313268	-2.53883366380091	NA	NA	-1.7393553498261	-1.6022220654833	-1.11526068841782	-0.999212882196323	-0.0591105440728306	2.67401929660132	NA	-6.0893852122085	6.08365275317775	3.148708952673	3.76792306040667	1.02610513678025	3.29083759199895	-0.117004528288611	4.30495979117471	NA	0.614568860632862	6.83289642967699	NA	0.388667222234399	2.30616918967251	0.188314353011687	NA	-0.336482044719876	NA	3.05781290256666	2.45002944139413	7.08824060531177
