"s.3"	"s.4"	"s.17"	"s.21"	"s.32"	"s.36"	"s.44"	"s.45"	"s.48"	"s.53"	"s.59"	"s.72"	"s.77"	"s.81"	"s.116"	"s.118"	"s.122"	"s.159"	"s.167"	"s.192"	"s.206"	"s.232"	"s.259"	"s.267"	"s.273"	"s.277"	"s.290"	"s.309"	"s.332"	"s.344"	"s.347"	"s.373"	"s.380"	"s.385"	"s.388"	"s.395"	"s.398"	"s.402"	"s.410"	"s.412"	"s.413"	"s.416"	"s.417"	"s.418"	"s.426"	"s.434"	"s.453"	"s.458"	"s.459"	"s.464"	"s.468"	"s.470"	"s.471"	"s.477"	"s.479"	"s.482"	"s.485"	"s.494"	"s.498"	"s.501"	"s.505"	"s.512"	"s.514"	"s.515"	"s.520"	"s.526"	"s.533"	"s.537"	"s.543"	"s.550"	"s.553"	"s.563"	"s.570"	"s.579"	"s.581"	"s.584"	"s.590"	"s.591"	"s.598"	"s.605"	"s.614"	"s.621"	"s.626"	"s.627"	"s.628"	"s.630"	"s.631"	"s.632"	"s.635"	"s.638"	"s.641"	"s.642"	"s.655"	"s.657"
"prt1729"	NA	0.573518671065192	-1.33307887492787	NA	1.32889647166392	-0.385246353806628	1.36515074156589	2.50403887375322	0.496165416635747	1.96296750318614	2.27440594445227	NA	1.16021619318501	2.99829819037121	-0.157165019949433	-0.40742203627503	1.14245869465074	0.748147085760906	2.87972517957573	2.60567722577372	-2.24595473644547	-0.334469329806261	2.2800991355223	NA	-0.404270351323707	4.27398253247814	-1.52818221536028	NA	0.338224329235334	1.26845783421558	-0.216013327707967	-0.790498599005232	NA	2.26050760705433	2.46439317260162	0.178212740871388	0.526268080536411	0.700208368125049	1.26967856736434	-0.0556733112094584	0.615039232058509	2.49078143123364	2.1446675212734	-0.382463263106632	0.591320103499309	1.73509864869696	NA	1.47782778136706	0.94001647174455	0.0661475711762899	1.20921033078656	2.77758914069161	-0.619984593905414	-1.64144367547378	0.53735200782333	1.24076228511248	2.01564799907747	-0.313650924327802	NA	1.17498557319047	0.563381810783863	4.49582616741455	0.743749003621663	1.21586070636559	0.274243355904301	1.0290148242735	NA	NA	1.38611167327565	-1.09747720309337	3.79695670210922	0.903561950323712	0.163650913517734	0.533710419300215	4.60485324958261	NA	-1.20566703532056	-0.275713765838105	2.4947328649707	2.53340135652281	1.66878124854123	1.51852117644853	NA	-0.887278210133145	0.154814068324176	-0.962028772061514	0.89064049102136	-0.0777861488923287	-1.80069982580061	-0.883084853080425	-1.00077442315522	1.05888002311909	0.949330217339923	NA
"prt1730"	-1.96591306716739	NA	-1.76441348854433	NA	-0.468618920397221	NA	-3.66327579152453	-1.76987177255065	-2.4347171735667	-2.29593019411329	-1.4319819891932	-1.27352214031561	-3.02042940826915	NA	-0.510931177240426	-1.39047232893847	-2.37343814129238	-0.787342846188679	-0.948371826853319	-2.80739420902701	NA	-0.370693866504094	-1.47071054724739	-0.393156127551985	NA	-1.48544343309842	NA	-1.57570907114775	-2.30821879158591	-1.16123197360013	-0.0137363334517457	-4.08453607033939	-3.12450708174602	-0.549905234559829	-1.4639625920415	-0.687367343512675	0.388038466968826	0.615107078535425	NA	-1.801626928284	-3.0023426998668	NA	-2.61792032332678	-1.19140636765312	NA	-2.11155148091774	NA	-0.161219129231078	-2.97183814956196	-0.366674961747694	-2.20309586967281	-1.82160896194335	NA	-3.73370858305951	NA	-1.49072425282736	-1.96627775515194	NA	-1.62137597209676	-0.0165125615832099	-2.3090204531596	-2.25819776143921	-1.58364305747462	-2.85384442385457	-1.02878904280001	-2.75643178752192	NA	-2.41194177883502	-1.00413802438506	-0.515502470547883	-2.79511259451538	NA	-1.7225018233813	-2.6644997920012	-1.94877211599479	-1.73730087021626	0.199290437953535	-2.14691484911086	-1.60884867227802	NA	-2.71013713114901	-2.68179066083852	NA	NA	NA	-1.70043288000899	-1.52766929107172	NA	-0.761686972691749	NA	0.398499553456142	-2.00526660812697	-1.45496582964903	-1.7445468200154
"prt1731"	NA	NA	-5.26919578721353	NA	-2.38684024797697	NA	-4.05606813249166	NA	NA	-0.826986846832134	-1.39257836609333	NA	NA	NA	-3.61035188322353	-5.22440127027229	NA	NA	NA	-1.31104935324021	-0.947024628348812	NA	-2.97254076727477	-1.68800607220277	-3.45878526146214	NA	-4.85081561381133	-3.38899149439626	-3.05264672297405	-4.29221626708496	-3.23734573530237	NA	-2.00065037061231	-2.71563499576634	-2.30585722263117	-2.64026335697578	NA	-2.67808031392102	NA	-4.04141684800321	NA	NA	-4.33008514083824	-3.55766875125218	NA	-2.68943575090134	-4.40662851891322	NA	-2.7096504065909	-5.96918990741685	-3.046782671659	-4.69441639602367	-1.78672767262237	NA	-5.44855258506855	-3.57911347528837	NA	-1.64078273726332	NA	-1.79268833726376	-5.87918455027886	NA	-5.29064975711928	NA	NA	-2.33271127552766	NA	NA	-6.30501352459349	-3.43566807426523	NA	NA	NA	NA	-2.63769803877185	NA	NA	-2.01312406138839	NA	-1.81303059623772	-3.47299838858034	NA	-2.89840155569218	-4.402011662037	NA	-2.68695059534622	-2.60863842359385	-2.85178042601408	NA	NA	-4.01542992709755	NA	NA	-4.41142345809919
"prt1732"	2.85461342918204	4.05831772516459	2.13969486674884	1.23422168339347	NA	1.70233208118734	4.02407594111387	2.74432603180884	1.68153145421951	4.96313380783723	2.70977014606141	NA	2.3801628900407	2.21045253139974	3.13570833981409	4.04313984168559	NA	3.26933613399573	3.44686487629319	4.50280174525754	2.64941756647231	4.52785587662697	3.01475356039768	4.02763424849937	0.874266692566374	3.64629763970178	3.29541678108773	3.28486588291917	1.95893488080995	3.53885019703168	3.1621561699805	1.0687479317626	2.52132700198003	3.3355863371803	NA	1.86631774432623	2.99415778871947	NA	2.62832450159274	2.08436186856202	NA	3.61653416264254	3.34559486068547	3.40819475994199	4.60682825877094	NA	2.54921584530697	NA	NA	3.66748819142211	NA	1.07298633046586	3.80631388942399	0.877015536478715	-0.295794196946266	1.22433671399018	1.00442487963479	1.08289719663281	3.88698323097692	1.68401089523345	3.59441918834295	1.41823096705666	1.70717398014772	1.59006770456792	1.43073314495191	2.56169859546401	3.07594078695593	NA	0.692832252372664	3.4488216069741	2.43627756855404	2.63422596180648	3.56439081438258	0.890533561886608	2.67228037241804	NA	3.92971299343512	3.7997636241964	2.05159265514666	3.40781545743882	3.77796432746559	1.36736752395216	0.604635057408515	1.7231088612387	2.42641330725548	NA	3.75393012727534	3.79570425539778	0.812726773986207	3.30597874023094	2.1483740540806	3.40914537738251	2.7366510260975	-0.365234398717964
"prt1733"	-1.21206423209202	0.628822721304185	1.23174979255935	-0.172965891828292	-1.79907834765406	0.33347005545565	0.419164399039974	-1.59854225879509	-0.647372739829753	0.0946783789076267	NA	-3.35099964331837	0.169255554707653	-0.11005597222973	-1.0951117944122	-0.184788845040363	NA	-3.24995726137178	0.103735667806636	-0.687199790932492	-1.06654668054871	0.243090028145206	NA	-0.0630112526081732	-0.899691460472669	-2.23960011194818	-1.16824426087413	-0.0811340218698703	NA	NA	-1.31826381612793	-0.71618345676702	-1.87955572818615	NA	NA	-0.0582911039888834	-0.0777936470975848	-1.40820102181416	-2.30709696769816	-2.59333933667528	0.446177216637983	-1.31732126072408	-3.14722826936679	-0.603336538406413	NA	-0.648617481713169	0.0350007028140868	-3.48670011640843	1.06242788118956	-1.09759234382763	-2.21721529044728	NA	-2.99455758661137	NA	0.781654030139467	-0.858540215292033	0.740097350723939	-1.64981927699254	-0.39951550683916	-0.401610220719313	0.918979312336765	-2.25560847682417	NA	-2.37787774562084	-0.976179624725824	-0.308284262294221	-1.78506025360788	-0.941598931567397	NA	NA	NA	0.194941069277148	-0.435315210031103	-3.35025675760012	-0.634890924026104	-1.26500025283264	-0.341011594241111	-2.33530376525334	-1.81801167481364	NA	-1.85030290202318	-0.917254490568676	-1.0209289478629	NA	NA	NA	-0.962846604730936	-1.37691938686457	-1.23844561668028	-1.50043696379411	-2.30624622135607	-0.0319855906781961	NA	-0.234804359517248
"prt1734"	2.71253780200572	NA	6.40515127368947	4.46605098900292	0.0459397787738378	1.51223768658565	0.279333794993714	-0.01822981468969	3.3101685035811	1.24763642312123	2.36495468665451	0.958147523925351	4.11388358718592	4.63360477711955	0.3447024139882	5.1749705036235	-1.57111031829976	3.96999408090912	NA	NA	0.11007463505592	5.42374731284446	4.02003914465735	4.94949438195846	2.25647588818032	NA	1.64363669937621	-0.511740289331065	NA	1.45802641031258	0.938436818425053	1.74682308890043	4.43360367569402	2.89995302785974	2.94763721921103	2.61663610438269	NA	-0.272094150951849	1.31360256047922	NA	3.92584939614078	-1.04161097825558	2.28273212014009	0.375068082162219	4.79312180501316	NA	6.21928560604472	3.80269747558508	1.59650127674278	1.84034495542873	3.80119454899354	4.30503146811642	3.41884394122312	2.51926377784734	1.79622863418286	0.126834565201335	0.880520427703472	0.289966426486229	2.75217410975981	0.999296898378856	NA	NA	1.29645785468813	0.705953438312803	3.25054115645516	3.18406293335285	0.440817339413992	NA	0.567350944176978	1.67700760963087	2.39650692365668	1.64361231881005	4.52562585149584	-0.954065403750154	4.09392700155226	2.09615954192096	3.06228718394919	1.24398256101667	3.38159370695763	-0.741127818134644	NA	0.1927526339211	3.35292388519367	2.4240600567957	1.7754511067907	2.64750521136697	1.66880298797435	1.29257850444303	0.530991942766962	2.15638818020107	0.551933375287445	0.842731897841936	1.94147498477171	1.20647136506104
"prt1735"	-0.0209718395946256	1.76879939824261	-1.42797378762011	-1.67221595938002	NA	NA	-0.625338919963446	-1.28550318077119	-0.622072730649594	-2.10950490623916	NA	NA	0.817930690136632	NA	0.285098784224117	0.35927674542385	NA	-1.65149750891546	-2.47771628480516	-0.29682413743779	-2.06966747029192	-2.02175875601651	0.545613295203718	0.427497817163382	-0.450227930912485	2.02638470430409	-1.21362400409649	-0.309518804504016	NA	NA	0.415258951673527	-2.51225715997792	-0.0359532774933089	NA	0.377495856862794	2.24090048423208	-0.990288133480531	-2.5716049341207	NA	3.46657342506796	-1.87866450668525	-0.866301748270931	-1.88742374491468	3.02661907712851	NA	-0.977110770497642	-0.211203308557851	-0.0258868198898168	-0.980088800006419	-3.06136288337386	NA	NA	-1.70151050513682	-0.913726604285893	1.16480325631447	NA	NA	NA	-1.1594393668197	0.591640559136309	-1.02434036134536	0.547792312294374	1.51656477409044	NA	1.77576326496941	-1.51256299899829	-1.74339089141606	-0.137877070799362	1.39544543021203	-2.34718954868353	2.12252407229446	-1.84912415733547	0.47396672040688	-0.174185865156995	-0.518349121367506	-2.05837898493343	-3.64401686821667	-2.53173454633857	NA	-2.28607721734988	-1.5629757230145	-2.13893093753624	NA	0.422412180187058	1.50745404065128	NA	1.49145999198408e-05	-1.4403803201042	-0.351846524041688	2.76490781047843	-1.33529156423988	-1.15866706052271	0.747253738116967	-1.08567551177308
"prt1736"	-1.1615323815013	NA	NA	-1.02115455616072	NA	-1.31604257442726	-0.184702391664714	0.593328925421856	0.752493311255426	-0.790472486201458	NA	NA	0.0864281934190224	0.684605935301278	-2.22784905174948	-0.388766254770699	-0.528264150946754	-2.4861171120021	-0.894889909152379	NA	-1.76869149323216	-1.40871661484379	-0.699778264776616	-2.08457594964593	-1.31069876681353	-2.34121492448069	-1.82203950362728	-2.50082368023257	-0.661289686806134	-0.182123445463535	NA	2.47274857378454	-0.136719259169842	0.144824320911696	-2.01244309898903	-1.71401076742561	0.0040758720735817	-0.895864036795664	-0.186415882333739	-0.305440458741814	-0.837411454676274	NA	NA	-0.504171840983058	-1.92331379564543	-2.33944949175627	-1.57123632756284	-3.63010004185309	-0.338894933710125	-2.22065443680588	NA	-0.934989533419311	0.924939727594475	-1.81794793529494	-1.27436512397242	0.305485670081016	-0.978751710894954	0.319376054556956	-0.52061269993412	0.389263482659276	0.307837245575315	-1.37218731055194	-1.30364501540595	0.57444313807391	-1.01646298356054	-1.94890516696326	-0.66631541164007	-2.42262892255202	-2.08670821821304	-0.981883546193931	-1.27353942108685	-0.343695576613492	-4.37132041164069	-1.27076525426379	0.878626026360169	-2.22684164421482	-3.21578976093375	-0.0122798125338681	-0.587022319479152	-0.201404853394523	-0.266162707027581	-0.808447314553919	-1.27617827867518	-1.98104616130465	-0.168293069543613	-1.97576722434279	1.11947756123717	-1.5481574531352	-0.270827303104662	0.248758259584519	NA	NA	-2.54252299146963	1.44025192072408
"prt1737"	0.688490099777835	1.56980140696399	1.04291895718557	1.79198072003458	1.0800389981597	-0.0619700323209071	1.12536708532198	-0.321199639391975	NA	0.695494363001953	0.183917397902062	2.25405522889107	NA	0.995366762770223	0.64956278987041	1.14186076989782	1.89134414213948	0.838008813177795	NA	1.19248883673737	3.13320883099585	0.944199242658167	1.05637667032772	-0.364453396561224	1.30688759762787	0.913130834486643	1.54194333182029	1.81966572498774	1.7710594918191	1.23102688217058	NA	1.59245054849078	1.81932208482031	1.04831709706029	0.395477304671555	1.74951178265178	0.41533505634965	1.82970107804231	NA	-0.490856860399753	-0.334164075065152	-0.0524672824767665	0.972594005498841	1.10642793063811	0.391451860985276	NA	0.373639226712133	0.510275802494304	0.12795249679642	0.144780843109044	0.942779986406302	1.46256362601199	0.416191184693545	NA	-0.526041864058949	0.778201784912584	-1.04643015738	1.77437645776478	-0.0403911941023021	1.04684839349995	1.59103300665045	2.01961787337589	0.559453548709932	NA	1.69455136582896	1.71018904487463	NA	1.37559964513088	0.902006316753276	1.64363125738076	NA	0.713162740976204	3.13230666315551	0.787980994624222	2.76333296196434	-0.60834627334432	1.18003797741215	1.10875747212367	-1.14599614855149	2.09263278602521	1.47776685388595	0.0583452259919212	1.31171406260531	1.0134687934446	0.482860282923162	1.65315265317823	-0.175375438075439	1.60026090128946	2.17090902241729	0.64510639107812	0.725527807400786	1.34853382039098	3.0339611919419	-0.582078445746624
"prt1738"	4.41158264855119	6.5558399856247	4.24915399452018	3.25466991284046	4.27703949506191	1.37277965719067	3.8463258927908	3.88996148776942	NA	2.45742360479713	NA	0.95381294894273	2.94443811052397	1.87722206437289	2.98587581996072	0.822411493337482	1.90512786519962	3.53514978049461	3.94294558930389	1.4065634474645	0.064432349495235	3.49410629288128	1.93646735683894	NA	2.16953685632131	0.571034198143211	4.68993986969893	2.29398525398932	2.20619057578927	3.93434291718878	1.57029868056893	3.4885928801581	NA	1.37393941234929	NA	2.31392547663074	2.87780162525895	1.63627712983847	0.88629006369912	2.00897422335596	4.47357671732645	1.25024361741924	3.72833531081357	2.4195264076468	0.0470616478874898	-0.815096636050677	0.561798910366326	2.57007142211133	3.25210998075777	5.43697430389965	4.18196748234873	1.82014446291473	0.460061915334557	2.93752779355058	0.564431096761473	2.90935049833029	1.45289926711337	4.23648502307917	5.74205156386375	2.19927635700511	0.705857758070345	2.85760822226571	1.92591071517645	3.42622864542989	2.45256666533967	NA	3.50521990763724	2.73333696209008	0.90058088447198	4.09908693247047	2.82870914648113	0.168347754206665	3.88504111178481	1.49385560160897	2.36025950284696	1.20459909316188	0.79688309486191	2.70819697366846	3.89701083448978	-0.590560483434944	5.11907852569435	2.75178928412752	1.58167628045529	-0.363764022538837	0.592461858251754	0.0353237825841233	5.48710377821546	NA	5.42316128774402	1.50948208301554	1.84608227491237	0.940502561820598	1.84300317241558	4.25037724589775
"prt1739"	0.916307973637366	NA	-4.78781001309664	NA	NA	-1.66512213900783	-0.530757487041015	-3.02294573916934	-2.66959295685295	-3.74722132120221	-2.99063455193745	-4.53330445212423	-4.49096930896934	0.0915728231318625	NA	-0.266600855646986	NA	-0.677498855723621	NA	NA	-0.130454797930597	NA	-2.01604639140933	-2.94089438159006	NA	3.47609837292688	NA	-0.779397544502737	NA	-1.91140346283389	-4.13093154363009	NA	-1.48495706164431	-0.952121460139511	NA	0.0582801217009417	NA	0.654688374308987	-1.26618542941599	NA	0.191620239716771	NA	-0.860245560719497	NA	-0.54434252930627	0.695719985623868	-4.70635319813936	0.52476597912151	-4.46137580716197	NA	-0.812906417931673	-4.9076436052355	-4.03903397216458	NA	-1.84532141511176	0.787181726220616	-3.1092244670969	-3.02020215215698	NA	-6.48677242051692	-1.51767862494139	-1.83600763227835	NA	1.57281173053626	NA	-1.6206960142847	-4.25344265986409	NA	-2.51843615072131	NA	-3.18868462812998	2.9146574902716	4.34626531781844	NA	1.78841932189767	-1.2090109294907	0.926821466583111	NA	-1.20868249112949	NA	-5.8655517349658	-6.496146398651	-1.84529627598804	NA	-2.38332042179728	-4.60591999977038	-6.18290664793684	-1.91827119629222	-2.74746540404771	-3.18750586492252	NA	-3.45042359743245	-5.73852854166161	NA
"prt1740"	1.65298379592141	1.70138220547582	0.648081833422551	1.41565023834255	1.28379307029576	NA	-1.88178307730575	3.42801293351497	0.760368899800432	1.33704510619474	0.998202656355946	3.26841106258968	NA	3.40521688558839	6.38679434063901	1.24059432940777	0.062570215593315	3.21717669340239	1.22675158297382	-3.15390777606494	5.34103351111195	-0.814909167679329	-0.593247776781466	NA	0.943650959441782	1.27880017753417	-0.349761485287162	4.8255798578302	1.32312605101631	0.714199067924193	-1.64380702752831	NA	3.9275234694823	-0.00722635470661767	NA	1.28980161479543	3.11070138352842	1.02432585340996	3.12868377464508	-0.247009856269024	-0.584020251203405	NA	1.5581330528289	-0.315840311496641	0.570533764987335	0.506280131801425	2.71928958545665	-0.239236112530168	3.11931558983048	1.32837016788461	NA	1.03308094523872	0.161279106773339	0.633486754795771	2.05184837061833	4.51832827254777	3.25088031132204	1.40585115312705	NA	-2.72864041319463	3.9275272080931	NA	0.511044709595659	-0.551365079012102	-1.06146270773843	5.71639077153371	NA	1.20269606626324	NA	4.6848185759331	2.10611350544611	1.05517475114291	1.347007768854	0.707448583359524	1.2477761157191	2.02247426698112	1.94116585330937	3.39718913151334	-0.256595269091226	2.99235032898705	1.37137798699385	2.70852233947437	0.386154571367764	-2.02398378776228	4.96302667641188	1.33598553723522	NA	-0.69941871821689	NA	0.535478001737886	NA	1.2626263513147	-0.884699879622448	0.333844851037229
"prt1741"	NA	2.05423174118498	1.837872207308	4.85947711888545	1.72729560814323	NA	0.871500085660415	1.44914811047344	2.34576797595614	NA	1.54589424092642	2.21234835702974	0.235864441665155	0.50061770772586	1.54080875890372	2.12579926268686	1.62948669518896	2.34006761341962	1.74826414286359	1.11895777647596	1.44444171917941	1.92547395909273	1.33727412298056	1.31475840148302	2.45704696771108	1.38696790497043	0.155008901558036	3.01241619070859	1.13506730125357	2.12533059711439	1.70947105068679	2.07177342935669	2.23816618540168	0.599713226934114	1.34377265682209	2.92121886008878	1.43723972622189	0.9302176146834	1.98224915235548	1.36531293074869	1.20578616184457	0.113239634820828	NA	0.895026598467795	NA	2.45955144732315	0.872094091573895	2.11643116213333	0.788889035630204	3.17263627363821	1.69726178824003	0.396238086332591	2.71902678331368	4.31896402978692	0.684904823823472	NA	1.2337280173689	2.37568560351246	1.70261289843244	0.954931873859575	1.50640260755808	1.13799625093121	2.15723931282104	2.13479086418555	NA	3.14358745638086	1.05308482709404	1.61865697012737	3.08435518805304	2.13710082214897	2.31704453805888	0.580172371053085	1.37661047238562	1.76310393308773	0.730759526344305	2.66740481114904	2.42829021046509	3.44488105042343	2.28218109312001	NA	-1.17850641966119	2.12874683045325	NA	3.46123707977571	3.4825746278928	1.29525743579576	-0.0599125845035743	0.645314463884748	NA	1.94999348890711	1.6833040209276	1.62921782085086	2.35653690074733	2.16133695004549
"prt1742"	0.448504590914661	-3.41315262787391	1.46415654136487	-0.999102603092375	0.801940369019589	NA	-2.24523345613399	-0.941794230306608	0.33030358375069	-1.52819907474636	-1.34054505502809	-1.97866893622014	-1.73907357927682	0.819535662902552	NA	-1.12029622241052	-0.874907390363331	-2.72717415512695	-0.0903981577334353	-1.07156636840329	-1.32928221854373	-0.905813926647943	0.137483363128427	NA	2.22670643197647	0.0714332843968741	-1.76317442396358	NA	-1.25585637591229	-1.24803176040923	-0.246909801340948	1.2001284842091	NA	NA	-1.47806610135413	-1.06404284338826	0.923329809936306	1.83864094430073	1.00581668786771	NA	NA	-0.646249999049043	1.96456993351613	1.32231005430997	NA	-1.06965359567577	-0.714042744058909	-1.93505523538772	1.10939498254252	-0.128379656899074	-1.61980466453991	-1.2701341686189	-0.227626860099599	1.0502254817221	-0.617936305251198	-4.31674007078849	NA	NA	-1.06405954845413	-1.79461660207279	NA	-1.08802404325082	-1.72128203006344	-2.53661715638399	-2.50739789065731	-1.56693632881664	0.746349491060235	0.704350438380166	-2.22728115432935	-1.43139960358802	0.0939236136598187	NA	2.23792171124429	NA	-0.940454155485656	-0.754949600984744	-1.64478940767606	-0.771314564160856	0.496171311841326	-1.98544945253136	-2.55251195798029	-1.23412824406997	-2.35441182598793	-2.11365191229647	-1.97632261909147	NA	-1.7031052550329	-1.88899694756023	NA	-0.656610570693359	1.33219792667726	NA	-0.598994533876702	NA
"prt1743"	0.0510696952161812	NA	0.00264805431973825	-0.913755321515649	NA	NA	-1.27446659459324	-1.49449405519515	-1.43181099549917	-1.03710814394567	-1.91335261770505	-3.05597995720797	-1.29332115241486	-0.395076580189768	-4.08946481425524	-0.080121372630733	-3.06820191855453	-1.78170247824505	-2.31214054904096	-0.22114360425203	NA	-2.69684556876622	-2.90894949432812	-3.04670074154892	-2.40195628714271	-0.205999166065986	1.09703780319599	-2.18106852690694	-2.60266639709599	0.891248472609073	-2.75517847895166	NA	-2.01022846089856	-1.90867998222607	NA	-1.12152651519562	-2.67128171651668	-1.23555597107351	-0.350985560596717	0.147205860243496	-0.785624722549796	0.948860820137823	-0.834255147915652	NA	-2.24248054039299	NA	NA	-1.19664803533271	-2.12209159109567	-2.04384940041623	NA	NA	-1.54708257444893	-1.30756607425189	-0.112276896866338	0.825517777875113	NA	NA	-1.21850435461419	1.31607502210819	-4.62497273630465	-2.00511776763101	-0.0365815253501049	0.0553526957850934	-3.17547348079505	-0.841776838597168	-2.13661281185839	NA	-0.340957546883095	-0.115855241447563	-1.2271245901718	NA	-3.80724175672565	-1.29864537993592	0.77542764753018	-1.13639406592375	NA	-1.93169044434209	-2.93199394254369	NA	-1.93949825596461	-0.747030794913761	-0.465173407476266	-2.5273377093343	-2.41746293589688	-0.774297534914574	-2.13343009745837	NA	NA	-1.19755066632412	-0.917941013190239	-1.27233993763515	-0.516659751447873	-1.21178857531352
"prt1744"	NA	3.96472358982195	2.84142197521537	5.44441332908146	NA	2.68985851707185	NA	0.589587048999231	NA	3.51654374451943	2.85725100633347	2.6067745211994	2.32781245391442	2.34295900677937	3.74301438119668	3.17778323676384	3.99076525627942	3.00946936571804	3.41381784544005	1.86753469043179	2.43631862972096	2.06966024352739	3.17986783433625	2.77422373026857	NA	NA	1.32192909360118	3.82404605951126	4.0722704857644	1.38453094274891	2.64420706445982	2.85953017593308	2.15979357951776	3.29707623251116	3.70647740925489	NA	4.71673066334611	2.89064677451197	2.69172207364721	3.14819270286105	2.13232203043911	3.15605294712179	3.51382573256049	NA	2.12260643976907	NA	2.67982967530501	3.91744577122879	3.83639635849173	3.1224957693937	1.77263301208922	2.11693633517982	3.71346652102129	3.10852326131841	2.6823461171988	NA	2.21073803924983	3.58983514959817	2.57748997621717	5.0985233117749	NA	2.11614485719125	2.1645529042497	NA	4.17984938430373	4.64762501917383	3.32652305364721	2.92194243616791	3.26953550398034	3.40414823282497	4.48940040822666	2.90040204998406	1.90676354641936	3.22618077013396	2.02530827983201	3.10705356136665	3.32524034343157	3.85463731354379	3.36564685280473	NA	3.04064636666576	3.66096472896014	2.62532004004839	3.92193944641337	3.04749941342894	3.8904030193757	2.84688428236405	5.44203777173337	1.33948832057334	2.47979461307611	3.2637887310331	3.6142988164691	3.00344577952901	2.02403309088605
"prt1745"	-1.62818808811349	0.715151420098687	-0.914338758131961	NA	-1.34299148975234	-0.15258618453975	NA	1.1650705887076	3.07109399820279	-0.404737959309355	-0.44509035283737	0.205365912799055	1.7482639456604	1.36492456345485	2.18412455516621	3.51706596190071	0.276425183583224	1.12970151802219	NA	-0.168898370777161	-1.8439518098272	NA	-1.7524764524873	-0.623993843092464	3.80978905487562	-1.89642197457725	-0.371363684929186	-1.04299421120867	NA	0.499209915877187	1.39455013309462	-0.313671830608794	1.05475196761544	1.34344220952621	-0.121674783991974	-1.43040483518299	-1.79847884635311	3.21976035331923	-1.64409792901182	1.11406705632037	2.68971833977483	-1.53374085539013	-0.665112663051782	-0.767508211664589	NA	0.417905729964986	0.85813911085467	1.78693550919065	NA	0.667363749460815	3.24037277634377	2.28757367207019	-1.35545489094921	1.15614951319307	-0.374779757824822	0.383262684510113	-1.13836888595885	0.904392298164729	-0.410305857566799	-0.830966697436575	1.11677751868798	-1.40256002822578	0.63149890153358	-2.16425723577383	-0.585557727500906	1.39048471108256	0.216305931968127	-0.694576442564112	0.833592574734795	0.55397136545499	2.08808330753999	-0.356082803595933	-3.11045251941719	-0.741358324794959	1.70211807907378	-1.96933884531112	-1.08302768169719	3.45857622055814	1.38984647750905	3.98267377623061	0.772375852037457	NA	-2.15106249137229	-2.79608055328406	NA	NA	-0.677911195387608	1.43201466103852	-0.437880507915738	-0.169697439680178	2.28272974597247	-2.87557028320535	NA	-1.11745355876753
"prt1746"	6.31420578346164	-2.35293583912736	2.57096060673624	NA	-4.84559144496453	NA	-2.01775534059846	3.23184218602698	-2.53245308685038	-6.00994740513533	3.8971145597655	1.38551190075813	NA	0.946966992098581	1.68066452353891	1.32260781039943	3.76076746801735	3.96741696854035	NA	-1.6370925822947	6.91331877202644	-0.811417242231996	-1.71688920708921	2.26148763801421	-4.19924793985001	6.0729731773278	5.39619315911286	2.98319562398026	-5.92022479179558	1.68545887447683	2.67942800220565	9.55965656320374	NA	-2.02603514315075	2.1961471739458	-5.05635951458243	1.11192212496195	0.87046382246911	-1.02997481195793	-1.65428268051062	5.00186251448489	-1.54286678872759	-7.20136572214377	-0.025942874049642	NA	3.26563485969685	NA	NA	NA	4.59320880916201	NA	2.57482207696862	NA	-0.242085555499916	1.66632354522984	NA	NA	0.68636991345152	0.0878538415541188	1.09619179642532	-1.50679014921243	-6.15942437478681	1.07125540149931	NA	-0.291084054730036	6.44655239982553	-5.27887070023513	6.59457974869911	0.441456898200459	3.37154521829339	5.73944828724873	1.22770868355294	NA	6.78658134239314	1.13411906037743	NA	NA	NA	-2.76792993110644	0.736750586772201	-1.31859548694015	-0.781430613244539	2.41112923240049	5.08081084795885	-4.89203480306367	-0.155053132832824	4.52627736928685	4.77210091993367	3.42113114980612	NA	NA	1.91548642100823	-4.38197698179095	NA
