"s.3"	"s.14"	"s.15"	"s.17"	"s.25"	"s.34"	"s.35"	"s.38"	"s.43"	"s.48"	"s.54"	"s.60"
"prt32"	4.42423631001572	1.82104187053128	1.6490043087785	3.84991990232425	3.93371094974981	5.23971046719774	1.82096856152637	2.41335610204715	3.88010042794716	6.14679391993716	NA	2.8045072327843
"prt33"	1.08691188221447	0.787774040466551	-2.82059890822119	4.34046431342295	7.5515237606438	6.55338090216078	1.65697770859911	6.06435848674984	NA	2.9418620263004	5.64469178766488	1.58432372928613
"prt34"	1.93159843550063	1.53850450077417	-0.187495318414007	2.42346745844879	-0.474220631807807	2.52411717887241	3.22557087327062	4.22441223643276	2.29053873191302	1.51654608796405	1.60692929775648	NA
"prt35"	0.585264354753576	-1.63721766016127	NA	-6.68741060689852	-3.92654978627785	-0.894953666729974	-1.97484841145278	1.376421367655	-0.768182877668411	NA	1.06412854423606	-7.16256445905881
"prt36"	NA	-0.558553585041637	-1.68353200678822	NA	-1.07019348960172	-0.0866342830913229	0.335604968136207	0.387460128998628	1.21933857139444	-0.191909914834686	0.532553974399328	1.12802439250093
"prt37"	2.07085951730551	-1.33074375579486	-0.898017224396552	0.816674337133218	-0.840837162172439	3.63041089383076	1.35961542203973	4.90981901143997	5.51401386184164	-0.107454318200203	-0.538848040150851	-0.197646627050398
"prt38"	1.22287915012698	1.43585227396365	2.82934934434763	NA	1.87775585885727	-0.238735006934344	-1.35839392007117	1.88451509774928	1.64831838938757	-2.43177104239371	-2.06089419196966	-0.776714190397335
"prt39"	1.2002051202338	NA	2.28807680091592	2.49759248734131	4.55553781518928	NA	1.70547463558713	1.10668296853238	2.45827562447883	0.423685240433251	0.337573480032938	1.15873582312084
"prt40"	NA	1.01167612357673	5.00214576556814	0.993787985798664	NA	1.04081730323274	3.1096456495284	1.54657870574517	-0.382478474503384	3.32298621992179	-0.1268137281789	5.7085856566329
"prt41"	-0.0470873846114046	1.08994623366078	11.453363668868	14.8346169758804	8.37963615282549	8.49286457861278	3.80094958020331	NA	-3.19598326337601	NA	2.62237602097349	-0.693617731821148
"prt42"	-2.01787430636825	-2.94857181133453	NA	-5.09735047229299	2.59330136783101	-3.1073407442357	-1.73543069773346	-6.67055255435308	-2.01311790413586	-2.32919457791109	-4.56071115536962	NA
"prt43"	3.3667972318009	NA	5.81121972452535	5.31877881608985	1.8128239155034	3.86996483977947	3.48856539443348	NA	4.62142382293983	3.40872735244128	-0.384910843311386	0.0899253613013329
"prt44"	0.183305124097011	-0.513326902872614	2.55348858449583	0.245540111392902	0.054735274998764	0.052497107497073	1.70750855829551	-0.579415262825859	-1.04575005877816	0.676976869769857	-0.862752132757667	1.16972780573707
"prt45"	-2.55817729034194	-0.675330138983289	-0.794625163016576	2.50689271471417	NA	-0.21408372802031	NA	0.854605637335719	2.48316846219149	0.236020848406894	-1.60423399546689	2.74740751348629
"prt46"	NA	-0.49461652792193	-0.819737186092264	0.79287692006678	NA	NA	-0.192792680751985	NA	0.371588524724819	-2.88678758027932	-3.00167413506583	NA
"prt47"	NA	-2.01602602697411	-2.27549475154858	-0.935534525784714	-1.11312307819492	-1.42913456641199	-0.960514799190184	0.0733469727331343	0.181018113399487	-1.38643999828094	-3.70184469101767	0.811661782013973
"prt48"	2.94937502043247	-1.12632848330402	-3.5483723943293	-1.1257023680762	-2.34497769724624	-2.97689376641913	NA	0.231927625667469	-2.45959640160894	-0.863743785703745	-0.666142915707125	-1.70708164365547
"prt49"	0.0611536483471347	0.269868413497003	-1.65943037305747	0.666156471804501	-0.369637230089856	0.627514280123789	3.02505610644861	1.26533611670186	4.6067339016665	3.02103307438003	0.53226262038518	0.893610542687783
"prt50"	3.29905202626087	2.26465501710054	2.70086062104418	4.53662512358682	5.34881548509542	0.267831270796686	4.28383001944535	0.643071124211892	0.361177620755444	4.09499226914097	5.53184761689491	4.16296350790902
"prt51"	-2.27185433090521	-0.922498877435707	NA	2.7450868795768	-2.81530627070386	0.0592858365412421	-0.546685576825376	NA	-2.86540738710891	-2.43131252976148	-2.36458380034317	NA
"prt52"	NA	-1.95026995134723	NA	-4.02935412177296	NA	NA	NA	NA	NA	-3.45328525777171	NA	NA
"prt53"	0.838925950966329	-0.108833588197017	-1.37183043056824	2.74382749243824	-0.978352762303854	1.06683812727475	-1.5378829514711	-1.10302693364537	1.1330773540161	-3.5266076740679	-0.157642260882978	NA
"prt54"	NA	NA	-3.62046558615023	0.230130811919995	3.21384950937903	-1.998418096839	-1.44083976850654	-1.10472242815837	NA	-0.221533733344011	-4.57097599909959	-1.72724865430583
"prt55"	NA	5.55517193237337	2.11154174950437	NA	3.10079867764601	0.00358138983747029	6.05305285776514	3.9942575278313	-2.19582962337537	3.63222038446579	2.5599525075789	2.02993099652257
"prt56"	3.79646023013217	3.98824726069738	NA	0.0591366982398664	0.893239299790898	0.626994395080673	4.67799370664101	0.832036108324027	3.33322706584497	3.08666119665233	-0.622426751869288	-2.06271013071262
"prt57"	0.391875730828871	0.214312471920905	NA	0.676479356702787	-0.713324651218608	0.680524709343192	-1.60670134669819	NA	2.28060145069525	-2.25911462301928	1.4311589222217	-1.40897523404705
"prt58"	-0.865915392027534	2.33734298232703	0.449931781317228	-1.27256198369291	-0.130974778991002	-1.80840480401693	0.537092668854329	0.987527525651541	-2.39101534196235	NA	-1.95952879276048	-0.93012325516617
"prt59"	-0.27318436963133	-1.31018021858627	-1.24521767040038	NA	0.186025747651938	NA	-4.47209582723376	-0.0585203799687122	-4.15591104942442	-5.52224785370139	-2.02487212366078	NA
"prt60"	0.742524170002799	-0.922186624291842	1.73098170935194	NA	1.4753664593549	1.86323159562044	0.0775332570445858	1.84541412848692	3.30619698229292	2.77383448538043	1.60912248891434	-1.60302730831026
"prt61"	1.09753422417048	3.27587993538664	-0.98199255908952	0.955342358326603	1.61923560304929	NA	4.48307206781354	1.38868504040238	4.97764407962856	0.650954987923422	NA	1.57279486511306
"prt62"	1.56409349527894	-1.17350110936388	-0.663824947489454	-0.858297483586092	NA	0.626299972705262	1.9184212313261	-1.51525311480624	-0.173889612165838	-1.08092279508676	-1.39177056615962	-0.369993252013419
"prt63"	3.81354466808675	3.34023110760711	2.94444195551143	3.3449732587918	4.19624431482789	2.84071518709163	1.81377082807343	0.903706191705646	2.56227042113288	0.990013993626984	0.422194645412677	1.5112136396581
"prt64"	NA	1.56579071860645	0.754545310216732	2.76903174264314	0.386515190598146	1.19056893497803	0.0928470695133813	-1.46025216893838	-0.564372714304928	-2.33402002004032	-1.51864678137166	NA
"prt65"	3.50919149004206	2.23792459200724	3.69654435911945	-2.81335326104134	-3.07966924867186	2.59135895207811	3.42634915065026	1.82742764445397	2.19380916820945	NA	-0.562176709349598	6.15901895733488
"prt66"	-0.332514778002539	0.567834253479145	-2.98600611813273	0.159713219536626	-0.549669304583916	0.304140213646218	NA	-1.34466275566131	-2.08260921281504	-2.93375179912414	-2.51719931485435	0.40361802334249
"prt67"	NA	-0.538202540822508	1.80377762652632	-1.0607616592383	0.249116217776314	-0.553134809057045	-1.30420826850951	NA	0.428202667834866	-1.29533626959592	0.495664145283999	-1.33207864344785
"prt68"	2.23994543804142	1.51699653483703	-0.311624553409637	2.08838709090561	-0.102357227098777	0.374948473922146	2.70023409858132	-1.73482870164078	0.655315648414682	1.71763698361817	0.271848651851347	-2.56684144265748
"prt69"	0.73890712708226	1.68711606573534	1.49073160582497	2.37285899773843	2.95980485585777	NA	2.17493738319029	0.344608754895679	4.81053793835083	1.48970525791325	2.38439830455749	2.19549478255422
"prt70"	-1.67299548666337	NA	-3.90074198367769	-0.30230075517398	-0.850222693249909	0.782970556799336	1.46225408144887	NA	-0.671243780058801	-2.19284440063485	-1.37204225382758	-4.58451711409094
"prt71"	2.57869012733608	0.505409962632353	-1.99733458907165	-0.778328473294083	NA	NA	-2.90348739034588	-1.41033364239372	NA	-2.93957587652118	-1.47649305952975	NA
"prt72"	NA	-2.6209575834025	0.979001294365172	-1.01804383414411	-0.508366120717256	NA	0.517953725876689	NA	NA	NA	-2.56346633614382	-2.15278133819093
"prt73"	0.245913708047463	1.78633836314953	2.57077594187695	0.822328682005189	2.45087227452986	7.49720823803126	8.35608881915068	5.97190774105242	10.0763149435263	-0.296084762121581	1.2421806914558	3.16847138666626
"prt74"	-1.23735928972959	NA	-0.863523391662802	-2.41988749549286	0.923518380953913	5.84176407197662	NA	6.28652302324302	NA	-2.42568600017327	NA	5.24804382318866
"prt75"	NA	-1.11411650628295	2.05453192223522	NA	2.2915173534654	NA	-0.764913425039122	NA	NA	-2.56447698513426	NA	NA
"prt76"	1.62092145215107	3.71263093888608	4.14052049469564	5.46112152353496	NA	3.10838235532644	5.00316336810609	3.77767689545722	6.55190840059766	2.24728521410584	0.238495815784747	2.4093525358797
"prt77"	4.84315014579968	1.79816271013871	1.40613320013825	2.35898375067014	4.70793364308523	NA	5.02172853379308	3.88353142847863	5.50797310923763	2.49639419341135	2.92652450997981	1.54878337501382
"prt78"	-0.109348901603267	2.3144948801744	4.48459916754277	1.62607925623568	NA	-0.283175896875215	3.5141479289707	5.67552332254744	1.37454165131596	NA	1.97663786566031	2.35501408194011
"prt79"	-0.455694398417718	-0.712068729538876	1.79072105990747	-1.97196804479747	NA	-1.60482929377753	2.09485433849315	0.452537219862986	0.539860756536684	-0.733369986220286	-1.20848727226809	-0.245063306297856
"prt80"	2.23899900201207	3.23605837645048	1.29258027522212	0.39478859681582	4.38919055703012	5.51257449809234	NA	2.44490371806444	-0.776748944322764	0.840157826764778	-1.31630767902106	1.25737365108016
"prt81"	1.91444463118625	2.94020597249837	4.96439375390845	2.7471348663568	1.26925823563687	2.15446501532383	3.61955752586112	NA	3.9261772609065	1.67515027881544	NA	1.46491232089628
"prt82"	3.02035158762612	0.45652200430185	1.82070228325022	NA	-0.534674290264849	3.70609109059252	3.81402176508512	2.78997456925145	3.853593538203	2.38723924947159	NA	2.22106710848316
"prt83"	0.211160628570385	0.22448210599934	2.01576692706219	1.8719277718334	1.73980993335986	1.70554805520764	0.895955774450027	-1.83502565488765	1.0666650948843	-1.97204922706174	0.822073375139374	NA
"prt84"	-1.62780149846988	-0.0760609603685675	2.21796033075114	5.21201179316776	1.42982733757305	-0.221000882999002	5.65015020939125	5.55695433209304	3.14043790914642	NA	2.34220283898003	4.50360291612924
"prt85"	2.35515558633806	-0.701549759685873	-1.61530880604739	0.250886367879852	0.764372935314439	2.78276749321919	2.76302187357728	NA	-1.71857749535229	0.204489388719413	NA	1.2624330059147
"prt86"	NA	-0.894328282843679	NA	-1.40135330396162	-0.430316798503401	2.80263515795611	-0.598677721240873	NA	1.68623877772905	-1.90192384490407	-2.10540966800027	-0.0390048945257925
"prt87"	0.80465152382172	2.87482529374643	2.82184748253716	-0.183015169002835	0.0557643949063752	-1.61156989950307	1.40843874056211	1.76938852248034	NA	-1.43037264367612	2.01702784613417	0.473484912703173
"prt88"	3.50202805856273	4.11249910680817	4.02319238269101	3.76303882925835	2.70864357050461	3.64933292186466	1.45191680761934	5.20668560193539	3.06597176687584	2.85472259131963	2.39019885489415	4.97072526907115
"prt89"	NA	-7.66804855951115	-4.84529043355041	-5.58542313513377	NA	NA	-4.11247057233305	1.25276426843058	-0.871542442232347	-2.81390291665715	-3.44662195084395	NA
"prt90"	1.24602569511307	3.02216916286043	NA	2.30303813095303	6.83309907793856	7.13941067766501	-2.67333476983076	-2.78499580336444	-3.48025792544839	-0.236144922945442	-4.23684551840935	-0.938009768860106
"prt91"	NA	7.95146081258539	3.14458205175322	3.71680022059986	2.98978571171217	13.4623048249357	8.25091830393422	6.19228429151896	8.15582095351707	4.92199103228676	2.04772284773689	8.73274645329814
"prt92"	2.19274015272921	4.83449982828461	-0.450350188131874	4.05464481826638	7.01756876282162	6.35341586336046	3.82671291034526	2.78334882955368	3.64742564995317	1.835635355846	2.33810819961077	5.01497626202146
"prt93"	9.96239033588479	NA	0.918085394898672	NA	0.766778280917205	NA	-1.04651424991871	NA	NA	46.2739440674619	-0.963008326623141	-1.02353264825818
"prt94"	NA	0.0965750724794955	3.03600577948487	5.12960539888577	1.22484534292294	NA	1.96701505497223	0.791923616182915	0.626857828464815	1.85606859670146	2.62354761958109	2.02673836571038
"prt95"	NA	0.343855335851584	4.55033376053107	3.23767350849205	7.44892084588296	3.1874698815763	2.4233146275964	2.00862398839329	4.79636917097166	2.12186513214613	2.24912744764289	NA
"prt96"	0.474572903148624	NA	1.09608554898897	2.2520649899289	-0.0661575694534862	NA	1.6365107675117	NA	0.566208759003081	NA	1.0212121152195	-1.07128158599952
"prt97"	1.08629671242047	-1.5906487767836	1.95040577333281	3.94922062184614	1.05207672648876	-0.801021828541527	NA	NA	0.0211199503776404	0.209069829313617	0.452192901374493	-1.12074850318786
"prt98"	NA	-2.76924085207274	-1.52150326107952	-0.360167700511473	NA	NA	-0.89522339862712	-1.53819899100512	-1.2819720903428	0.0416980181165977	0.230980833009388	NA
"prt99"	1.26531974788371	-0.582669186120909	2.83310997026963	1.54132579680424	3.178168468384	3.25228861205185	-0.595231621769597	NA	NA	2.51042495015114	0.191955399089666	0.444000637739916
"prt100"	-2.56573181184349	1.55445093834137	3.80911241392025	NA	2.88059327518471	NA	1.67079876846259	5.59243092354646	NA	1.09421737795645	4.67186248810433	0.584234876017485
"prt101"	-1.25934230779855	0.540241577772591	1.30707344632458	-1.49849928354383	-0.229035139869979	-1.80117261303249	-0.645517399986693	3.10506941877009	-1.08350212439025	-0.2537743357528	-2.47797001632805	4.43811683188232
"prt102"	0.658132398008913	NA	3.24038630277307	NA	6.26389709188301	-2.33760139060228	NA	-2.20723865347492	1.12342123166397	1.43678025643415	0.875261348983849	-1.08532323106677
"prt103"	2.436409715874	1.24950744402362	1.88259926302972	3.14105255340292	2.21166405312031	0.84689586112599	1.78677326594601	1.57710050367978	2.45962088093502	2.57606901345928	2.20721352290182	3.18213078092963
"prt104"	2.26168300953001	0.348490751844683	1.45900054365076	-0.0627560840268038	2.08777596843689	-1.4360252377957	0.780892977979467	1.63813864907736	0.947068089898158	NA	1.25312861986683	1.10484257017689
"prt105"	4.06807384870687	3.29903052224535	0.535790888866612	NA	2.92189757457434	2.6453980646233	1.03628416912362	5.18088140760974	1.28278408653942	5.37279762117898	4.88115075324845	4.19922551752604
"prt106"	1.61774940692828	0.159611014283358	-1.57945905484855	-0.35415371425128	NA	NA	1.41404105132465	-0.0176210367988963	1.51771155931458	2.66985120708453	3.16760177701753	4.08241824018422
"prt107"	3.74726778345462	4.93648902505127	1.72389644169885	3.74687933947439	2.67164983601404	0.790226120120964	NA	4.42493504714778	NA	NA	4.62922730894359	5.02720038419557
"prt108"	-2.13270958021614	0.980289254765936	-2.22834825013694	1.72650490631427	1.84148301125882	NA	-0.101690251966791	NA	0.910221355230098	-0.578986864402921	2.99390980983243	-0.485963689764709
"prt109"	0.845930024349054	3.07913643203292	4.43366751748914	NA	-0.00512357057940993	0.440825564659498	1.62655293981094	NA	0.494464365141855	1.21740278309761	2.01699144214469	2.6773770935405
"prt110"	-1.84414694622653	-3.10582772834061	NA	-1.43606283152006	0.0785709860686293	NA	0.10769520041068	NA	1.2580003120166	3.76017549893177	-4.3641673743795	NA
"prt111"	-1.98811731115062	0.0305736428408148	4.16090982783122	NA	2.3441521335555	0.38384064716665	0.00173103757142778	-0.922820230640878	0.896288992742064	0.324487908174544	4.57611225233388	2.15656805813332
"prt112"	0.173963920878826	-2.07814037491064	-1.16868245583916	-0.93198962109029	NA	0.244532613383559	0.398033785032494	-0.372353658684485	-1.13933680643077	1.92085268774651	0.95033966038841	0.0901293457123638
"prt113"	0.125447275335879	-0.186042388128677	-2.55885291618098	1.30924292559191	-2.23540235975854	NA	1.5858213241663	0.37340299471201	0.941483998192973	5.00666488475327	NA	1.59971650232766
"prt114"	-1.41313674974603	-0.990704460762227	1.71780900234044	-2.00074041861181	NA	3.04569569555218	0.275065705494872	4.07143066718339	1.7505044701558	5.64478243486931	1.31993971967288	4.79662909335479
"prt115"	3.242436744981	3.92748385216902	3.21118384898993	4.76686068270331	4.94134348188916	4.7769645062945	3.89621503163603	4.08123646970257	3.59702635169502	5.64847154203917	5.34929704015369	5.05736308921762
"prt116"	-1.27194781332233	1.03855482572797	0.00482290581251066	NA	-1.19967961423738	NA	-1.66612167575402	1.04388593587185	0.208577946397661	0.544587649377241	-0.357244651106243	0.640623345412168
"prt117"	2.00828008448554	NA	4.20415651966351	NA	4.73711561567197	0.481605783649133	3.78690408787794	2.81143200291018	2.25298717098722	NA	1.59079379010886	1.87007144622206
"prt118"	-0.980348532230768	0.534369602290327	-3.34199673940668	NA	-0.09297417185383	0.304303136978361	-1.86117977959542	-1.80903406720098	NA	-0.804009722572211	0.8193324600311	NA
"prt119"	0.86482927825138	-1.87358679891094	3.41514204324771	8.71245766891518	0.542171802546416	-1.39841011883218	1.05475259876626	9.6421773920311	5.00760057537355	5.3582122396344	3.30807401178486	4.10145294296654
"prt120"	4.71709828301463	6.63927294225528	4.54624218519827	3.0060759088618	2.58690750448961	4.54618730570809	3.63241251692889	2.70877006927108	4.34763460659408	4.5830549790674	6.35064673816486	5.92492896173136
"prt121"	1.43454529373416	-1.49682804973615	-1.69652167695188	-0.396699935389597	-1.666679007484	-0.608451351602764	-2.49374896610575	NA	0.519966131814648	1.97432239722396	-0.237834762717168	1.35256959674775
"prt122"	2.0624980324763	5.664905954822	5.77045358552602	0.412895016317737	8.26956071215867	8.83723512825497	1.35896994467104	8.70588903697903	1.45049244261678	4.3828532439404	8.72335024329682	7.04235858350975
"prt123"	NA	1.01760884663738	2.23592429758387	NA	NA	NA	2.30148770766137	1.08640043133972	-1.04162048389911	NA	0.958393364737262	1.7255424122431
"prt124"	NA	2.08159582093896	1.25183649986721	1.4949387046443	3.20026928081573	4.85870009292543	NA	2.27338219992752	-2.85577303668967	0.0794315786723556	1.11553437567334	0.474540375894356
"prt125"	1.05161592301806	1.6349253779897	1.92743117757947	NA	NA	4.10140420256832	-0.549992390290392	1.04940394123215	-0.705745209143978	4.03843260772885	-1.16475381252144	NA
"prt126"	1.79060282396313	3.04325258832605	0.0622939104793876	9.06132908690373	2.63877170827954	NA	NA	1.82225383138182	NA	0.633184982020315	4.19669100528211	2.01035740553259
"prt127"	NA	1.64803969145793	NA	1.33115873933939	-1.68581103357217	NA	2.21529512566085	-0.591022023223487	-1.06487958516111	3.97775546043891	1.67621176957277	-0.674157255468744
"prt128"	NA	-7.52988630494685	NA	NA	NA	NA	NA	-3.82250585854162	NA	-5.59458101496461	NA	NA
"prt129"	-0.184179368173215	-2.36951539394578	-1.06498771199259	NA	-2.33256274434783	-2.24643000940995	NA	NA	0.801182758799086	0.37657147567195	-0.502911578258719	-1.09401967940827
"prt130"	NA	0.237494389388328	-1.23543092462447	-1.48499758576347	-2.4864285506419	0.201004089839778	1.41284497535373	NA	NA	4.16026068616967	2.80736419147389	0.604603008385617
"prt131"	-0.194861459302935	NA	-2.09272450165752	-1.26653000090714	-2.07886459465122	-2.64974449719094	-0.758044266989435	-1.23845241037688	-1.36514994898836	0.707970351245368	2.08476008033015	-0.0864420252070019
"prt132"	-1.19801167676052	-3.19924481367905	NA	-0.511562257456471	-1.24887877248102	-1.17138688900907	-0.222476540855615	NA	-2.77749082965715	NA	-1.19111965786258	-0.747182312958981
"prt133"	-1.50951457330005	NA	NA	-3.10074601483167	0.52731613054246	-0.331082697457725	-1.65194130644809	-0.298801591376289	0.563247571752977	2.45630763444571	0.0275893623041703	1.51354159905949
"prt134"	9.25930350152508	6.78973304012315	11.291721504029	10.650282203408	7.62246613726385	8.00518217793283	NA	10.192419507366	9.00167797614367	NA	13.0747751556749	7.69559773654953
"prt135"	-3.00601432024715	NA	0.6008395335076	-0.269002931689435	NA	NA	NA	NA	-4.31372935075327	-1.65435312775846	-2.40244059615377	-1.3429707898761
"prt136"	2.27480746331015	2.63546511266608	1.32262039038852	1.91220489007509	2.49898578166831	0.0155513578782403	0.410115818049358	0.566664991180092	0.392145259947277	3.10081774784701	2.4835704023474	1.53050676697968
"prt137"	NA	0.0565687374292738	NA	2.63786668853282	NA	NA	1.9333131323385	0.490411431305826	-0.997748293362019	4.76979765762567	5.2337906857067	1.08689441508412
"prt138"	3.70058434459652	3.36211295981181	0.719224270697753	0.379014299331787	-0.886042295507268	3.0600662945399	NA	NA	2.40146234102551	1.91541592571354	4.39197824107449	4.13357814671228
"prt139"	-3.15017870521481	NA	-0.843848978690394	-3.08847295514629	-1.20395099422632	-0.248509223454434	NA	NA	NA	0.615157641177113	NA	-1.26758784981185
"prt140"	1.03650899865448	5.54046554543152	2.32671143942724	3.93002899553502	4.5252044867781	NA	2.40757381027432	-0.982297578814504	1.97521937073979	3.96798906737948	4.89985907858652	1.95378416475621
"prt141"	1.97657758947941	-1.05914587051105	2.31912811086497	0.493600191591579	1.18410100716528	-0.0432437290600138	-2.19735947678381	-0.164869885157095	1.7515227626299	2.4379288282856	-2.03004776505946	1.55029184659459
"prt142"	3.00383269245801	1.84316528491849	3.11009000942849	-0.22668725584403	-1.77167157511688	-0.205511399139762	1.87616035834615	0.0691317762468632	2.23476943003637	2.40019622520737	3.02056292030687	NA
"prt143"	2.76674180345127	3.49167074064556	NA	0.29886115697461	0.441986458380397	-1.28721690477389	NA	1.53722201597291	NA	3.80416186017977	NA	0.956692854608829
"prt144"	1.90645082455842	NA	NA	NA	NA	NA	-0.95962193905072	-4.68540330952188	1.07313758449744	6.7509314396206	1.13534969810616	-1.70341998981793
