"A"	"B"
"s.1235"	1	0
"s.1236"	1	0
"s.1251"	1	0
"s.1252"	1	0
"s.1274"	1	0
"s.1287"	1	0
"s.1309"	1	0
"s.1311"	1	0
"s.1316"	1	0
"s.1361"	1	0
"s.1368"	1	0
"s.1377"	1	0
"s.1386"	1	0
"s.1389"	1	0
"s.1397"	1	0
"s.1403"	1	0
"s.1407"	1	0
"s.1410"	1	0
"s.1413"	1	0
"s.1434"	1	0
"s.1435"	1	0
"s.1437"	1	0
"s.1446"	1	0
"s.1449"	1	0
"s.1465"	1	0
"s.1483"	1	0
"s.1492"	1	0
"s.1511"	1	0
"s.1520"	1	0
"s.1521"	1	0
"s.1525"	1	0
"s.1539"	1	0
"s.1542"	1	0
"s.1543"	1	0
"s.1569"	1	0
"s.1586"	1	0
"s.1592"	1	0
"s.1597"	1	0
"s.1601"	1	0
"s.1647"	1	0
"s.1660"	1	0
"s.1671"	1	0
"s.1675"	1	0
"s.1680"	1	0
"s.1684"	1	0
"s.1697"	1	0
"s.1703"	1	0
"s.1704"	1	0
"s.1728"	1	0
"s.1732"	1	0
"s.1738"	1	0
"s.1743"	1	0
"s.1765"	1	0
"s.1774"	1	0
"s.1808"	1	0
"s.1810"	1	0
"s.1814"	1	0
"s.1827"	1	0
"s.1830"	1	0
"s.1841"	1	0
"s.1865"	1	0
"s.1867"	1	0
"s.1916"	1	0
"s.1917"	1	0
"s.1927"	1	0
"s.1933"	1	0
"s.1935"	1	0
"s.1941"	1	0
"s.1943"	1	0
"s.1952"	1	0
"s.1960"	1	0
"s.1963"	1	0
"s.1969"	1	0
"s.1983"	1	0
"s.1995"	1	0
"s.1998"	1	0
"s.2005"	1	0
"s.2007"	1	0
"s.2014"	1	0
"s.2015"	1	0
"s.2020"	1	0
"s.2021"	1	0
"s.2032"	1	0
"s.2059"	1	0
"s.2065"	1	0
"s.2072"	1	0
"s.2074"	1	0
"s.2093"	1	0
"s.2100"	1	0
"s.2113"	1	0
"s.2142"	1	0
"s.2184"	1	0
"s.2205"	1	0
"s.2209"	1	0
"s.2210"	1	0
"s.2213"	1	0
"s.2221"	1	0
"s.2229"	1	0
"s.2231"	1	0
"s.2255"	1	0
"s.2263"	1	0
"s.2266"	1	0
"s.2267"	1	0
"s.2269"	1	0
"s.2271"	1	0
"s.2276"	1	0
"s.2277"	1	0
"s.2286"	1	0
"s.2289"	1	0
"s.2296"	1	0
"s.2303"	1	0
"s.2313"	1	0
"s.2314"	1	0
"s.2316"	1	0
"s.2329"	1	0
"s.2366"	1	0
"s.2373"	1	0
"s.2382"	1	0
"s.2407"	1	0
"s.2418"	1	0
"s.2422"	1	0
"s.2427"	1	0
"s.2430"	1	0
"s.2435"	1	0
"s.2436"	1	0
"s.2441"	1	0
"s.2468"	1	0
"s.2470"	1	0
"s.2471"	1	0
"s.2495"	1	0
"s.2516"	1	0
"s.2517"	1	0
"s.2518"	1	0
"s.2544"	1	0
"s.2561"	1	0
"s.2562"	1	0
"s.2592"	1	0
"s.2594"	1	0
"s.2638"	1	0
"s.2650"	1	0
"s.2667"	1	0
"s.2671"	1	0
"s.2673"	1	0
"s.2675"	1	0
"s.2690"	1	0
"s.2714"	1	0
"s.2715"	1	0
"s.2742"	1	0
"s.2756"	1	0
"s.2769"	1	0
"s.2775"	1	0
"s.2787"	1	0
"s.2810"	1	0
"s.2817"	1	0
"s.2843"	1	0
"s.2851"	1	0
"s.2870"	1	0
"s.2873"	1	0
"s.2877"	1	0
"s.2888"	1	0
"s.2893"	1	0
"s.2895"	1	0
"s.2898"	1	0
"s.2906"	1	0
"s.2913"	1	0
"s.2917"	1	0
"s.2935"	1	0
"s.2939"	1	0
"s.2951"	1	0
"s.2952"	1	0
"s.2956"	1	0
"s.2959"	1	0
"s.2990"	1	0
"s.2992"	1	0
"s.2996"	1	0
"s.3006"	1	0
"s.3020"	1	0
"s.3025"	1	0
"s.3047"	1	0
"s.3056"	1	0
"s.3089"	1	0
"s.3093"	1	0
"s.3103"	1	0
"s.3119"	1	0
"s.3125"	1	0
"s.3147"	1	0
"s.3148"	1	0
"s.3149"	1	0
"s.3171"	1	0
"s.3187"	1	0
"s.3190"	1	0
"s.3191"	1	0
"s.3196"	1	0
"s.3198"	1	0
"s.3222"	1	0
"s.3227"	1	0
"s.3235"	1	0
"s.3245"	1	0
"s.3262"	1	0
"s.3276"	1	0
"s.3295"	1	0
"s.3313"	1	0
"s.3320"	1	0
"s.3338"	1	0
"s.3351"	1	0
"s.3367"	1	0
"s.3369"	1	0
"s.3384"	1	0
"s.3398"	1	0
"s.3427"	1	0
"s.3433"	1	0
"s.3458"	1	0
"s.3466"	1	0
"s.3467"	1	0
"s.3469"	1	0
"s.3479"	1	0
"s.3483"	1	0
"s.3484"	1	0
"s.3489"	1	0
"s.3493"	1	0
"s.3499"	1	0
"s.3503"	1	0
"s.3519"	1	0
"s.3522"	1	0
"s.3525"	1	0
"s.3528"	1	0
"s.3553"	1	0
"s.3610"	1	0
"s.3615"	1	0
"s.3621"	1	0
"s.3648"	1	0
"s.3657"	1	0
"s.3664"	1	0
"s.3667"	1	0
"s.3673"	1	0
"s.3682"	1	0
"s.3690"	1	0
"s.3704"	1	0
"s.3719"	1	0
"s.3720"	1	0
"s.3727"	0	1
"s.3793"	0	1
"s.3803"	0	1
"s.3911"	0	1
"s.4009"	0	1
"s.4023"	0	1
"s.4037"	0	1
"s.4058"	0	1
"s.4134"	0	1
"s.4136"	0	1
"s.4145"	0	1
"s.4183"	0	1
"s.4196"	0	1
"s.4234"	0	1
"s.4264"	0	1
"s.4303"	0	1
"s.4315"	0	1
"s.4336"	0	1
"s.4354"	0	1
"s.4367"	0	1
"s.4390"	0	1
"s.4423"	0	1
"s.4435"	0	1
"s.4479"	0	1
"s.4581"	0	1
"s.4602"	0	1
"s.4603"	0	1
"s.4630"	0	1
"s.4632"	0	1
"s.4734"	0	1
"s.4747"	0	1
"s.4802"	0	1
"s.4862"	0	1
"s.4902"	0	1
"s.4911"	0	1
"s.4915"	0	1
"s.4923"	0	1
"s.4951"	0	1
"s.4961"	0	1
"s.5010"	0	1
"s.5014"	0	1
"s.5115"	0	1
"s.5187"	0	1
"s.5215"	0	1
"s.5232"	0	1
"s.5257"	0	1
"s.5325"	0	1
"s.5388"	0	1
"s.5419"	0	1
"s.5451"	0	1
"s.5491"	0	1
"s.5505"	0	1
"s.5544"	0	1
"s.5568"	0	1
"s.5624"	0	1
"s.5658"	0	1
"s.5676"	0	1
"s.5691"	0	1
"s.5735"	0	1
"s.5752"	0	1
"s.5798"	0	1
"s.5803"	0	1
"s.5840"	0	1
"s.5844"	0	1
"s.5867"	0	1
"s.5888"	0	1
"s.5907"	0	1
"s.5926"	0	1
"s.5978"	0	1
"s.5989"	0	1
"s.6011"	0	1
"s.6022"	0	1
"s.6035"	0	1
"s.6054"	0	1
"s.6083"	0	1
"s.6362"	0	1
"s.6501"	0	1
"s.6516"	0	1
"s.6543"	0	1
"s.6551"	0	1
