Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	sca.adj.pval	sca.P.Value
prt148	-0.845310966201325	-0.994766730847104	-0.695855201555547	-2.24176269710657	-11.1192466506654	3.41122795452357e-25	1.70561397726178e-22	46.4084969677956	1.70561397726178e-22	3.41122795452357e-25
prt76	1.09576243977949	0.898271929098468	1.29325295046051	2.42343791240937	10.8997680155061	4.37779753679044e-25	2.02052194005713e-22	46.1728348484743	2.02052194005713e-22	4.37779753679044e-25
prt93	1.06630943711905	0.869018360047713	1.26360051419039	1.3023757972306	10.6177493944594	5.62854178662441e-24	2.4122321942676e-21	43.6658172814745	2.4122321942676e-21	5.62854178662441e-24
prt160	-0.959633309128349	-1.13879371413773	-0.780472904118972	2.0072005006633	-10.5218851467701	1.15721400857006e-23	4.62885603428026e-21	42.9605235071723	4.62885603428026e-21	1.15721400857006e-23
prt52	1.16887613214121	0.949548986766815	1.3882032775156	2.36592736949166	10.4691619863572	1.885365754037e-23	7.07012157763874e-21	42.4795908767393	7.07012157763874e-21	1.885365754037e-23
prt51	1.00774976371327	0.819708575059654	1.19579095236688	-1.34382503255778	10.5314359914495	2.17445698747793e-23	7.67455407345152e-21	42.3368195641244	7.67455407345152e-21	2.17445698747793e-23
prt36	0.951842089985732	0.771667679873434	1.13201650009803	0.61512632315962	10.3778110433005	4.15382529754901e-23	1.38460843251634e-20	41.707912205628	1.38460843251634e-20	4.15382529754901e-23
prt178	-1.07470183313642	-1.27826757601925	-0.87113609025359	2.23143809789049	-10.3710080114987	4.47957927530679e-23	1.41460398167583e-20	41.631580027719	1.41460398167583e-20	4.47957927530679e-23
prt181	-0.88442655305996	-1.05595761706223	-0.712895489057694	2.11763930266086	-10.1284688033234	3.45649668542034e-22	1.0369490056261e-19	39.6287656897484	1.0369490056261e-19	3.45649668542034e-22
prt192	-1.00812013382141	-1.20431066964823	-0.811929597994596	0.679967129438688	-10.0942434824285	4.91624447330744e-22	1.40464127808784e-19	39.2841267985594	1.40464127808784e-19	4.91624447330744e-22
prt98	0.946761711156198	0.762118659291306	1.13140476302109	0.31116059322089	10.0725593074189	5.74607042332472e-22	1.52820243938433e-19	39.1305670686197	1.52820243938433e-19	5.74607042332472e-22
prt124	-0.987170853856821	-1.17978400761061	-0.794557700103028	3.42246363193767	-10.0677634696244	5.85810935097327e-22	1.52820243938433e-19	39.1112223967993	1.52820243938433e-19	5.85810935097327e-22
prt157	-1.12277023777906	-1.34239024723733	-0.903150228320791	4.68199125965967	-10.0422960548264	6.93205294188975e-22	1.73301323547244e-19	38.9454238101766	1.73301323547244e-19	6.93205294188975e-22
prt91	0.980144053656721	0.788085837027975	1.17220227028547	1.38819860615865	10.0252810982406	8.85362629438677e-22	2.12487031065282e-19	38.7075955817384	2.12487031065282e-19	8.85362629438677e-22
prt18	1.06626183592447	0.85687957781459	1.27564409403435	1.53662387179964	10.0046149239923	1.215674626651e-21	2.80540298457923e-19	38.3950695904714	2.80540298457923e-19	1.215674626651e-21
prt56	0.900868375233557	0.72102691250672	1.08070983796039	1.33408750931113	9.84031927756824	4.20389288141809e-21	9.34198418092909e-19	37.180541925082	9.34198418092909e-19	4.20389288141809e-21
prt25	1.03669096956753	0.829427617079207	1.24395432205586	0.707466612657551	9.82623946530761	5.1386559523366e-21	1.10114056121499e-18	36.9856129309565	1.10114056121499e-18	5.1386559523366e-21
prt96	0.98328692411844	0.784804196163273	1.18176965207361	-0.796972024368506	9.7347230849345	1.58563127765117e-20	3.28061643651966e-18	35.8905025573787	3.28061643651966e-18	1.58563127765117e-20
prt5	0.964449815995703	0.768271380951003	1.1606282510404	2.15123137037736	9.65799484529988	2.07062380610285e-20	4.1412476122057e-18	35.6202829677728	4.1412476122057e-18	2.07062380610285e-20
prt4	0.998235489435075	0.793416189222843	1.20305478964731	-0.572678063483803	9.57473118821147	4.19629070286836e-20	8.12185297329359e-18	34.9296953887417	8.12185297329359e-18	4.19629070286836e-20
prt133	-0.989779522976363	-1.19333613757777	-0.786222908374957	2.90796936428843	-9.5517626817067	4.5330641204607e-20	8.49949522586381e-18	34.8504241780802	8.49949522586381e-18	4.5330641204607e-20
prt80	1.01351495101175	0.801614883821531	1.22541501820197	1.36231814856045	9.3964439435974	1.80039227053188e-19	3.27344049187615e-17	33.5038919407537	3.27344049187615e-17	1.80039227053188e-19
prt197	-1.16375331142738	-1.40702359754732	-0.920483025307444	-0.422570184889098	-9.39895004515925	2.01196757846414e-19	3.55053102081907e-17	33.3988959868601	3.55053102081907e-17	2.01196757846414e-19
prt128	-0.882918746799016	-1.06780204113304	-0.698035452464994	-0.678635637191718	-9.38213060394576	2.1097649334976e-19	3.61673988599589e-17	33.3498908105881	3.61673988599589e-17	2.1097649334976e-19
prt141	-0.995224291824054	-1.20485910995493	-0.78558947369318	1.26409835713317	-9.32611673120416	2.98624196062972e-19	4.97706993438287e-17	33.004934636632	4.97706993438287e-17	2.98624196062972e-19
prt123	-0.806232561412531	-0.976418980691555	-0.636046142133506	-0.948533168880443	-9.30798935352064	4.34333934700596e-19	7.04325299514479e-17	32.6465822269321	7.04325299514479e-17	4.34333934700596e-19
prt139	-0.865993959737534	-1.05141209129088	-0.680575828184189	1.01770537323525	-9.17441698524964	9.37179652241555e-19	1.47975734564456e-16	31.8806622793463	1.47975734564456e-16	9.37179652241555e-19
prt47	0.928439367938461	0.727456882915463	1.12942185296146	2.38940881879199	9.07425853092771	2.08950533139308e-18	3.21462358675859e-16	31.0971107891936	3.21462358675859e-16	2.08950533139308e-18
prt44	0.982259645475801	0.772707932378654	1.19181135857295	-3.35307048210995	9.22221414735825	4.10024053823778e-18	6.15036080735667e-16	30.4779096478112	6.15036080735667e-16	4.10024053823778e-18
prt97	1.13113565635341	0.883727807234133	1.37854350547269	1.41644930023951	8.98164631590237	4.82969867355763e-18	7.0678517174014e-16	30.2851937032882	7.0678517174014e-16	4.82969867355763e-18
prt19	1.20725272800457	0.941305111790647	1.47320034421849	-0.44048620079154	8.92001899636937	1.03192969430607e-17	1.46862959069701e-15	29.5566582805394	1.46862959069701e-15	1.03192969430607e-17
prt79	0.927080590839466	0.722132526059043	1.13202865561989	0.180498209780598	8.88673182525006	1.05251787333286e-17	1.46862959069701e-15	29.5247706403695	1.46862959069701e-15	1.05251787333286e-17
prt177	-0.860550969804357	-1.05114304042456	-0.66995889918415	0.0777765471638515	-8.86974861012681	1.11791932360862e-17	1.52443544128449e-15	29.4628088040541	1.52443544128449e-15	1.11791932360862e-17
prt13	1.2131559531019	0.944477806305737	1.48183409989806	0.254602629442211	8.8711333972085	1.2693564913973e-17	1.69247532186307e-15	29.3497684960278	1.69247532186307e-15	1.2693564913973e-17
prt60	1.05150690383668	0.817957740917598	1.28505606675577	2.69455774170981	8.84461628770174	1.37959757005052e-17	1.79947509137024e-15	29.2576759390343	1.79947509137024e-15	1.37959757005052e-17
prt196	-1.06419750348344	-1.3012557353894	-0.827139271577473	2.59327221231417	-8.8184816691311	1.61579851930545e-17	2.06272151400696e-15	29.1001708616664	2.06272151400696e-15	1.61579851930545e-17
prt69	1.11262528883631	0.864785274418678	1.36046530325393	1.00942984346108	8.81899133007864	1.6689317878923e-17	2.08616473486538e-15	29.0710528782296	2.08616473486538e-15	1.6689317878923e-17
prt135	-1.00945247487519	-1.23529210966803	-0.783612840082348	1.93269870921975	-8.77999872859813	2.08799480960371e-17	2.54072361506179e-15	28.846853577559	2.54072361506179e-15	2.08799480960371e-17
prt72	1.00888155938838	0.783286040573786	1.23447707820297	1.61183977858709	8.78500134526171	2.12540208885495e-17	2.54072361506179e-15	28.8313785582608	2.54072361506179e-15	2.12540208885495e-17
prt154	-1.22521485443445	-1.49928199159924	-0.951147717269649	1.67351209027145	-8.78180393759544	2.15961507280252e-17	2.54072361506179e-15	28.8127319326787	2.54072361506179e-15	2.15961507280252e-17
prt179	-0.825876969085544	-1.01123989196491	-0.640514046206182	-0.974495727581005	-8.75311991642325	2.9822981287451e-17	3.37618656084351e-15	28.5065180731618	3.37618656084351e-15	2.9822981287451e-17
prt66	1.00204548571475	0.776890897517262	1.22720007391224	4.54723310810582	8.74263705868456	2.9787927136177e-17	3.37618656084351e-15	28.5043374428392	3.37618656084351e-15	2.9787927136177e-17
prt27	0.965315633014944	0.746265808027224	1.18436545800267	3.50066151126703	8.65671362220162	5.65942519168505e-17	6.28825021298339e-15	27.8718170650818	6.28825021298339e-15	5.65942519168505e-17
prt3	0.945810990209958	0.731653866897276	1.15996811352264	-0.554054504524492	8.67732279186359	5.90354477632436e-17	6.44023066508112e-15	27.8494441965271	6.44023066508112e-15	5.90354477632436e-17
prt46	0.892607358315681	0.690644140434502	1.09457057619686	-1.07711830629691	8.68502623845172	6.51517307802081e-17	6.98054258359373e-15	27.7573138756822	6.98054258359373e-15	6.51517307802081e-17
prt151	-0.823704287351354	-1.01132529793659	-0.636083276766122	0.233784559047774	-8.62482719444898	7.80807871454361e-17	8.21903022583538e-15	27.5612407636245	8.21903022583538e-15	7.80807871454361e-17
prt200	-1.14706249473904	-1.4108101232177	-0.883314866260378	0.715749898210683	-8.54415087454732	1.47488951307361e-16	1.52574777214511e-14	26.9470370371693	1.52574777214511e-14	1.47488951307361e-16
prt94	0.957201443051622	0.739626585162458	1.17477630094078	-3.41117219520842	8.65684212980408	2.79598016705618e-16	2.78044829499102e-14	26.3658736091525	2.78044829499102e-14	2.79598016705618e-16
prt191	-0.892957810860179	-1.09988420656121	-0.68603141515915	-0.852976461356561	-8.47912479532592	2.76889587467191e-16	2.78044829499102e-14	26.3495874408877	2.78044829499102e-14	2.76889587467191e-16
prt77	1.11866882453702	0.858496712364212	1.37884093670983	3.70381182368607	8.44635321421018	2.82678909990753e-16	2.78044829499102e-14	26.3005246635466	2.78044829499102e-14	2.82678909990753e-16
prt187	-0.91180651756	-1.12438304105538	-0.699229994064622	1.86964078500105	-8.42628942129791	3.43274606425778e-16	3.32201232024947e-14	26.113620144617	3.32201232024947e-14	3.43274606425778e-16
prt162	-0.910672813126612	-1.12307448410236	-0.698271142150862	-0.43035127704662	-8.42371079436932	3.88129610384726e-16	3.69647247985453e-14	26.0029396362376	3.69647247985453e-14	3.88129610384726e-16
prt35	1.00258689369409	0.7686272818625	1.23654650552567	0.233180356237139	8.41946227672987	4.04145790514853e-16	3.78886678607675e-14	25.9721214400644	3.78886678607675e-14	4.04145790514853e-16
prt107	-0.999838141856699	-1.23608957482463	-0.76358670888877	-1.16384368440022	-8.31698291860843	1.06775282980581e-15	9.85617996743822e-14	25.0252917985181	9.85617996743822e-14	1.06775282980581e-15
prt156	-0.932923673355899	-1.15476834548284	-0.711079001228959	-0.696882593268047	-8.26257418907235	1.33275322158603e-15	1.21159383780548e-13	24.806982475087	1.21159383780548e-13	1.33275322158603e-15
prt182	-1.00785471947036	-1.24789145091431	-0.767817988026408	1.14211836822759	-8.24898777410217	1.37020939227322e-15	1.22705318711035e-13	24.7674459867866	1.22705318711035e-13	1.37020939227322e-15
prt137	-0.885946704420469	-1.09711985811097	-0.674773550729965	-0.517958389519245	-8.24235570898025	1.44452099582656e-15	1.27457734925873e-13	24.7153936831877	1.27457734925873e-13	1.44452099582656e-15
prt172	-0.978335919259936	-1.21292814524983	-0.743743693270043	-0.231693079175876	-8.19310963700452	2.04435635922894e-15	1.77770118193821e-13	24.3876576705465	1.77770118193821e-13	2.04435635922894e-15
prt30	0.904858098044502	0.687737878771047	1.12197831731796	-0.592045167038456	8.18826658376587	2.27092742897809e-15	1.94650922483837e-13	24.2982437470921	1.94650922483837e-13	2.27092742897809e-15
prt90	1.02245275536759	0.77433339742886	1.27057211330631	3.62696898252605	8.09462316534849	3.77052442933267e-15	3.18635867267549e-13	23.7667500284255	3.18635867267549e-13	3.77052442933267e-15
prt174	-1.1495018818023	-1.42941887176737	-0.869584891837229	2.42841914953492	-8.06735775503457	4.91556019947497e-15	4.09630016622914e-13	23.5175495898508	4.09630016622914e-13	4.91556019947497e-15
prt43	0.983979933398647	0.743690791497318	1.22426907529998	-0.653678784982735	8.0469290103668	7.11652134075217e-15	5.84919562253603e-13	23.1667777588616	5.84919562253603e-13	7.11652134075217e-15
prt83	0.938048305924722	0.708192557855273	1.16790405399417	-0.470121866400806	8.0183668496504	7.853529838945e-15	6.36772689644189e-13	23.091706520609	6.36772689644189e-13	7.853529838945e-15
prt159	-0.976503960957477	-1.21957374940463	-0.733434172510327	-0.373196064315071	-7.89358921387934	1.96700234977796e-14	1.57360187982237e-12	22.2010288654001	1.57360187982237e-12	1.96700234977796e-14
prt8	0.863535869545907	0.647885443202459	1.07918629588936	-0.92989359847687	7.86827842880575	2.42334603471157e-14	1.91316792214071e-12	21.9748834554112	1.91316792214071e-12	2.42334603471157e-14
prt136	-0.831465518746405	-1.04018539484923	-0.622745642643583	2.59656794333316	-7.82534380374695	2.68668163419124e-14	2.09351815651265e-12	21.8547736131931	2.09351815651265e-12	2.68668163419124e-14
prt78	1.02069600286543	0.764495889189509	1.27689611654135	3.3086301270618	7.82630262311048	2.73957223594126e-14	2.10736325841635e-12	21.8376082153189	2.10736325841635e-12	2.73957223594126e-14
prt166	-1.0769713834355	-1.34877054251153	-0.805172224359475	-1.66334914883665	-7.78918326573956	5.61509275705704e-14	4.26462741042307e-12	21.1822975795453	4.26462741042307e-12	5.61509275705704e-14
prt9	1.04472556776627	0.777860949660093	1.31159018587246	2.9668974324177	7.69056600744283	7.24306141094911e-14	5.43229605821183e-12	20.8906919687485	5.43229605821183e-12	7.24306141094911e-14
prt99	0.924592116429099	0.687054905799854	1.16212932705834	-0.43546479714088	7.64728257642009	1.04224709273431e-13	7.72034883506899e-12	20.5527863321494	7.72034883506899e-12	1.04224709273431e-13
prt289	0.652363959467559	0.484112713879793	0.820615205055325	0.322381433164277	7.61684235416861	1.20704309865496e-13	8.83202267308505e-12	20.3908285363871	8.83202267308505e-12	1.20704309865496e-13
prt190	-0.711526801786286	-0.895522007037098	-0.527531596535474	-0.47891960960584	-7.59853413706024	1.58398232928887e-13	1.14504746695581e-11	20.1422108188991	1.14504746695581e-11	1.58398232928887e-13
prt45	1.2777773817187	0.946808677242235	1.60874608619517	-2.84464368807144	7.59345046437955	2.933591768001e-13	2.07077065976541e-11	19.61703410712	2.07077065976541e-11	2.933591768001e-13
prt71	0.89904273988088	0.666520933185508	1.13156454657625	-3.57141087056262	7.6060917945197	2.9770149703887e-13	2.07698718864328e-11	19.6031454983573	2.07698718864328e-11	2.9770149703887e-13
prt109	-1.039574995409	-1.31132798072496	-0.767822010093043	-0.539203087848377	-7.5172181233875	2.8854859470265e-13	2.06106139073321e-11	19.5657659579664	2.06106139073321e-11	2.8854859470265e-13
prt73	0.961394373243602	0.708193455794201	1.214595290693	-0.360985316684773	7.4600484457197	3.8803514265429e-13	2.67610443209855e-11	19.2961082696474	2.67610443209855e-11	3.8803514265429e-13
prt132	-0.911182293513081	-1.15455901467594	-0.667805572350218	1.71066618682971	-7.35443354219443	7.16387221294487e-13	4.88445832700786e-11	18.6530778348309	4.88445832700786e-11	7.16387221294487e-13
prt39	1.03448820261318	0.75810103705338	1.31087536817297	2.29215511139726	7.35289830810325	7.49906983932588e-13	5.05555270066913e-11	18.6204205351084	5.05555270066913e-11	7.49906983932588e-13
prt113	-0.757525337197678	-0.960247189152778	-0.554803485242577	2.45705970824033	-7.34052085313631	7.94710140666438e-13	5.29806760444292e-11	18.5569826834881	5.29806760444292e-11	7.94710140666438e-13
prt38	0.967313349459418	0.708372171873491	1.22625452704534	-1.23193620739639	7.34158144117991	1.00338205860993e-12	6.54379603441257e-11	18.410813642245	6.54379603441257e-11	1.00338205860993e-12
prt335	0.658866133397317	0.482023628560484	0.83570863823415	0.819994077995743	7.31913077634933	9.4037104894086e-13	6.20024867433534e-11	18.3943235237741	6.20024867433534e-11	9.4037104894086e-13
prt88	0.959744923390413	0.69591076986815	1.22357907691268	0.472282652907879	7.14672828750642	3.10024945147779e-12	2.00016093643728e-10	17.2477847866654	2.00016093643728e-10	3.10024945147779e-12
prt163	-0.803889768857556	-1.02531392293153	-0.582465614783578	0.472536826399847	-7.13266681898797	3.39454423357037e-12	2.16673036185343e-10	17.1510813406782	2.16673036185343e-10	3.39454423357037e-12
prt265	0.746253453166692	0.539804621162826	0.952702285170557	2.06064263064825	7.10060102532031	3.92714697272805e-12	2.48030335119666e-10	17.0036357981476	2.48030335119666e-10	3.92714697272805e-12
prt340	0.626414258478651	0.451831748835203	0.8009967681221	0.916782774996883	7.04877598307587	5.72108526885814e-12	3.57567829303633e-10	16.6498624277024	3.57567829303633e-10	5.72108526885814e-12
prt306	0.721365795328113	0.519731514297913	0.923000076358313	1.10587427455635	7.02780368361968	6.39528808352524e-12	3.95584829908778e-10	16.5264617276939	3.95584829908778e-10	6.39528808352524e-12
prt7	0.924376067078463	0.666106005320507	1.18264612883642	0.483913099031233	7.0318138668978	6.67270563080629e-12	4.08532997804467e-10	16.4966336886791	4.08532997804467e-10	6.67270563080629e-12
prt54	0.861183704966451	0.620115911537864	1.10225149839504	0.288648035801209	7.01854807637339	7.25986851931408e-12	4.39992031473581e-10	16.4291379561191	4.39992031473581e-10	7.25986851931408e-12
prt32	0.882711987960041	0.634975842163958	1.13044813375612	-0.13946658255003	7.000032235836	8.01777091295049e-12	4.8106625477703e-10	16.3340922265446	4.8106625477703e-10	8.01777091295049e-12
prt208	0.627467436947525	0.45302411098714	0.801910762907911	-4.11352663826428	7.07705668924979	9.56441199027097e-12	5.68182890511146e-10	16.2450281223798	5.68182890511146e-10	9.56441199027097e-12
prt74	0.782214865436046	0.560205956819802	1.00422377405229	-0.619022203364047	6.92246884829469	1.37369829377569e-11	8.00212598315934e-10	15.8055860793754	8.00212598315934e-10	1.37369829377569e-11
prt314	0.692899381484409	0.495990058215731	0.889808704753088	2.55942478908344	6.91263196193141	1.3700214483898e-11	8.00212598315934e-10	15.7917876437739	8.00212598315934e-10	1.3700214483898e-11
prt193	-1.09828227876746	-1.41027575835173	-0.786288799183183	0.592766341172084	-6.91661012764464	1.4545935218131e-11	8.31196298178911e-10	15.7486322265813	8.31196298178911e-10	1.4545935218131e-11
prt48	1.09674281202518	0.78478596920616	1.40869965484419	1.81551289211183	6.9066419470423	1.44878584504372e-11	8.31196298178911e-10	15.7459281136832	8.31196298178911e-10	1.44878584504372e-11
prt175	-0.864275745808001	-1.10955436303428	-0.618997128581727	-2.75816091753277	-6.92884257773299	1.8865087127554e-11	1.06783512042758e-09	15.5437603755113	1.06783512042758e-09	1.8865087127554e-11
prt61	0.894144851688126	0.637727221668625	1.15056248170763	0.460468009642396	6.85078643276596	2.12378528848026e-11	1.19090763840015e-09	15.3708108828352	1.19090763840015e-09	2.12378528848026e-11
prt116	-0.961809518957388	-1.23837607812132	-0.685242959793455	1.7987704085198	-6.83161474106117	2.295822062992e-11	1.27545670166222e-09	15.2865476453318	1.27545670166222e-09	2.295822062992e-11
prt92	0.83973590835682	0.598536829819003	1.08093498689464	-0.762773596032121	6.84063388761628	2.37526130775205e-11	1.30748328867085e-09	15.27736691408	1.30748328867085e-09	2.37526130775205e-11
prt270	0.69300365265885	0.491986778762428	0.894020526555273	1.24187853558585	6.77205702670598	3.30787209236676e-11	1.80429386856369e-09	14.9301599258942	1.80429386856369e-09	3.30787209236676e-11
prt140	-1.20893506963882	-1.55954804815796	-0.858322091119687	2.62790097013164	-6.77384936485124	3.40413391754847e-11	1.84007238786404e-09	14.9118065800963	1.84007238786404e-09	3.40413391754847e-11
prt100	0.836138531575284	0.592965995284209	1.07931106786636	1.36386355310996	6.7545695128759	3.75396890230404e-11	2.01105476909145e-09	14.8048349028356	2.01105476909145e-09	3.75396890230404e-11
prt95	1.47190540473045	1.04150182056855	1.90230898889234	-0.982824258222501	6.72166521218423	5.72959808985165e-11	3.0422644724876e-09	14.4490855530828	3.0422644724876e-09	5.72959808985165e-11
prt183	-0.789195788522223	-1.02170147359199	-0.55669010345246	-0.301300762391085	-6.66877404802051	6.81142453493514e-11	3.58496028154481e-09	14.253188532817	3.58496028154481e-09	6.81142453493514e-11
prt1	0.776110751972676	0.547547581252675	1.00467392269268	-0.988470522185068	6.673225065841	7.37812340144677e-11	3.84945568771136e-09	14.1761651957085	3.84945568771136e-09	7.37812340144677e-11
prt112	-1.02356411767541	-1.32673151724584	-0.720396718104986	0.67069415489468	-6.63298393871963	8.38354246346339e-11	4.33631506730865e-09	14.0510967132141	4.33631506730865e-09	8.38354246346339e-11
prt53	1.16037110111604	0.816302533636908	1.50443966859517	3.14178613416833	6.62517093408643	8.56959475875684e-11	4.39466397884966e-09	14.0180638091711	4.39466397884966e-09	8.56959475875684e-11
prt323	0.619468797632397	0.435561139298609	0.803376455966185	0.30135875303157	6.61685683928195	8.9259874634251e-11	4.538637693267e-09	13.9699985350628	4.538637693267e-09	8.9259874634251e-11
prt34	0.856838459650041	0.594457779310191	1.11921913998989	0.785270312085182	6.41523073113879	3.12947161957357e-10	1.57788485020516e-08	12.7722193509011	1.57788485020516e-08	3.12947161957357e-10
prt167	-1.06453056509397	-1.39132186074406	-0.737739269443869	1.8136196460339	-6.39944609925234	3.46978841683535e-10	1.73489420841767e-08	12.6637865709871	1.73489420841767e-08	3.46978841683535e-10
prt180	-0.871110733781349	-1.13950828431046	-0.602713183252241	-1.34484259788376	-6.37922138188438	4.60820621779527e-10	2.28506093444393e-08	12.4348591648966	2.28506093444393e-08	4.60820621779527e-10
prt194	-0.882329759131195	-1.15429650703569	-0.610363011226704	-3.72098367381527	-6.38440085688596	6.53588611564784e-10	3.1625255398296e-08	12.175068394973	3.1625255398296e-08	6.53588611564784e-10
prt321	0.67532394189464	0.465082832434218	0.885565051355062	2.56820554963899	6.30964615442855	5.78082587451973e-10	2.84302911861626e-08	12.1417062294627	2.84302911861626e-08	5.78082587451973e-10
prt63	0.749748847670131	0.515656167882111	0.98384152745815	0.759698813612268	6.29132337046059	6.47062758979506e-10	3.15640370233905e-08	12.0452297133995	3.15640370233905e-08	6.47062758979506e-10
prt15	1.13494425985536	0.778900680249722	1.490987839461	2.9280667523324	6.26210512400349	7.89972709170747e-10	3.79186900401959e-08	11.8563469733663	3.79186900401959e-08	7.89972709170747e-10
prt31	0.978422558909471	0.669402724812168	1.28744239300677	2.22823408702215	6.21987299644739	1.01053665849738e-09	4.812079326178e-08	11.6147512676604	4.812079326178e-08	1.01053665849738e-09
prt312	0.751211924937166	0.512797136562949	0.989626713311383	0.40523798544997	6.19015704353845	1.23033163519245e-09	5.81259040248403e-08	11.4370429715834	5.81259040248403e-08	1.23033163519245e-09
prt234	0.704053683755571	0.481097366778065	0.927010000733076	-2.10873328750346	6.20822713044321	1.35774109326622e-09	6.36441137468542e-08	11.4313756454664	6.36441137468542e-08	1.35774109326622e-09
prt149	-1.13680473953416	-1.49921624300123	-0.77439323606708	2.67000848750056	-6.16186739284	1.41218688639756e-09	6.56831109952351e-08	11.2858145926213	6.56831109952351e-08	1.41218688639756e-09
prt143	-0.963407912775877	-1.27519214952988	-0.651623676021869	-1.59455012167582	-6.07304501070105	2.72627602167064e-09	1.25828124077107e-07	10.7209600469975	1.25828124077107e-07	2.72627602167064e-09
prt152	-1.01019967401693	-1.33603287008329	-0.684366477950575	-3.77396894545822	-6.10097831790805	3.21617341250652e-09	1.42941040555845e-07	10.6749286095969	1.42941040555845e-07	3.21617341250652e-09
prt205	0.546869679017981	0.369219374372123	0.724519983663839	-0.664422112998127	6.04786919437552	2.84844410305844e-09	1.30463088689699e-07	10.662840733342	1.30463088689699e-07	2.84844410305844e-09
prt104	-1.08633910318051	-1.44003026958435	-0.732647936776667	1.69678009934658	-6.03371085596169	3.01517929268123e-09	1.37053604212783e-07	10.5659908437964	1.37053604212783e-07	3.01517929268123e-09
prt87	1.18677632688867	0.800339832385224	1.57321282139212	5.99758377093482	6.03349765004049	3.083861878255e-09	1.39121588492707e-07	10.5525062863161	1.39121588492707e-07	3.083861878255e-09
prt295	0.474417189847946	0.319858170158095	0.628976209537797	0.18326419974076	6.03043338083737	3.14664352702844e-09	1.40894486284856e-07	10.5510807589283	1.40894486284856e-07	3.14664352702844e-09
prt144	-0.782094184973092	-1.03728666030294	-0.526901709643248	-0.214834347654649	-6.02084744555115	3.29374519326393e-09	1.45312287938115e-07	10.5011513934543	1.45312287938115e-07	3.29374519326393e-09
prt10	0.898406439821471	0.603606005762915	1.19320687388003	1.60981682737982	5.9870809425471	4.01024669981061e-09	1.75631242327472e-07	10.2926103963483	1.75631242327472e-07	4.01024669981061e-09
prt272	0.555803651550826	0.372436513406892	0.73917078969476	1.19558005199735	5.95462777700036	4.78673908514443e-09	2.08119090658453e-07	10.1227521704431	2.08119090658453e-07	4.78673908514443e-09
prt238	0.492859335489624	0.330194460647073	0.655524210332175	-0.892143415984272	5.95247542978981	4.88444461230369e-09	2.10839335782893e-07	10.1061364758255	2.10839335782893e-07	4.88444461230369e-09
prt86	1.07832585864234	0.721883806793363	1.43476791049131	1.4362049736779	5.9432176028082	5.12668879297884e-09	2.19715233984807e-07	10.0585164335202	2.19715233984807e-07	5.12668879297884e-09
prt82	0.874724408676593	0.583570350835517	1.16587846651767	2.17164252063194	5.90138078715709	6.30838618633338e-09	2.68441965375889e-07	9.8437078190649	2.68441965375889e-07	6.30838618633338e-09
prt209	0.548164873563037	0.365236901196608	0.731092845929466	-0.270085781508649	5.88734771138074	7.15624241447362e-09	3.02376440048181e-07	9.73509508526752	3.02376440048181e-07	7.15624241447362e-09
