"s.9"	"s.13"	"s.16"	"s.26"	"s.46"	"s.50"	"s.62"	"s.66"	"s.83"	"s.84"	"s.101"	"s.107"	"s.121"	"s.134"	"s.140"	"s.169"	"s.178"	"s.184"	"s.188"	"s.190"	"s.207"	"s.223"	"s.224"	"s.239"	"s.246"	"s.254"	"s.294"	"s.299"	"s.301"	"s.312"	"s.313"	"s.319"	"s.325"	"s.330"	"s.340"	"s.355"	"s.359"	"s.439"	"s.496"	"s.506"	"s.546"	"s.559"	"s.560"	"s.583"	"s.594"
"prt11"	0.770025233364201	4.18400768394377	5.33693637719079	3.38744823166249	2.78660919522769	4.46205936799543	5.06001088068291	1.91087723100184	2.7557677165659	NA	NA	NA	5.61104389349854	-1.74042790895534	2.97647848182126	2.68813634608159	5.08971989680091	3.90920418403386	6.59320313646371	0.302557702789409	7.72998955045848	-0.210386618464902	6.07174810708163	1.41074140855996	3.84083475406652	1.79451584621218	2.21091563127072	1.88447343103345	NA	4.40957836579855	1.82830675730844	2.98234300559428	-0.393472174847156	3.61521888138804	4.52164819109723	3.65919810204923	1.28142558682632	0.524657651975184	2.36645234140709	1.85746683164934	1.67743727359833	2.9677503463093	4.35621641816923	NA	-0.978164844970737
"prt12"	4.60723661074284	NA	3.69365989980973	2.88379636612091	3.87232517307834	3.77228754507581	5.94328408926121	4.94718545163695	4.27208246737946	4.76261184919103	2.15779937053369	4.97922447783586	1.60049222063847	1.67275039006138	3.02361105979167	6.2657149385339	2.22227269974867	3.01376581181061	6.96469937349041	3.26833807702223	5.09617154411354	NA	0.510219129319444	2.05146484542645	1.79147682567105	5.52121622347611	7.15798659286445	5.06004801234131	4.871980868552	4.85719061964725	1.72308347494677	2.56802511353715	1.85798822497958	4.64708848969902	6.55456408486901	3.03487175847639	3.91306016331492	3.11789417416705	3.20236854839578	3.33137307603559	4.80003135665977	7.17603602428629	2.1118983142603	3.6411626117795	NA
"prt13"	-0.625776397178126	3.36813044696066	3.73329024339341	2.42578091247714	NA	NA	2.73514984948981	-0.678686128485471	-1.39332800557184	1.19857809646781	2.67770386757182	2.84469984123539	0.0184306960606496	2.93939513807563	0.386406073443694	-0.287313541906295	NA	0.50799987595653	0.171919398822011	1.39779170369143	1.54373324194041	2.28246452963754	-1.00225104207986	0.647405744194269	2.62452129605694	-0.180723169813729	-0.766174069271618	1.31086300664205	2.23389818661739	1.83328350016628	2.0575123270274	-0.973431487233913	1.89929951805052	1.69697424946892	-0.668413987092131	-0.67604218304682	1.89888342348618	-2.18985024667703	0.271486378652034	0.567741323862269	-0.197077545280597	0.885470467379186	-0.890217184162937	0.969943056934368	-2.0289117626545
"prt14"	3.14329510500611	1.94065237412416	2.85696477096862	1.04620723848653	1.12268752108549	5.38476206646846	5.16679149379408	3.77389581451487	1.90984193089493	4.62927516878545	NA	2.77981855854256	2.79428192435889	NA	3.83251791739588	2.58257388136528	2.38264658667674	2.04545382449227	2.0534079314235	3.16362200894487	3.56858434528099	4.69321407425709	4.57766928372821	NA	3.73834873749596	NA	3.83678518206747	5.92813063428934	NA	2.795631097576	NA	5.04907340771503	4.94675059610466	3.50166448159205	1.45366710475574	3.07646778277804	4.21936043291569	NA	5.2817872707393	4.7915392868963	1.8594393606692	4.84283581047848	NA	1.59235021452441	2.3327238584092
"prt15"	0.028749265590912	-0.638931437770187	0.0992100915255459	NA	-0.488608989581695	NA	NA	2.03648185889625	0.600904898212417	-1.36135064234093	-0.577322230280091	-0.339676980295443	-1.13649752794882	1.83919473625183	-0.136960090729209	-2.05128687551632	-0.346714639890931	NA	-0.696261153407423	0.832108984690442	1.03601700813528	NA	NA	NA	0.456440191164614	-0.868231334288187	0.820889494216801	-0.843987377253635	0.303517098962991	0.824611848245455	0.639007920730741	-0.813335738859727	-2.01147000661923	0.967852334171178	0.0654611039520556	-0.316215735926247	1.19148854234706	-2.14485690780985	-3.47575308992748	-2.1569474194667	-1.70979452432756	-0.392683119761908	1.2330085578572	NA	-2.02407400803245
"prt16"	-1.94094797362246	-1.23712202574535	1.41736125779209	-0.0273250567234054	-0.597889051510254	NA	0.967593480677298	0.77071538347613	-0.710602663443215	0.29363920432946	-2.00200585308147	-0.0157545156186527	1.04668544820959	0.0104266929373796	-1.54057889070035	-0.366031990772383	0.945226498059737	0.78843448794038	0.66879063894698	-1.27786077127497	0.128644484558733	1.87854913652047	-1.16067355804799	-0.703295420511835	2.80194088523092	0.822074427226659	NA	0.771800779742892	NA	-1.10193039483558	-2.14106253594472	-0.250992609273033	-1.45399958017145	1.60583034190881	-0.272736535691936	1.21123125970627	-1.37923499836474	0.100155272876938	-0.856308305433132	0.0550381190248442	-2.05033899246536	1.37729590146102	-1.69040968785859	1.80989077524564	0.465507721138753
"prt17"	2.16321481416937	NA	0.720297463776936	1.74103444307273	8.80214110898658	NA	-1.84261052075938	-0.332489790910026	NA	-1.06600959372509	-2.69097690185372	-3.95393329289948	2.40505436440659	-2.45421939730764	-0.0290704880338404	1.70853657132861	-0.759041598722378	-0.946707519661332	NA	2.48456758922103	NA	0.0508401662119846	2.2937197925379	-2.28962132628651	-6.39952093309091	NA	1.65085063514962	1.93454094809728	-2.01117823737089	0.0824578030277958	-1.61255780407268	NA	2.30691338478479	4.420991535578	2.52387807434282	NA	2.53378978892464	-0.0980211407392666	-1.61049364647566	5.35906699948684	-3.06175714667547	0.0478087965210021	NA	-5.92936481711132	NA
"prt18"	2.03806002805682	3.51688762668264	4.54364661745958	4.02041183650351	5.61495238240528	6.35068351574641	NA	4.97467924335098	4.84154758133981	4.33359840201475	4.70584551635064	5.05970490822654	5.97394906448283	3.99109008995142	5.83397301949256	4.33568229333672	5.36096154835767	5.37727407868381	6.03294774020351	1.39402523294758	NA	5.92568574782188	4.55150388770708	3.53995007508873	4.33456880888755	5.14679951087219	6.69908279942993	3.0748002187509	4.28101211503177	4.1785866887269	4.61052973333118	5.53874906995905	6.41968950670987	3.72480238147888	6.82702024546393	3.69050624979092	4.99369953482039	4.85587779450653	3.36294003264574	4.99320513261291	3.33122361635516	4.36260758610796	3.67256078289557	4.52566939050167	2.41165754360655
"prt19"	-2.04080579817505	NA	-0.0218560347976466	2.67124159082467	1.04631148691235	0.126458734839473	0.0659485189709944	-1.12439536346187	0.793327301752671	2.82541046598607	1.94149120691233	0.704955962361898	NA	0.0392277265115124	NA	0.698374474281073	NA	1.55660580439234	-0.380974589158907	0.365751715946272	3.88080085079347	2.76066675681296	NA	1.60347959390023	0.454379047383443	-0.633389808336205	-1.06875641309434	-1.26772498870215	2.45288508098731	NA	1.98446392579395	1.95580535968345	-0.211043362058188	3.65709903482549	-0.753639406723872	0.438881123305226	-0.199981991364639	0.906174038226836	NA	2.18349308275845	-1.6362435091439	-1.43042424148486	2.09238658544223	2.75963567102572	0.132522195368516
"prt20"	-1.09926101834432	NA	-1.84588541475041	NA	NA	NA	-5.40251788601108	-4.87956889238624	-4.83362545520712	-3.39073194039223	-0.406042334405755	-1.85071410006618	-2.17296665322213	-3.27438865659799	0.271785827347899	NA	-0.324012142374416	NA	-3.30967795440495	-9.06829745580029	NA	NA	NA	-0.240786563599731	NA	NA	1.87421011882188	-3.53668514481716	NA	-2.64841552873054	NA	NA	0.618056518220408	NA	-2.55459913492609	-0.0418534662801003	3.42476088984414	-7.56212103115062	NA	-6.83174035999156	-4.16625690314942	NA	-1.77203004511494	NA	NA
"prt21"	-0.0450090679250023	0.248151976326032	NA	0.823044001091684	1.61607099489154	0.306942659413593	2.66319239933035	-2.04310304518143	0.885286018729855	NA	-1.82964755292866	3.57567816189425	1.05934894327804	0.960095852551718	1.4962113976079	-0.771703755358761	1.10247304579288	-1.36707026802944	0.199413524491782	NA	3.56533666699939	-2.22930842796473	-0.695621117607981	1.42901105525821	3.79043758850849	0.86407656873061	4.82641675180042	NA	1.60145469553091	0.408424438963435	-0.989672049594043	NA	NA	NA	-1.64485202898328	3.96516238694671	-0.566873201498735	-0.296885393178405	2.51881984993208	-1.78028181492988	1.7341689473511	0.729340831416073	-0.436930863473279	NA	0.602469450073882
"prt22"	-0.326443593484137	-2.11154069754651	0.96819599556839	2.90763109810213	0.555874611678073	NA	4.10942624127023	1.02614540210252	2.81796708096173	NA	-2.00681481512567	1.44004702142227	NA	NA	1.37746935404159	3.42988854327227	NA	4.36841192333374	2.83883718556153	NA	1.75821020448597	6.19730269326164	7.13649320451178	NA	3.55408344457954	1.97973608312716	6.93400364472769	1.73408565863669	3.57713882084469	0.238501352269947	0.68156123226275	NA	1.0717901544196	2.87301658500522	-1.19563659741551	6.49012146935887	6.35053935007182	-1.90854439063909	NA	-0.541958774863795	NA	3.86593814877591	2.01953964596204	11.025162007183	6.10328712228059
"prt23"	1.69395856606084	5.47754849984662	3.89288038717813	0.316389681942839	NA	2.12952932714348	1.33290781923206	-1.65770559938234	-0.600405007168178	3.91137678845641	-1.78188282246328	5.82587278318173	NA	4.04001081816397	2.12629420549928	1.66861539229221	0.113588646580552	3.48151041247205	2.8207044287706	-2.19680125750547	-1.69452649484272	0.314495258739478	3.00876225883205	-1.18425226195768	3.67555206271109	0.303561490970636	NA	2.18016909868388	3.62806043203996	NA	4.73998255006111	4.03365309411452	-1.30834751693316	1.30466764677748	-0.340489008994224	3.58398374148834	2.97745495721191	1.04730915968132	2.18090325056664	6.21042940704811	NA	4.27395997963056	1.51642322168743	2.7083982637456	4.06207280940549
"prt24"	2.16590146448152	1.87357039050955	0.627228216428508	NA	4.13410093889505	0.174866805055711	-0.646721371488431	5.18387453827826	2.48679448083331	NA	1.44889675787589	3.79392650993616	3.57969331501541	1.87151636710743	2.09853624862049	NA	2.27296921219774	4.81473139519317	4.26985871864777	4.01911119049576	2.19050990956639	2.4688363138346	1.99399444320464	0.900798328965891	3.22110015494025	0.310634794571019	1.18402052238362	2.90536671714501	2.42746456740003	5.00293593122894	1.7658652244497	6.29058204513582	0.492706560754204	5.98787943983237	4.93645011121516	4.05078865529918	1.2722007402734	5.04269298649555	-0.262683061114131	2.54710654042725	2.42448666762335	5.76221002029433	1.8900265324851	0.244965193568461	2.44698894743975
"prt25"	4.70525266021808	6.04247520371187	3.31277962341361	6.36401477077379	1.39912937367307	7.08386774661572	4.10088277501237	9.16491946507049	7.53166658245135	3.56773970060299	5.65873894399722	-0.759070549092048	4.5399018167135	1.37264283745729	NA	8.30113062898613	3.34152139935087	5.44222133494161	9.46301807977648	3.90247538442482	4.6781663971849	4.4954264170952	7.61343616518214	6.50247258529241	NA	3.77834352724295	3.3864391746187	9.33289984598154	8.66549504224677	4.34424829253979	5.20110862049569	6.34292645058724	2.88637241175845	5.45268630689277	8.1878742164866	2.62996739840909	1.23307894848052	2.66344235127029	5.8491601280661	-1.69453418262428	2.06610604980008	4.93523751834704	0.852669574532291	0.551294436418815	3.28727653503769
"prt26"	-2.16311946285084	NA	-1.6381918864991	0.232662323035126	-0.0349857732117658	-2.63054368455178	0.505752226660712	1.62426080215995	-1.07870580771422	0.445633107515366	-0.241867764164296	-2.262606725148	NA	NA	-1.9246123709744	-1.59538893841987	NA	-1.48774599234401	0.0697843802031541	-1.64041480925977	-1.71894764195718	-2.13841270970583	-0.434360269796445	-0.79486240615027	2.17138363814991	-1.65697569517156	-0.23245499345632	0.362889027882039	NA	NA	-3.22260065213863	-1.19424018563022	NA	-2.56504766205635	-1.16803486556634	-1.09400844143682	-0.5241037510366	NA	-2.58626591513808	-1.74201707885402	NA	NA	-0.463835785734002	NA	-2.49815605019596
"prt27"	-0.317706411660129	1.09073132469939	-0.56467939697372	4.21283235923094	1.46610990012616	0.486371016157132	1.41635229383671	-1.17285898552561	-1.4959158947971	-1.47902580484484	-0.81536915511388	-0.620125573141472	1.62068923856936	-1.55944089474285	-2.46134862596462	-2.25633351735834	1.99566718775969	1.61686635887159	3.4441196781454	0.0392532632895431	4.96846945175677	1.4184723958187	0.374209932506633	-0.948511711750618	-1.13586934706658	0.0661267403690696	-0.431595699303137	-0.0946519690995742	NA	2.4667866637204	2.33499055121897	-0.805732353506969	1.66818140696601	2.62940808095007	-1.98510654184525	1.17056060952499	3.49265183946211	0.198005589302852	NA	6.14988239421495	-0.744721897873607	NA	-4.08825064025203	-0.294321881488592	3.41915860275389
"prt28"	6.3619766183409	-2.25712170115297	3.13408680076103	NA	7.0805629121797	2.50781115108572	6.26754153022038	12.3549001816787	NA	5.96414802890889	10.2970298235066	-1.00367204805072	6.09576673275119	8.00166179381325	3.28066509872414	5.53465460448028	0.0417271705945972	NA	3.04618616883425	5.37236861878011	5.6072258089761	-2.25400654618701	0.7429101278483	7.5025351459378	-0.939849997509302	-4.00051442294683	5.12408324226179	NA	2.71754218858168	NA	10.5926021383334	-0.598903794763956	-2.01956128254546	-0.501214651062515	2.97855014114054	-3.64914100844342	2.80074026867571	8.46436212458795	NA	-1.25176243446905	3.26256691858542	2.8313267243472	6.77150411775493	0.593017134675462	0.569736289202094
"prt29"	-0.39949833947774	NA	1.03127102527788	NA	NA	-0.262511975841445	1.39982390560848	0.798762752092894	-2.3615980511447	0.669836250434887	NA	-1.9552278049235	0.640648317715335	1.22935087117494	NA	1.02409115045673	NA	-2.75449829260181	NA	0.252199775073936	-2.72169131226023	NA	NA	-5.17790336620229	-1.01482953145772	1.01760629714464	-1.98735259336623	-1.2328505962743	-1.05136207456748	0.911589349066377	-0.894468357883323	NA	NA	-0.514457101414683	-1.42619787254096	-2.55844467795381	-0.0614515505694139	0.634724266832158	-0.943750692144944	NA	-2.68963340785937	-0.56559003189147	1.033742662665	NA	1.14687932625462
"prt30"	0.929626068163933	3.04625449499689	0.443390065401033	0.845779883108496	3.220750402336	1.44196281286268	2.08049638400042	0.626082192779993	NA	3.28061991669005	-0.240717529303838	3.71784933615738	1.90462634864232	0.0177931174371749	2.20242414588096	2.99717987589578	1.10787949548336	-0.161709180298139	-0.144864236854833	0.746955728478479	1.69840993743657	1.900365398167	0.74336535969505	2.72512149979552	-1.29381325149846	NA	1.40557561681369	1.44466118144226	1.33568123236807	2.18616678875817	2.72307700321857	-0.0438687717065209	5.57452465247347	0.357147042102578	0.0503907742919175	4.20973204610634	1.73834665917945	-1.71593779381373	1.69271446816113	3.34499563509059	1.66938523222583	1.18279293269788	0.886134928846956	-0.70263380616147	NA
"prt31"	3.42905387293531	6.18093650881788	NA	2.91042145971073	5.28321038510905	5.77679112734791	-0.0842000372600062	3.74800287521297	3.34564373947461	5.44612715119077	4.44651000390409	3.61239826665943	0.851030287706741	4.39716969846838	6.2290745739254	2.68473313000374	2.79145024945752	4.35561331484722	-0.288083528753777	3.93586360353041	NA	2.05730717755293	1.66928153578793	3.62512389154554	3.4623844560437	3.31655377647956	4.33246905933369	0.506010751300958	4.29108629155601	4.01217838527848	2.98487190592241	4.93191333637884	1.60065151865421	4.08528459447229	2.00520969972782	2.15890587935914	2.97960110809602	3.11168092893952	0.622883523243005	2.55989734005395	3.7169066660327	NA	0.0997273549453255	NA	1.38632648881407
"prt32"	NA	1.492471215861	-2.65687241115381	-0.206421387428851	-0.620907822913191	-1.335278899873	-1.67255569566139	-1.09617166178893	2.89352267053065	-0.535925242442499	-2.09833137117741	-0.258333667771263	1.03932173389054	1.96627887021593	NA	-3.44663544432737	NA	-2.09435493039561	-0.599644234741916	-2.12467771891352	NA	NA	-3.0710641021506	0.806854821962531	0.594577775058625	0.748219837677863	0.164040291621159	1.51069382155427	0.0165630311845799	2.10876843279685	1.98788527551593	-2.15253019497836	-2.98186248083101	NA	-1.55466207664033	3.6992395713895	-1.06486802916531	NA	-3.73141255813701	-1.67097280843293	-3.07922725301573	NA	-1.07939998579509	-0.808870505023067	1.6080694336501
"prt33"	-1.31711045903122	-1.38212355048865	0.150601640555294	-1.24365028243178	-1.85597039209454	-1.90367363600846	3.34669171482589	1.15177568744024	0.820340600334846	-2.14889372665439	2.56809607361786	NA	3.03271941501391	-1.4242915871018	1.54854444160082	-1.36734292906135	-0.877879872107161	2.91526382344659	1.48638452540888	2.8421940206025	3.53737004311636	0.510220168355068	0.79145005729397	1.28394917616574	NA	NA	-4.64275183048645	3.60121854484646	-0.0348802610262773	NA	-0.0728059213910447	0.456877357845347	0.00155774584715745	-2.71225611323674	-0.692416701353225	-0.449823191523203	0.569632070519106	-1.76327979500455	NA	-1.19542413753418	-1.44151000700988	1.92235773377463	-1.32695405529074	2.66007330746218	3.53474028130785
"prt34"	4.71614475379299	5.79790922625961	NA	3.79180599346495	1.090212266908	3.3068363630384	3.07306928487046	2.42932230450187	2.95882417005312	0.647510312855981	5.88475882509783	3.50180007618248	NA	2.46160156164511	1.28345494003921	4.78887441676453	NA	2.5149684613882	NA	5.89229215948494	2.97329401480533	4.04108183696163	4.14197400465498	5.64331492641036	5.55743373902937	2.48142699834684	6.60730783928519	6.94926040113552	2.8146211967744	0.742226076094111	1.4050916596779	3.52847083853174	3.78113024019339	3.13759409848513	5.77978012745834	0.726736163017783	NA	4.4266897868502	0.680455106083323	1.15825070367894	1.47889021678298	2.01636297903966	6.32047284978993	2.81400732241589	NA
"prt35"	-1.17672341529209	-0.426999815665996	1.33504295822717	1.96298866018368	1.09408628700104	0.476427153949032	0.980093062185882	-0.242144567270214	0.781592969789089	0.834389664273521	-0.506013219300319	NA	-0.033148731912551	-0.501479105457208	-0.840162189780903	-1.21754768018167	0.895523093290726	-0.352441625108695	0.635874774224168	1.38045891536073	0.105516479848397	NA	0.621503200974806	0.41992244812618	0.630731519980088	1.36647794468173	NA	1.10963212743295	0.479198565271368	1.06649798316798	1.13311848232786	NA	1.51780033713406	2.3449058529819	1.60479930908936	0.787139928770182	1.57618914432671	0.171302830343142	-1.60903171028289	0.034853052724154	-1.24400702330459	NA	0.215563574410787	-0.389767615199075	-1.23518377683582
"prt36"	8.1677512589158	5.52057566191007	9.03239219047664	5.32572744283765	8.02700569471853	4.66215327481386	4.60978828432332	3.76233205612582	2.82081721213885	4.32940120685649	4.57942206520418	7.00296533429758	7.38739116696448	5.2602025210456	5.95854498372023	5.96331707555281	5.38441557082012	2.73863215080434	3.43679900702939	NA	2.56358684093701	NA	6.18445663273095	5.91842411537226	2.12217997634226	NA	1.66020007739281	4.49608263274174	7.75137272299415	NA	4.6273747150083	NA	3.0047688685655	1.85995622015898	3.3802434577865	NA	NA	-1.45731697923939	6.60928168663743	2.63110308671714	1.80643734958348	-0.420142551384931	5.3764280581533	2.85482924594746	NA
"prt37"	-2.63158373674905	4.06298960536808	2.94864502520306	1.24140411796918	5.47317980362667	1.97168813812354	1.55078303589591	NA	2.57246645817456	NA	2.27335565113293	5.99351201596162	4.06782214981887	-0.683422253603997	1.50112080282403	2.97288441470531	1.74099388409493	3.59963768358297	0.654120692981061	-2.61114560003634	0.0604886377741228	4.36342744928809	0.237508064260866	3.87626616477087	1.42079094077628	-1.94847530679848	2.07334608097637	3.60679348263051	3.915748669916	NA	-0.382010658864547	5.23049635085174	4.00558075446291	NA	2.12840310784149	NA	4.5933553330951	0.663634697686858	1.39745383221778	-2.2972459164991	-0.894480067181255	0.615878877864255	NA	-1.31054230947743	3.04627379128267
"prt38"	-0.0161856544020826	3.75799443654226	3.60071102833942	3.12110176486199	3.07902758355204	5.10128327383447	2.00061295594898	3.13170756611295	2.5439274559363	3.49214755397401	2.66918337344052	2.58807901384849	1.28896441349737	3.23914440233447	5.00400568091157	4.42906248650017	4.4102968742323	2.18129747684619	4.1321021402335	3.57791167261379	1.55924368628126	2.44358393307876	2.53961456342926	2.19313568892989	4.03705198904144	NA	4.15416934108949	3.19425071764106	NA	-0.209772956950244	4.63957223335519	0.323936833890675	1.00878359048851	2.26370345714733	4.66209495271758	3.57675760243871	2.78785017403258	1.3121219828541	NA	1.9028560558644	3.66582078788706	4.02446270157221	0.939301555236199	1.36290510717216	2.41236396871252
