"A"	"B"
"s.204"	1	0
"s.205"	1	0
"s.206"	1	0
"s.207"	1	0
"s.208"	1	0
"s.211"	1	0
"s.212"	1	0
"s.213"	1	0
"s.215"	1	0
"s.216"	1	0
"s.217"	1	0
"s.218"	1	0
"s.219"	1	0
"s.220"	1	0
"s.221"	1	0
"s.222"	1	0
"s.223"	1	0
"s.224"	1	0
"s.226"	1	0
"s.227"	1	0
"s.228"	1	0
"s.230"	1	0
"s.231"	1	0
"s.233"	1	0
"s.234"	1	0
"s.235"	1	0
"s.236"	1	0
"s.237"	1	0
"s.238"	1	0
"s.239"	1	0
"s.241"	1	0
"s.242"	1	0
"s.243"	1	0
"s.244"	1	0
"s.245"	1	0
"s.246"	1	0
"s.247"	1	0
"s.248"	1	0
"s.249"	1	0
"s.250"	1	0
"s.251"	1	0
"s.252"	1	0
"s.254"	1	0
"s.255"	1	0
"s.256"	1	0
"s.258"	1	0
"s.259"	1	0
"s.260"	1	0
"s.261"	1	0
"s.262"	1	0
"s.263"	1	0
"s.264"	1	0
"s.265"	1	0
"s.266"	1	0
"s.267"	1	0
"s.268"	1	0
"s.269"	1	0
"s.270"	1	0
"s.271"	1	0
"s.272"	1	0
"s.274"	1	0
"s.275"	1	0
"s.278"	1	0
"s.280"	1	0
"s.281"	1	0
"s.283"	1	0
"s.284"	1	0
"s.285"	1	0
"s.286"	1	0
"s.288"	1	0
"s.289"	1	0
"s.290"	1	0
"s.291"	1	0
"s.293"	1	0
"s.294"	1	0
"s.295"	1	0
"s.297"	1	0
"s.298"	1	0
"s.300"	1	0
"s.301"	1	0
"s.302"	1	0
"s.303"	1	0
"s.304"	1	0
"s.305"	1	0
"s.306"	1	0
"s.307"	1	0
"s.309"	1	0
"s.310"	1	0
"s.311"	1	0
"s.312"	1	0
"s.313"	1	0
"s.314"	1	0
"s.315"	1	0
"s.316"	1	0
"s.317"	1	0
"s.320"	1	0
"s.321"	1	0
"s.322"	1	0
"s.324"	1	0
"s.326"	1	0
"s.328"	1	0
"s.329"	1	0
"s.330"	1	0
"s.331"	1	0
"s.332"	1	0
"s.333"	1	0
"s.334"	1	0
"s.336"	1	0
"s.337"	1	0
"s.339"	1	0
"s.340"	1	0
"s.341"	1	0
"s.343"	1	0
"s.344"	1	0
"s.345"	1	0
"s.346"	1	0
"s.347"	1	0
"s.348"	1	0
"s.349"	0	1
"s.351"	0	1
"s.352"	0	1
"s.353"	0	1
"s.354"	0	1
"s.356"	0	1
"s.357"	0	1
"s.358"	0	1
"s.359"	0	1
"s.360"	0	1
"s.361"	0	1
"s.363"	0	1
"s.364"	0	1
"s.365"	0	1
"s.367"	0	1
"s.368"	0	1
"s.369"	0	1
"s.370"	0	1
"s.371"	0	1
"s.372"	0	1
"s.375"	0	1
"s.376"	0	1
"s.377"	0	1
"s.378"	0	1
"s.379"	0	1
"s.380"	0	1
"s.381"	0	1
"s.383"	0	1
"s.385"	0	1
"s.386"	0	1
"s.387"	0	1
"s.388"	0	1
"s.389"	0	1
"s.390"	0	1
"s.392"	0	1
"s.393"	0	1
"s.394"	0	1
"s.396"	0	1
"s.398"	0	1
"s.400"	0	1
"s.403"	0	1
"s.404"	0	1
"s.405"	0	1
"s.406"	0	1
"s.407"	0	1
"s.408"	0	1
"s.409"	0	1
"s.410"	0	1
"s.411"	0	1
"s.413"	0	1
"s.414"	0	1
"s.415"	0	1
"s.417"	0	1
"s.418"	0	1
"s.419"	0	1
"s.420"	0	1
"s.421"	0	1
"s.423"	0	1
"s.424"	0	1
"s.425"	0	1
"s.426"	0	1
"s.427"	0	1
"s.428"	0	1
"s.429"	0	1
"s.431"	0	1
"s.432"	0	1
"s.433"	0	1
"s.434"	0	1
"s.435"	0	1
"s.436"	0	1
"s.437"	0	1
"s.438"	0	1
"s.439"	0	1
"s.440"	0	1
"s.441"	0	1
"s.442"	0	1
"s.443"	0	1
"s.444"	0	1
"s.445"	0	1
"s.446"	0	1
"s.447"	0	1
"s.448"	0	1
"s.449"	0	1
"s.450"	0	1
"s.451"	0	1
"s.452"	0	1
"s.453"	0	1
"s.455"	0	1
"s.457"	0	1
"s.459"	0	1
"s.462"	0	1
"s.463"	0	1
"s.464"	0	1
"s.465"	0	1
"s.466"	0	1
"s.467"	0	1
"s.468"	0	1
"s.469"	0	1
"s.470"	0	1
"s.471"	0	1
"s.472"	0	1
"s.474"	0	1
"s.475"	0	1
"s.476"	0	1
"s.478"	0	1
"s.479"	0	1
"s.482"	0	1
"s.483"	0	1
"s.484"	0	1
"s.485"	0	1
"s.486"	0	1
"s.488"	0	1
"s.489"	0	1
"s.490"	0	1
"s.492"	0	1
"s.493"	0	1
"s.496"	0	1
"s.498"	0	1
"s.499"	0	1
"s.501"	0	1
"s.502"	0	1
"s.503"	0	1
"s.504"	0	1
"s.505"	0	1
"s.506"	0	1
"s.507"	0	1
"s.509"	0	1
"s.510"	0	1
"s.512"	0	1
"s.513"	0	1
"s.514"	0	1
"s.515"	0	1
"s.516"	0	1
"s.517"	0	1
"s.519"	0	1
"s.520"	0	1
"s.522"	0	1
"s.523"	0	1
"s.524"	0	1
"s.527"	0	1
"s.528"	0	1
"s.529"	0	1
"s.530"	0	1
"s.533"	0	1
"s.535"	0	1
"s.536"	0	1
"s.537"	0	1
"s.538"	0	1
"s.539"	0	1
"s.540"	0	1
"s.542"	0	1
"s.544"	0	1
"s.545"	0	1
"s.546"	0	1
"s.547"	0	1
"s.548"	0	1
"s.549"	0	1
"s.550"	0	1
"s.551"	0	1
"s.552"	0	1
"s.554"	0	1
"s.556"	0	1
"s.559"	0	1
"s.560"	0	1
"s.561"	0	1
"s.562"	0	1
"s.563"	0	1
"s.564"	0	1
"s.565"	0	1
"s.567"	0	1
"s.568"	0	1
"s.569"	0	1
"s.570"	0	1
"s.573"	0	1
"s.574"	0	1
"s.575"	0	1
"s.576"	0	1
"s.577"	0	1
"s.578"	0	1
"s.579"	0	1
"s.580"	0	1
"s.581"	0	1
"s.584"	0	1
"s.585"	0	1
"s.586"	0	1
"s.589"	0	1
"s.590"	0	1
"s.592"	0	1
"s.593"	0	1
"s.595"	0	1
"s.597"	0	1
"s.598"	0	1
