"A"	"B"
"s.2075"	1	0
"s.2121"	1	0
"s.2124"	1	0
"s.2155"	1	0
"s.2158"	1	0
"s.2159"	1	0
"s.2167"	1	0
"s.2187"	1	0
"s.2203"	1	0
"s.2206"	1	0
"s.2218"	1	0
"s.2224"	1	0
"s.2278"	1	0
"s.2293"	1	0
"s.2304"	1	0
"s.2319"	1	0
"s.2327"	1	0
"s.2341"	1	0
"s.2348"	1	0
"s.2350"	1	0
"s.2355"	1	0
"s.2363"	1	0
"s.2370"	1	0
"s.2383"	1	0
"s.2396"	1	0
"s.2399"	1	0
"s.2413"	1	0
"s.2432"	1	0
"s.2438"	1	0
"s.2454"	1	0
"s.2478"	1	0
"s.2482"	1	0
"s.2505"	1	0
"s.2510"	1	0
"s.2520"	1	0
"s.2523"	1	0
"s.2539"	1	0
"s.2547"	1	0
"s.2550"	1	0
"s.2557"	1	0
"s.2571"	1	0
"s.2573"	1	0
"s.2576"	1	0
"s.2587"	1	0
"s.2597"	1	0
"s.2600"	1	0
"s.2616"	1	0
"s.2626"	1	0
"s.2646"	1	0
"s.2664"	1	0
"s.2669"	1	0
"s.2696"	1	0
"s.2709"	1	0
"s.2710"	1	0
"s.2712"	1	0
"s.2719"	1	0
"s.2743"	1	0
"s.2762"	1	0
"s.2764"	1	0
"s.2774"	1	0
"s.2781"	1	0
"s.2814"	1	0
"s.2824"	1	0
"s.2832"	1	0
"s.2869"	1	0
"s.2875"	1	0
"s.2878"	1	0
"s.2882"	1	0
"s.2889"	1	0
"s.2896"	1	0
"s.2919"	1	0
"s.2930"	1	0
"s.2931"	1	0
"s.2948"	1	0
"s.2961"	1	0
"s.2963"	1	0
"s.2970"	1	0
"s.2987"	1	0
"s.2993"	1	0
"s.3002"	1	0
"s.3003"	1	0
"s.3011"	1	0
"s.3021"	1	0
"s.3036"	1	0
"s.3045"	1	0
"s.3046"	1	0
"s.3051"	1	0
"s.3075"	1	0
"s.3104"	1	0
"s.3150"	1	0
"s.3160"	1	0
"s.3162"	1	0
"s.3184"	1	0
"s.3192"	1	0
"s.3211"	1	0
"s.3233"	1	0
"s.3236"	1	0
"s.3237"	1	0
"s.3240"	1	0
"s.3257"	1	0
"s.3271"	1	0
"s.3287"	1	0
"s.3291"	1	0
"s.3303"	1	0
"s.3321"	1	0
"s.3323"	1	0
"s.3327"	1	0
"s.3346"	1	0
"s.3377"	1	0
"s.3381"	1	0
"s.3391"	1	0
"s.3401"	1	0
"s.3412"	1	0
"s.3413"	1	0
"s.3415"	1	0
"s.3423"	1	0
"s.3429"	1	0
"s.3434"	1	0
"s.3440"	1	0
"s.3444"	1	0
"s.3446"	1	0
"s.3473"	1	0
"s.3508"	1	0
"s.3532"	1	0
"s.3534"	1	0
"s.3552"	1	0
"s.3557"	1	0
"s.3562"	1	0
"s.3595"	1	0
"s.3633"	1	0
"s.3642"	1	0
"s.3653"	1	0
"s.3659"	1	0
"s.3661"	1	0
"s.3669"	1	0
"s.3678"	1	0
"s.3694"	1	0
"s.3726"	0	1
"s.3732"	0	1
"s.3742"	0	1
"s.3744"	0	1
"s.3747"	0	1
"s.3757"	0	1
"s.3759"	0	1
"s.3764"	0	1
"s.3770"	0	1
"s.3772"	0	1
"s.3777"	0	1
"s.3785"	0	1
"s.3789"	0	1
"s.3795"	0	1
"s.3796"	0	1
"s.3797"	0	1
"s.3817"	0	1
"s.3825"	0	1
"s.3831"	0	1
"s.3838"	0	1
"s.3839"	0	1
"s.3840"	0	1
"s.3841"	0	1
"s.3843"	0	1
"s.3850"	0	1
"s.3852"	0	1
"s.3857"	0	1
"s.3867"	0	1
"s.3871"	0	1
"s.3878"	0	1
"s.3886"	0	1
"s.3888"	0	1
"s.3897"	0	1
"s.3904"	0	1
"s.3912"	0	1
"s.3916"	0	1
"s.3934"	0	1
"s.3936"	0	1
"s.3940"	0	1
"s.3949"	0	1
"s.3957"	0	1
"s.3962"	0	1
"s.3965"	0	1
"s.3966"	0	1
"s.3969"	0	1
"s.3971"	0	1
"s.3975"	0	1
"s.3976"	0	1
"s.3981"	0	1
"s.3982"	0	1
"s.3989"	0	1
"s.4001"	0	1
"s.4005"	0	1
"s.4006"	0	1
"s.4012"	0	1
"s.4013"	0	1
"s.4014"	0	1
"s.4015"	0	1
"s.4025"	0	1
"s.4027"	0	1
"s.4041"	0	1
"s.4043"	0	1
"s.4045"	0	1
"s.4056"	0	1
"s.4067"	0	1
"s.4068"	0	1
"s.4069"	0	1
"s.4072"	0	1
"s.4073"	0	1
"s.4076"	0	1
"s.4077"	0	1
"s.4078"	0	1
"s.4085"	0	1
"s.4088"	0	1
"s.4092"	0	1
"s.4098"	0	1
"s.4102"	0	1
"s.4103"	0	1
"s.4105"	0	1
"s.4109"	0	1
"s.4123"	0	1
"s.4125"	0	1
"s.4133"	0	1
"s.4140"	0	1
"s.4141"	0	1
"s.4147"	0	1
"s.4153"	0	1
"s.4156"	0	1
"s.4160"	0	1
"s.4161"	0	1
"s.4170"	0	1
"s.4171"	0	1
"s.4176"	0	1
"s.4179"	0	1
"s.4185"	0	1
"s.4189"	0	1
"s.4200"	0	1
"s.4204"	0	1
"s.4207"	0	1
"s.4208"	0	1
"s.4216"	0	1
"s.4217"	0	1
"s.4218"	0	1
"s.4223"	0	1
"s.4225"	0	1
"s.4227"	0	1
"s.4233"	0	1
"s.4238"	0	1
"s.4239"	0	1
"s.4244"	0	1
"s.4246"	0	1
"s.4252"	0	1
"s.4255"	0	1
"s.4259"	0	1
"s.4261"	0	1
"s.4265"	0	1
"s.4267"	0	1
"s.4271"	0	1
"s.4273"	0	1
"s.4275"	0	1
"s.4278"	0	1
"s.4281"	0	1
"s.4283"	0	1
"s.4286"	0	1
"s.4290"	0	1
"s.4292"	0	1
"s.4297"	0	1
"s.4304"	0	1
"s.4306"	0	1
"s.4309"	0	1
"s.4312"	0	1
"s.4313"	0	1
"s.4324"	0	1
"s.4327"	0	1
"s.4335"	0	1
"s.4338"	0	1
"s.4342"	0	1
"s.4344"	0	1
"s.4348"	0	1
"s.4351"	0	1
"s.4358"	0	1
"s.4362"	0	1
"s.4370"	0	1
"s.4373"	0	1
"s.4374"	0	1
"s.4375"	0	1
"s.4377"	0	1
"s.4380"	0	1
"s.4381"	0	1
"s.4388"	0	1
"s.4391"	0	1
"s.4393"	0	1
"s.4395"	0	1
"s.4408"	0	1
"s.4415"	0	1
"s.4424"	0	1
"s.4427"	0	1
"s.4432"	0	1
"s.4438"	0	1
"s.4443"	0	1
"s.4451"	0	1
"s.4469"	0	1
"s.4474"	0	1
"s.4483"	0	1
"s.4486"	0	1
"s.4487"	0	1
"s.4488"	0	1
"s.4493"	0	1
"s.4495"	0	1
"s.4498"	0	1
"s.4514"	0	1
"s.4517"	0	1
"s.4524"	0	1
"s.4526"	0	1
"s.4532"	0	1
"s.4546"	0	1
"s.4550"	0	1
"s.4552"	0	1
"s.4556"	0	1
"s.4558"	0	1
"s.4561"	0	1
"s.4573"	0	1
"s.4585"	0	1
"s.4587"	0	1
"s.4589"	0	1
"s.4593"	0	1
"s.4594"	0	1
"s.4595"	0	1
"s.4604"	0	1
"s.4610"	0	1
"s.4613"	0	1
"s.4614"	0	1
"s.4621"	0	1
"s.4622"	0	1
"s.4627"	0	1
"s.4628"	0	1
"s.4629"	0	1
"s.4637"	0	1
"s.4639"	0	1
"s.4643"	0	1
"s.4646"	0	1
"s.4648"	0	1
"s.4656"	0	1
"s.4664"	0	1
"s.4666"	0	1
"s.4667"	0	1
"s.4669"	0	1
"s.4670"	0	1
"s.4676"	0	1
"s.4681"	0	1
"s.4692"	0	1
"s.4703"	0	1
"s.4704"	0	1
"s.4715"	0	1
"s.4720"	0	1
"s.4727"	0	1
"s.4729"	0	1
"s.4737"	0	1
"s.4738"	0	1
"s.4740"	0	1
"s.4746"	0	1
"s.4758"	0	1
"s.4760"	0	1
"s.4761"	0	1
"s.4766"	0	1
"s.4788"	0	1
"s.4791"	0	1
"s.4812"	0	1
"s.4813"	0	1
"s.4820"	0	1
"s.4822"	0	1
"s.4826"	0	1
"s.4827"	0	1
"s.4828"	0	1
"s.4830"	0	1
"s.4834"	0	1
"s.4839"	0	1
"s.4844"	0	1
"s.4845"	0	1
"s.4847"	0	1
"s.4848"	0	1
"s.4861"	0	1
"s.4868"	0	1
"s.4869"	0	1
"s.4873"	0	1
"s.4877"	0	1
"s.4879"	0	1
"s.4888"	0	1
"s.4891"	0	1
"s.4894"	0	1
"s.4900"	0	1
"s.4905"	0	1
"s.4912"	0	1
"s.4916"	0	1
"s.4928"	0	1
"s.4929"	0	1
"s.4942"	0	1
"s.4944"	0	1
"s.4949"	0	1
"s.4950"	0	1
"s.4952"	0	1
"s.4962"	0	1
"s.4974"	0	1
"s.4976"	0	1
"s.4982"	0	1
"s.4985"	0	1
"s.4988"	0	1
"s.4989"	0	1
"s.4990"	0	1
"s.4991"	0	1
"s.4996"	0	1
"s.5007"	0	1
"s.5009"	0	1
"s.5016"	0	1
"s.5020"	0	1
"s.5024"	0	1
"s.5026"	0	1
"s.5028"	0	1
"s.5034"	0	1
"s.5036"	0	1
"s.5037"	0	1
"s.5041"	0	1
"s.5043"	0	1
"s.5048"	0	1
"s.5052"	0	1
"s.5059"	0	1
"s.5061"	0	1
"s.5065"	0	1
"s.5069"	0	1
"s.5071"	0	1
"s.5072"	0	1
"s.5075"	0	1
"s.5076"	0	1
"s.5080"	0	1
"s.5081"	0	1
"s.5084"	0	1
"s.5088"	0	1
"s.5089"	0	1
"s.5096"	0	1
"s.5099"	0	1
"s.5101"	0	1
"s.5113"	0	1
"s.5114"	0	1
"s.5123"	0	1
"s.5131"	0	1
"s.5134"	0	1
"s.5135"	0	1
"s.5136"	0	1
"s.5139"	0	1
"s.5140"	0	1
"s.5141"	0	1
"s.5145"	0	1
"s.5150"	0	1
"s.5153"	0	1
"s.5156"	0	1
"s.5167"	0	1
"s.5186"	0	1
"s.5194"	0	1
"s.5199"	0	1
"s.5203"	0	1
"s.5207"	0	1
"s.5210"	0	1
"s.5212"	0	1
"s.5218"	0	1
"s.5219"	0	1
"s.5228"	0	1
"s.5230"	0	1
"s.5235"	0	1
"s.5239"	0	1
"s.5241"	0	1
"s.5253"	0	1
"s.5256"	0	1
"s.5263"	0	1
"s.5265"	0	1
"s.5270"	0	1
"s.5273"	0	1
"s.5278"	0	1
"s.5283"	0	1
"s.5288"	0	1
"s.5293"	0	1
"s.5294"	0	1
"s.5300"	0	1
"s.5307"	0	1
"s.5313"	0	1
"s.5314"	0	1
"s.5323"	0	1
"s.5324"	0	1
"s.5333"	0	1
"s.5338"	0	1
"s.5349"	0	1
"s.5352"	0	1
"s.5356"	0	1
"s.5357"	0	1
"s.5358"	0	1
"s.5367"	0	1
"s.5368"	0	1
"s.5378"	0	1
"s.5403"	0	1
"s.5407"	0	1
"s.5408"	0	1
"s.5410"	0	1
"s.5411"	0	1
"s.5412"	0	1
"s.5413"	0	1
"s.5416"	0	1
"s.5418"	0	1
"s.5421"	0	1
"s.5423"	0	1
"s.5443"	0	1
"s.5449"	0	1
"s.5453"	0	1
"s.5454"	0	1
"s.5458"	0	1
"s.5467"	0	1
"s.5468"	0	1
"s.5471"	0	1
"s.5482"	0	1
"s.5484"	0	1
"s.5486"	0	1
"s.5487"	0	1
"s.5488"	0	1
"s.5490"	0	1
"s.5496"	0	1
"s.5498"	0	1
"s.5499"	0	1
"s.5502"	0	1
"s.5507"	0	1
"s.5516"	0	1
"s.5517"	0	1
"s.5519"	0	1
"s.5523"	0	1
"s.5526"	0	1
"s.5528"	0	1
"s.5532"	0	1
"s.5534"	0	1
"s.5535"	0	1
"s.5540"	0	1
"s.5555"	0	1
"s.5556"	0	1
"s.5557"	0	1
"s.5561"	0	1
"s.5562"	0	1
"s.5565"	0	1
"s.5567"	0	1
"s.5569"	0	1
"s.5575"	0	1
"s.5576"	0	1
"s.5580"	0	1
"s.5581"	0	1
"s.5589"	0	1
"s.5595"	0	1
"s.5598"	0	1
"s.5600"	0	1
"s.5601"	0	1
"s.5604"	0	1
"s.5607"	0	1
"s.5609"	0	1
"s.5610"	0	1
"s.5615"	0	1
"s.5621"	0	1
"s.5634"	0	1
"s.5636"	0	1
"s.5638"	0	1
"s.5643"	0	1
"s.5644"	0	1
"s.5645"	0	1
"s.5647"	0	1
"s.5648"	0	1
"s.5655"	0	1
"s.5657"	0	1
"s.5661"	0	1
"s.5665"	0	1
"s.5672"	0	1
"s.5674"	0	1
"s.5679"	0	1
"s.5698"	0	1
"s.5706"	0	1
"s.5707"	0	1
"s.5708"	0	1
"s.5718"	0	1
"s.5719"	0	1
"s.5726"	0	1
"s.5734"	0	1
"s.5743"	0	1
"s.5745"	0	1
"s.5748"	0	1
"s.5750"	0	1
"s.5754"	0	1
"s.5760"	0	1
"s.5764"	0	1
"s.5765"	0	1
"s.5769"	0	1
"s.5770"	0	1
"s.5772"	0	1
"s.5775"	0	1
"s.5789"	0	1
"s.5796"	0	1
"s.5806"	0	1
"s.5817"	0	1
"s.5822"	0	1
"s.5828"	0	1
"s.5836"	0	1
"s.5837"	0	1
"s.5839"	0	1
"s.5852"	0	1
"s.5872"	0	1
"s.5874"	0	1
"s.5875"	0	1
"s.5877"	0	1
"s.5880"	0	1
"s.5881"	0	1
"s.5884"	0	1
"s.5886"	0	1
"s.5887"	0	1
"s.5891"	0	1
"s.5892"	0	1
"s.5897"	0	1
"s.5899"	0	1
"s.5900"	0	1
"s.5901"	0	1
"s.5910"	0	1
"s.5911"	0	1
"s.5915"	0	1
"s.5917"	0	1
"s.5921"	0	1
"s.5928"	0	1
"s.5929"	0	1
"s.5937"	0	1
"s.5938"	0	1
"s.5940"	0	1
"s.5955"	0	1
"s.5959"	0	1
"s.5961"	0	1
"s.5962"	0	1
"s.5969"	0	1
"s.5972"	0	1
"s.5977"	0	1
"s.5992"	0	1
"s.5994"	0	1
"s.5996"	0	1
"s.5999"	0	1
"s.6009"	0	1
"s.6010"	0	1
"s.6012"	0	1
"s.6021"	0	1
"s.6024"	0	1
"s.6031"	0	1
"s.6032"	0	1
"s.6033"	0	1
"s.6037"	0	1
"s.6040"	0	1
"s.6046"	0	1
"s.6050"	0	1
"s.6055"	0	1
"s.6064"	0	1
"s.6067"	0	1
"s.6068"	0	1
"s.6084"	0	1
"s.6086"	0	1
"s.6089"	0	1
"s.6094"	0	1
"s.6105"	0	1
"s.6106"	0	1
"s.6108"	0	1
"s.6111"	0	1
"s.6112"	0	1
"s.6116"	0	1
"s.6119"	0	1
"s.6120"	0	1
"s.6123"	0	1
"s.6126"	0	1
"s.6130"	0	1
"s.6134"	0	1
"s.6135"	0	1
"s.6136"	0	1
"s.6141"	0	1
"s.6144"	0	1
"s.6145"	0	1
"s.6152"	0	1
"s.6162"	0	1
"s.6167"	0	1
"s.6170"	0	1
"s.6171"	0	1
"s.6174"	0	1
"s.6178"	0	1
"s.6180"	0	1
"s.6197"	0	1
"s.6203"	0	1
"s.6216"	0	1
"s.6220"	0	1
"s.6227"	0	1
"s.6234"	0	1
"s.6235"	0	1
"s.6246"	0	1
"s.6253"	0	1
"s.6265"	0	1
"s.6268"	0	1
"s.6273"	0	1
"s.6275"	0	1
"s.6277"	0	1
"s.6285"	0	1
"s.6291"	0	1
"s.6293"	0	1
"s.6301"	0	1
"s.6314"	0	1
"s.6315"	0	1
"s.6317"	0	1
"s.6319"	0	1
"s.6323"	0	1
"s.6325"	0	1
"s.6327"	0	1
"s.6331"	0	1
"s.6333"	0	1
"s.6336"	0	1
"s.6338"	0	1
"s.6341"	0	1
"s.6342"	0	1
"s.6346"	0	1
"s.6347"	0	1
"s.6351"	0	1
"s.6355"	0	1
"s.6357"	0	1
"s.6361"	0	1
"s.6365"	0	1
"s.6369"	0	1
"s.6370"	0	1
"s.6374"	0	1
"s.6382"	0	1
"s.6390"	0	1
"s.6395"	0	1
"s.6399"	0	1
"s.6402"	0	1
"s.6403"	0	1
"s.6411"	0	1
"s.6421"	0	1
"s.6425"	0	1
"s.6426"	0	1
"s.6434"	0	1
"s.6438"	0	1
"s.6442"	0	1
"s.6447"	0	1
"s.6459"	0	1
"s.6464"	0	1
"s.6468"	0	1
"s.6492"	0	1
"s.6495"	0	1
"s.6499"	0	1
"s.6509"	0	1
"s.6511"	0	1
"s.6519"	0	1
"s.6522"	0	1
"s.6525"	0	1
"s.6531"	0	1
"s.6532"	0	1
"s.6535"	0	1
"s.6539"	0	1
"s.6540"	0	1
"s.6548"	0	1
"s.6554"	0	1
"s.6556"	0	1
"s.6558"	0	1
"s.6564"	0	1
"s.6570"	0	1
"s.6576"	0	1
"s.6577"	0	1
"s.6585"	0	1
"s.6587"	0	1
"s.6593"	0	1
"s.6597"	0	1
"s.6600"	0	1
