"A"	"B"
"s.461"	0	1
"s.462"	0	1
"s.463"	0	1
"s.465"	0	1
"s.466"	0	1
"s.467"	0	1
"s.469"	0	1
"s.472"	0	1
"s.473"	0	1
"s.474"	0	1
"s.475"	0	1
"s.476"	0	1
"s.478"	0	1
"s.480"	0	1
"s.481"	0	1
"s.483"	0	1
"s.484"	0	1
"s.486"	0	1
"s.487"	0	1
"s.488"	0	1
"s.489"	0	1
"s.490"	0	1
"s.491"	0	1
"s.492"	0	1
"s.493"	0	1
"s.495"	0	1
"s.497"	0	1
"s.499"	0	1
"s.500"	0	1
"s.502"	0	1
"s.503"	0	1
"s.504"	0	1
"s.507"	0	1
"s.508"	0	1
"s.509"	0	1
"s.510"	0	1
"s.511"	0	1
"s.513"	0	1
"s.516"	0	1
"s.517"	0	1
"s.518"	0	1
"s.519"	0	1
"s.521"	0	1
"s.522"	0	1
"s.523"	0	1
"s.524"	0	1
"s.525"	0	1
"s.527"	0	1
"s.528"	0	1
"s.529"	0	1
"s.530"	0	1
"s.531"	0	1
"s.532"	0	1
"s.534"	0	1
"s.535"	0	1
"s.536"	0	1
"s.538"	0	1
"s.539"	0	1
"s.540"	0	1
"s.541"	0	1
"s.542"	0	1
"s.544"	0	1
"s.545"	0	1
"s.547"	0	1
"s.548"	0	1
"s.549"	0	1
"s.551"	0	1
"s.552"	0	1
"s.554"	0	1
"s.555"	0	1
"s.556"	0	1
"s.557"	0	1
"s.558"	0	1
"s.561"	0	1
"s.562"	0	1
"s.564"	0	1
"s.565"	0	1
"s.566"	0	1
"s.567"	0	1
"s.568"	0	1
"s.569"	0	1
"s.571"	0	1
"s.572"	0	1
"s.573"	0	1
"s.574"	0	1
"s.575"	0	1
"s.576"	0	1
"s.577"	0	1
"s.578"	0	1
"s.580"	0	1
"s.582"	0	1
"s.585"	0	1
"s.586"	0	1
"s.587"	0	1
"s.588"	0	1
"s.589"	0	1
"s.592"	0	1
"s.593"	0	1
"s.595"	0	1
"s.596"	0	1
"s.597"	0	1
"s.599"	0	1
"s.600"	0	1
"s.601"	0	1
"s.602"	0	1
"s.603"	0	1
"s.604"	0	1
"s.606"	0	1
"s.607"	0	1
"s.608"	0	1
"s.609"	0	1
"s.610"	0	1
"s.611"	0	1
"s.612"	0	1
"s.613"	0	1
"s.615"	0	1
"s.616"	0	1
"s.617"	0	1
"s.618"	0	1
"s.619"	0	1
"s.620"	0	1
"s.622"	0	1
"s.623"	0	1
"s.624"	0	1
"s.625"	0	1
"s.629"	0	1
"s.633"	0	1
"s.634"	0	1
"s.636"	0	1
"s.637"	0	1
"s.639"	0	1
"s.640"	0	1
"s.643"	0	1
"s.644"	0	1
"s.645"	0	1
"s.646"	0	1
"s.647"	0	1
"s.648"	0	1
"s.649"	0	1
"s.650"	0	1
"s.651"	0	1
"s.652"	0	1
"s.653"	0	1
"s.654"	0	1
"s.656"	0	1
"s.658"	0	1
"s.659"	0	1
"s.660"	0	1
