"A"	"B"
"s.470"	1	0
"s.473"	1	0
"s.475"	1	0
"s.477"	1	0
"s.478"	1	0
"s.479"	1	0
"s.480"	1	0
"s.481"	1	0
"s.482"	1	0
"s.483"	1	0
"s.486"	1	0
"s.487"	1	0
"s.488"	1	0
"s.490"	1	0
"s.492"	1	0
"s.493"	1	0
"s.494"	1	0
"s.495"	1	0
"s.496"	1	0
"s.497"	1	0
"s.499"	1	0
"s.500"	1	0
"s.501"	1	0
"s.503"	1	0
"s.504"	1	0
"s.505"	1	0
"s.506"	1	0
"s.507"	1	0
"s.508"	1	0
"s.510"	1	0
"s.511"	1	0
"s.512"	1	0
"s.513"	1	0
"s.514"	1	0
"s.516"	1	0
"s.518"	1	0
"s.519"	1	0
"s.520"	1	0
"s.521"	1	0
"s.522"	1	0
"s.524"	1	0
"s.526"	1	0
"s.527"	1	0
"s.528"	1	0
"s.530"	1	0
"s.531"	1	0
"s.532"	1	0
"s.533"	1	0
"s.534"	1	0
"s.536"	1	0
"s.537"	1	0
"s.538"	1	0
"s.539"	1	0
"s.540"	1	0
"s.542"	1	0
"s.543"	1	0
"s.544"	1	0
"s.545"	1	0
"s.546"	1	0
"s.547"	1	0
"s.548"	1	0
"s.549"	1	0
"s.550"	1	0
"s.552"	1	0
"s.553"	1	0
"s.554"	1	0
"s.555"	1	0
"s.556"	1	0
"s.557"	1	0
"s.558"	1	0
"s.560"	1	0
"s.561"	1	0
"s.562"	1	0
"s.563"	1	0
"s.564"	1	0
"s.565"	1	0
"s.566"	1	0
"s.567"	1	0
"s.568"	1	0
"s.569"	1	0
"s.570"	1	0
"s.571"	1	0
"s.572"	1	0
"s.573"	1	0
"s.574"	1	0
"s.576"	1	0
"s.577"	1	0
"s.578"	1	0
"s.579"	1	0
"s.580"	1	0
"s.582"	1	0
"s.585"	1	0
"s.587"	1	0
"s.588"	1	0
"s.589"	1	0
"s.591"	1	0
"s.592"	1	0
"s.593"	1	0
"s.594"	1	0
"s.597"	1	0
"s.598"	1	0
"s.599"	1	0
"s.601"	1	0
"s.602"	1	0
"s.604"	1	0
"s.606"	1	0
"s.607"	1	0
"s.608"	1	0
"s.609"	1	0
"s.610"	1	0
"s.611"	1	0
"s.613"	1	0
"s.614"	1	0
"s.615"	1	0
"s.617"	1	0
"s.618"	1	0
"s.620"	1	0
"s.622"	1	0
"s.623"	1	0
"s.624"	1	0
"s.625"	1	0
"s.626"	1	0
"s.628"	1	0
"s.629"	1	0
"s.630"	1	0
"s.631"	1	0
"s.633"	1	0
"s.634"	1	0
"s.637"	1	0
"s.638"	1	0
"s.639"	1	0
"s.640"	1	0
"s.641"	1	0
"s.642"	1	0
"s.643"	1	0
"s.645"	1	0
"s.647"	1	0
"s.648"	1	0
"s.650"	1	0
"s.651"	1	0
"s.652"	1	0
"s.654"	1	0
"s.655"	1	0
"s.657"	1	0
"s.658"	1	0
"s.659"	1	0
"s.660"	1	0
"s.661"	1	0
"s.662"	1	0
"s.664"	1	0
"s.665"	1	0
"s.666"	1	0
"s.667"	1	0
"s.669"	1	0
"s.670"	1	0
"s.671"	1	0
"s.672"	1	0
"s.673"	1	0
"s.674"	1	0
"s.675"	1	0
"s.676"	1	0
"s.677"	1	0
"s.678"	1	0
"s.679"	1	0
"s.680"	1	0
"s.681"	1	0
"s.682"	1	0
"s.684"	1	0
"s.685"	1	0
"s.686"	1	0
"s.689"	1	0
"s.690"	1	0
"s.692"	1	0
"s.693"	1	0
"s.694"	1	0
"s.695"	1	0
"s.696"	1	0
"s.697"	1	0
"s.698"	1	0
"s.700"	1	0
"s.701"	1	0
"s.702"	1	0
"s.703"	1	0
"s.704"	1	0
"s.707"	1	0
"s.709"	1	0
"s.710"	1	0
"s.711"	1	0
"s.712"	1	0
"s.713"	1	0
"s.714"	1	0
"s.715"	1	0
"s.716"	1	0
"s.718"	1	0
"s.719"	1	0
"s.720"	1	0
"s.721"	1	0
"s.723"	1	0
"s.726"	1	0
"s.727"	1	0
"s.728"	1	0
"s.729"	1	0
"s.730"	1	0
"s.731"	1	0
"s.732"	1	0
"s.733"	1	0
"s.734"	1	0
"s.736"	1	0
"s.737"	1	0
"s.738"	1	0
"s.739"	1	0
"s.740"	1	0
"s.741"	1	0
"s.742"	1	0
"s.743"	1	0
"s.744"	1	0
"s.745"	1	0
"s.746"	1	0
"s.748"	1	0
"s.749"	1	0
"s.750"	1	0
"s.751"	1	0
"s.752"	1	0
"s.753"	1	0
"s.754"	1	0
"s.755"	1	0
"s.756"	1	0
"s.757"	1	0
"s.758"	1	0
"s.759"	1	0
"s.760"	1	0
"s.764"	1	0
"s.765"	1	0
"s.766"	1	0
"s.767"	1	0
"s.770"	1	0
"s.771"	1	0
"s.772"	1	0
"s.773"	1	0
"s.774"	1	0
"s.775"	1	0
"s.777"	1	0
"s.778"	1	0
"s.779"	1	0
"s.780"	1	0
"s.781"	1	0
"s.782"	1	0
"s.783"	1	0
"s.784"	1	0
"s.785"	1	0
"s.786"	1	0
"s.787"	1	0
"s.789"	1	0
"s.790"	1	0
"s.791"	1	0
"s.793"	1	0
"s.794"	1	0
"s.795"	1	0
"s.796"	1	0
"s.797"	1	0
"s.798"	1	0
"s.799"	1	0
"s.802"	1	0
"s.803"	1	0
"s.804"	1	0
"s.805"	1	0
"s.806"	1	0
"s.807"	1	0
"s.808"	1	0
"s.810"	1	0
"s.811"	1	0
"s.813"	1	0
"s.814"	1	0
"s.815"	1	0
"s.816"	1	0
"s.817"	1	0
"s.818"	1	0
"s.819"	1	0
"s.820"	1	0
"s.821"	1	0
"s.822"	1	0
"s.824"	1	0
"s.825"	1	0
"s.826"	1	0
"s.828"	1	0
"s.829"	1	0
"s.831"	1	0
"s.832"	1	0
"s.834"	1	0
"s.835"	1	0
"s.836"	1	0
"s.838"	1	0
"s.840"	1	0
"s.841"	1	0
"s.842"	1	0
"s.843"	1	0
"s.844"	1	0
"s.845"	1	0
"s.846"	1	0
"s.847"	1	0
"s.848"	1	0
"s.849"	1	0
"s.850"	1	0
"s.851"	1	0
"s.852"	1	0
"s.853"	1	0
"s.854"	1	0
"s.855"	1	0
"s.856"	1	0
"s.857"	1	0
"s.858"	1	0
"s.860"	1	0
"s.861"	1	0
"s.862"	1	0
"s.863"	1	0
"s.864"	1	0
"s.865"	1	0
"s.866"	1	0
"s.867"	1	0
"s.868"	1	0
"s.869"	1	0
"s.870"	1	0
"s.871"	1	0
"s.872"	1	0
"s.873"	1	0
"s.874"	1	0
"s.875"	1	0
"s.877"	1	0
"s.878"	1	0
"s.879"	1	0
"s.881"	1	0
"s.882"	1	0
"s.883"	1	0
"s.884"	1	0
"s.885"	1	0
"s.886"	1	0
"s.887"	1	0
"s.888"	1	0
"s.889"	1	0
"s.890"	1	0
"s.891"	1	0
"s.892"	1	0
"s.894"	1	0
"s.895"	1	0
"s.896"	1	0
"s.897"	1	0
"s.900"	1	0
"s.903"	1	0
"s.904"	1	0
"s.905"	1	0
"s.907"	1	0
"s.908"	1	0
"s.909"	1	0
"s.911"	1	0
"s.912"	1	0
"s.913"	1	0
"s.915"	1	0
"s.916"	1	0
"s.917"	1	0
"s.918"	1	0
"s.919"	1	0
"s.920"	1	0
"s.921"	1	0
"s.922"	1	0
"s.923"	1	0
"s.925"	1	0
"s.926"	1	0
"s.927"	1	0
"s.928"	1	0
"s.930"	1	0
"s.931"	1	0
"s.932"	1	0
"s.933"	1	0
"s.934"	1	0
"s.935"	1	0
"s.936"	1	0
"s.937"	1	0
"s.938"	1	0
"s.939"	1	0
"s.941"	1	0
"s.942"	1	0
"s.943"	1	0
"s.945"	1	0
"s.946"	1	0
"s.947"	1	0
"s.948"	1	0
"s.950"	1	0
"s.951"	1	0
"s.952"	1	0
"s.953"	1	0
"s.955"	1	0
"s.956"	1	0
"s.957"	1	0
"s.958"	1	0
"s.959"	1	0
"s.960"	1	0
"s.961"	1	0
"s.962"	1	0
"s.963"	1	0
"s.964"	1	0
"s.966"	1	0
"s.967"	1	0
"s.968"	1	0
"s.969"	1	0
"s.970"	1	0
"s.971"	1	0
"s.972"	1	0
"s.973"	1	0
"s.975"	1	0
"s.976"	1	0
"s.977"	1	0
"s.978"	1	0
"s.980"	1	0
"s.981"	1	0
"s.982"	1	0
"s.983"	1	0
"s.985"	1	0
"s.986"	1	0
"s.987"	1	0
"s.988"	1	0
"s.990"	1	0
"s.991"	1	0
"s.992"	1	0
"s.993"	1	0
"s.995"	1	0
"s.997"	1	0
"s.998"	1	0
"s.1000"	1	0
"s.1001"	1	0
"s.1002"	1	0
"s.1003"	1	0
"s.1004"	1	0
"s.1005"	1	0
"s.1006"	1	0
"s.1007"	1	0
"s.1009"	1	0
"s.1010"	1	0
"s.1011"	1	0
"s.1012"	1	0
"s.1013"	1	0
"s.1014"	1	0
"s.1015"	1	0
"s.1016"	1	0
"s.1017"	1	0
"s.1018"	1	0
"s.1019"	1	0
"s.1020"	1	0
"s.1021"	1	0
"s.1022"	1	0
"s.1023"	1	0
"s.1024"	1	0
"s.1026"	1	0
"s.1027"	1	0
"s.1029"	1	0
"s.1030"	1	0
"s.1032"	1	0
"s.1034"	1	0
"s.1036"	1	0
"s.1037"	1	0
"s.1039"	1	0
"s.1040"	1	0
"s.1041"	1	0
"s.1042"	1	0
"s.1043"	1	0
"s.1044"	1	0
"s.1045"	1	0
"s.1047"	1	0
"s.1048"	1	0
"s.1050"	1	0
"s.1051"	1	0
"s.1053"	1	0
"s.1054"	1	0
"s.1055"	1	0
"s.1056"	1	0
"s.1057"	1	0
"s.1058"	1	0
"s.1059"	1	0
"s.1060"	1	0
"s.1061"	1	0
"s.1062"	1	0
"s.1063"	1	0
"s.1064"	1	0
"s.1065"	1	0
"s.1066"	1	0
"s.1067"	1	0
"s.1068"	1	0
"s.1069"	1	0
"s.1070"	1	0
"s.1072"	1	0
"s.1074"	1	0
"s.1075"	1	0
"s.1076"	1	0
"s.1077"	1	0
"s.1078"	1	0
"s.1080"	1	0
"s.1082"	1	0
"s.1083"	1	0
"s.1084"	1	0
"s.1085"	1	0
"s.1086"	1	0
"s.1087"	1	0
"s.1088"	1	0
"s.1089"	1	0
"s.1090"	1	0
"s.1091"	1	0
"s.1092"	1	0
"s.1093"	1	0
"s.1094"	1	0
"s.1095"	1	0
"s.1096"	1	0
"s.1097"	1	0
"s.1098"	1	0
"s.1099"	1	0
"s.1100"	1	0
"s.1101"	1	0
"s.1103"	1	0
"s.1104"	1	0
"s.1105"	1	0
"s.1106"	1	0
"s.1108"	1	0
"s.1109"	1	0
"s.1111"	1	0
"s.1112"	1	0
"s.1115"	1	0
"s.1116"	1	0
"s.1117"	1	0
"s.1118"	1	0
"s.1119"	1	0
"s.1120"	1	0
"s.1121"	1	0
"s.1124"	1	0
"s.1125"	1	0
"s.1126"	1	0
"s.1127"	1	0
"s.1128"	1	0
"s.1129"	1	0
"s.1130"	1	0
"s.1131"	1	0
"s.1134"	1	0
"s.1135"	1	0
"s.1136"	1	0
"s.1137"	1	0
"s.1140"	1	0
"s.1142"	1	0
"s.1143"	1	0
"s.1144"	1	0
"s.1145"	1	0
"s.1146"	1	0
"s.1147"	1	0
"s.1148"	1	0
"s.1149"	1	0
"s.1150"	1	0
"s.1151"	1	0
"s.1152"	1	0
"s.1153"	1	0
"s.1154"	1	0
"s.1155"	1	0
"s.1157"	1	0
"s.1158"	1	0
"s.1159"	1	0
"s.1161"	1	0
"s.1162"	1	0
"s.1163"	1	0
"s.1164"	1	0
"s.1165"	1	0
"s.1166"	1	0
"s.1168"	1	0
"s.1169"	1	0
"s.1170"	1	0
"s.1171"	1	0
"s.1172"	1	0
"s.1173"	1	0
"s.1174"	1	0
"s.1175"	1	0
"s.1176"	1	0
"s.1177"	1	0
"s.1179"	1	0
"s.1180"	1	0
"s.1181"	1	0
"s.1184"	1	0
"s.1185"	1	0
"s.1186"	1	0
"s.1187"	1	0
"s.1188"	1	0
"s.1189"	1	0
"s.1190"	1	0
"s.1191"	1	0
"s.1192"	1	0
"s.1193"	1	0
"s.1194"	1	0
"s.1195"	1	0
"s.1196"	1	0
"s.1197"	1	0
"s.1199"	1	0
"s.1200"	1	0
"s.1202"	1	0
"s.1203"	1	0
"s.1204"	1	0
"s.1206"	1	0
"s.1207"	1	0
"s.1208"	1	0
"s.1209"	1	0
"s.1210"	1	0
"s.1211"	1	0
"s.1212"	1	0
"s.1213"	1	0
"s.1214"	1	0
"s.1216"	1	0
"s.1217"	1	0
"s.1218"	1	0
"s.1219"	1	0
"s.1221"	1	0
"s.1222"	1	0
"s.1223"	1	0
"s.1224"	1	0
"s.1226"	1	0
"s.1227"	1	0
"s.1228"	1	0
"s.1229"	1	0
"s.1232"	1	0
"s.1233"	1	0
"s.1237"	1	0
"s.1238"	1	0
"s.1239"	1	0
"s.1240"	1	0
"s.1241"	1	0
"s.1242"	1	0
"s.1243"	1	0
"s.1244"	1	0
"s.1245"	1	0
"s.1246"	1	0
"s.1247"	1	0
"s.1249"	1	0
"s.1250"	1	0
"s.1254"	1	0
"s.1255"	1	0
"s.1256"	1	0
"s.1257"	1	0
"s.1258"	1	0
"s.1259"	1	0
"s.1260"	1	0
"s.1261"	1	0
"s.1262"	1	0
"s.1263"	1	0
"s.1264"	1	0
"s.1265"	1	0
"s.1266"	1	0
"s.1267"	1	0
"s.1268"	1	0
"s.1269"	1	0
"s.1270"	1	0
"s.1271"	1	0
"s.1272"	1	0
"s.1273"	1	0
"s.1275"	1	0
"s.1276"	1	0
"s.1277"	1	0
"s.1278"	1	0
"s.1279"	1	0
"s.1280"	1	0
"s.1281"	1	0
"s.1282"	1	0
"s.1283"	1	0
"s.1284"	1	0
"s.1285"	1	0
"s.1286"	1	0
"s.1288"	1	0
"s.1289"	1	0
"s.1290"	1	0
"s.1292"	1	0
"s.1293"	1	0
"s.1294"	1	0
"s.1295"	1	0
"s.1296"	1	0
"s.1297"	1	0
"s.1298"	1	0
"s.1299"	1	0
"s.1300"	1	0
"s.1301"	1	0
"s.1302"	1	0
"s.1303"	1	0
"s.1305"	1	0
"s.1306"	1	0
"s.1307"	1	0
"s.1308"	1	0
"s.1310"	1	0
"s.1312"	1	0
"s.1313"	1	0
"s.1314"	1	0
"s.1315"	1	0
"s.1317"	1	0
"s.1318"	1	0
"s.1319"	1	0
"s.1320"	1	0
"s.1321"	1	0
"s.1322"	1	0
"s.1323"	1	0
"s.1324"	1	0
"s.1325"	1	0
"s.1326"	1	0
"s.1327"	1	0
"s.1328"	1	0
"s.1329"	1	0
"s.1330"	1	0
"s.1331"	1	0
"s.1332"	1	0
"s.1333"	1	0
"s.1334"	1	0
"s.1335"	1	0
"s.1336"	1	0
"s.1337"	1	0
"s.1338"	1	0
"s.1339"	1	0
"s.1340"	1	0
"s.1341"	1	0
"s.1342"	1	0
"s.1343"	1	0
"s.1344"	1	0
"s.1345"	1	0
"s.1346"	1	0
"s.1347"	1	0
"s.1348"	1	0
"s.1350"	1	0
"s.1351"	1	0
"s.1352"	1	0
"s.1353"	1	0
"s.1354"	1	0
"s.1355"	1	0
"s.1356"	1	0
"s.1357"	1	0
"s.1358"	1	0
"s.1359"	1	0
"s.1360"	1	0
"s.1362"	1	0
"s.1363"	1	0
"s.1364"	1	0
"s.1365"	1	0
"s.1366"	1	0
"s.1367"	1	0
"s.1369"	1	0
"s.1370"	1	0
"s.1371"	1	0
"s.1372"	1	0
"s.1373"	1	0
"s.1374"	1	0
"s.1375"	1	0
"s.1376"	1	0
"s.1378"	1	0
"s.1380"	1	0
"s.1381"	1	0
"s.1382"	1	0
"s.1383"	1	0
"s.1384"	1	0
"s.1385"	1	0
"s.1387"	1	0
"s.1388"	1	0
"s.1392"	1	0
"s.1393"	1	0
"s.1394"	1	0
"s.1395"	1	0
"s.1396"	1	0
"s.1398"	1	0
"s.1399"	1	0
"s.1401"	1	0
"s.1402"	1	0
"s.1404"	1	0
"s.1405"	1	0
"s.1406"	1	0
"s.1408"	1	0
"s.1409"	1	0
"s.1411"	1	0
"s.1414"	1	0
"s.1415"	1	0
"s.1416"	1	0
"s.1417"	1	0
"s.1418"	1	0
"s.1419"	1	0
"s.1420"	1	0
"s.1421"	1	0
"s.1422"	1	0
"s.1423"	1	0
"s.1424"	1	0
"s.1425"	1	0
"s.1427"	1	0
"s.1428"	1	0
"s.1429"	1	0
"s.1430"	1	0
"s.1431"	1	0
"s.1432"	1	0
"s.1433"	1	0
"s.1436"	1	0
"s.1438"	1	0
"s.1440"	1	0
"s.1441"	1	0
"s.1442"	1	0
"s.1444"	1	0
"s.1445"	1	0
"s.1447"	1	0
"s.1448"	1	0
"s.1450"	1	0
"s.1451"	1	0
"s.1452"	1	0
"s.1453"	1	0
"s.1454"	1	0
"s.1455"	1	0
"s.1456"	1	0
"s.1457"	1	0
"s.1458"	1	0
"s.1459"	1	0
"s.1460"	1	0
"s.1461"	1	0
"s.1462"	1	0
"s.1463"	1	0
"s.1464"	1	0
"s.1467"	1	0
"s.1468"	1	0
"s.1469"	1	0
"s.1470"	1	0
"s.1471"	1	0
"s.1472"	1	0
"s.1473"	1	0
"s.1474"	1	0
"s.1475"	1	0
"s.1476"	1	0
"s.1477"	1	0
"s.1478"	1	0
"s.1479"	1	0
"s.1480"	1	0
"s.1481"	1	0
"s.1482"	1	0
"s.1484"	1	0
"s.1486"	1	0
"s.1487"	1	0
"s.1488"	1	0
"s.1489"	1	0
"s.1490"	1	0
"s.1491"	1	0
"s.1493"	1	0
"s.1494"	1	0
"s.1495"	1	0
"s.1496"	1	0
"s.1497"	1	0
"s.1498"	1	0
"s.1499"	1	0
"s.1500"	1	0
"s.1501"	1	0
"s.1502"	1	0
"s.1503"	1	0
"s.1504"	1	0
"s.1505"	1	0
"s.1506"	1	0
"s.1507"	1	0
"s.1508"	1	0
"s.1509"	1	0
"s.1510"	1	0
"s.1512"	1	0
"s.1513"	1	0
"s.1514"	1	0
"s.1515"	1	0
"s.1517"	1	0
"s.1519"	1	0
"s.1522"	1	0
"s.1523"	1	0
"s.1524"	1	0
"s.1527"	1	0
"s.1528"	1	0
"s.1529"	1	0
"s.1530"	1	0
"s.1531"	1	0
"s.1533"	1	0
"s.1534"	1	0
"s.1535"	1	0
"s.1536"	1	0
"s.1537"	1	0
"s.1538"	1	0
"s.1540"	1	0
"s.1544"	1	0
"s.1545"	1	0
"s.1546"	1	0
"s.1547"	1	0
"s.1548"	1	0
"s.1549"	1	0
"s.1550"	1	0
"s.1551"	1	0
"s.1552"	1	0
"s.1553"	1	0
"s.1554"	1	0
"s.1555"	1	0
"s.1556"	1	0
"s.1557"	1	0
"s.1558"	1	0
"s.1559"	1	0
"s.1560"	1	0
"s.1561"	1	0
"s.1562"	1	0
"s.1563"	1	0
"s.1564"	1	0
"s.1565"	1	0
"s.1566"	1	0
"s.1567"	1	0
"s.1568"	1	0
"s.1571"	1	0
"s.1574"	1	0
"s.1575"	1	0
"s.1576"	1	0
"s.1577"	1	0
"s.1578"	1	0
"s.1579"	1	0
"s.1580"	1	0
"s.1581"	1	0
"s.1582"	1	0
"s.1583"	1	0
"s.1584"	1	0
"s.1585"	1	0
"s.1587"	1	0
"s.1588"	1	0
"s.1589"	1	0
"s.1590"	1	0
"s.1591"	1	0
"s.1593"	1	0
"s.1594"	1	0
"s.1595"	1	0
"s.1596"	1	0
"s.1598"	1	0
"s.1599"	1	0
"s.1600"	1	0
"s.1603"	1	0
"s.1604"	1	0
"s.1605"	1	0
"s.1606"	1	0
"s.1607"	1	0
"s.1608"	1	0
"s.1609"	1	0
"s.1610"	1	0
"s.1611"	1	0
"s.1612"	1	0
"s.1613"	1	0
"s.1614"	1	0
"s.1615"	1	0
"s.1616"	1	0
"s.1618"	1	0
"s.1619"	1	0
"s.1620"	1	0
"s.1621"	1	0
"s.1622"	1	0
"s.1623"	1	0
"s.1625"	1	0
"s.1626"	1	0
"s.1627"	1	0
"s.1628"	1	0
"s.1629"	1	0
"s.1630"	1	0
"s.1631"	1	0
"s.1633"	1	0
"s.1634"	1	0
"s.1635"	1	0
"s.1636"	1	0
"s.1637"	1	0
"s.1638"	1	0
"s.1639"	1	0
"s.1640"	1	0
"s.1641"	1	0
"s.1642"	1	0
"s.1643"	1	0
"s.1644"	1	0
"s.1645"	1	0
"s.1648"	1	0
"s.1649"	1	0
"s.1650"	1	0
"s.1651"	1	0
"s.1652"	1	0
