"s.2"	"s.4"	"s.5"	"s.9"	"s.12"	"s.16"	"s.23"	"s.25"	"s.29"	"s.30"	"s.33"	"s.35"	"s.37"	"s.38"	"s.42"	"s.45"	"s.49"	"s.56"	"s.58"	"s.62"	"s.63"	"s.66"
"prt11"	0.575540476952228	0.995174990303941	1.32485803280234	1.00940637867951	1.66028975537726	0.0549483865648525	0.43836285200816	3.09887441831804	2.7351077278727	NA	-0.907962890861802	-0.848176425263811	0.534354471068701	0.00298362939993971	2.05237210917508	-0.580502686866547	-1.08077450205693	2.10599819821721	-0.366505108273537	-1.36012287413611	NA	-0.710894366588372
"prt12"	2.49370144343017	-0.09550666685525	0.68656354709862	2.29139952267971	3.89638165302323	1.56045410793326	1.3225949082401	1.19993147250853	2.30543552727928	3.09946849337336	1.47408408558011	-0.165515057311967	NA	0.0509137709743582	-0.339863706007361	0.54984337442942	2.46903507903516	-0.462452571306991	NA	0.358093705196473	0.311783709061525	1.21099389804924
"prt13"	3.37913900093435	1.4523574482201	1.44844262048084	2.44250146760176	2.79915760442916	0.696034347566156	NA	NA	-1.38707709402205	5.17962749499302	NA	-0.334043248409831	2.16723726406821	NA	3.04342955444115	0.93410671966947	2.28871572264896	0.840713261961651	1.37054923972749	0.955754588256585	-0.494601669530073	2.26734924970677
"prt14"	-1.56345814567169	-2.00046272181878	0.0736338248743028	-1.35536951891692	-1.79476134472217	NA	0.169020269258184	-2.2100069078742	-1.71867004448847	-0.738967530504086	-0.950471198839517	-2.7338733198622	-2.00118763369242	NA	-2.0272797399133	-2.45667704258569	-1.62367218534038	NA	NA	-0.827878405861914	-2.36799351359992	-2.42007450492214
"prt15"	6.69955574428315	2.7953276319664	-0.377904855192029	3.85809765568461	4.77832900423653	2.92895723433821	NA	7.20262128138765	6.00488260562457	0.650475523055401	NA	4.86668842557633	-0.512637533557471	0.988025281907919	NA	-0.775888114851539	-1.01400848358164	NA	1.50482355323528	2.21023750906425	1.90997790198807	6.74066600553012
"prt16"	0.906108454944221	1.91161772850823	2.04246810849705	4.05187412846456	-1.41233616328628	0.548273305722511	NA	1.85354170482391	0.944248537554831	3.3312149326684	-0.992059832237244	-1.83783607980649	0.474411597964861	0.980376139941363	-0.332477788237116	NA	2.89708903180557	5.36156824883492	4.94007995482412	2.65645522848586	-0.900170819073407	NA
"prt17"	1.18631086895557	0.655410121644863	1.83894569179176	0.266971302206349	0.801166488421901	0.0709508343219784	0.482506168450218	1.06880656909954	1.39913427755183	-0.455745974541271	2.00263316427594	NA	-0.344284536347147	-0.425446271464553	-0.0447898673850385	-0.577296410074833	1.49510126867132	-0.26226122166401	0.723308718100933	-0.519032991124412	0.155442040688451	1.26939977219618
"prt18"	NA	0.23513491453738	-0.0368753081756231	-0.762240149910048	1.52732913681784	-0.147290995231031	NA	-0.889066355252953	0.582720148252724	0.889898866316542	0.544940304457722	-2.29282080101871	-0.20408126034804	-4.82354142881388	-1.79915645890659	-0.777464268032325	-1.59549568713199	-1.19970257142559	-1.29757725805723	-2.27449515702374	-0.981699271193161	0.613090998350569
"prt19"	-1.31003861296396	-2.37503537889066	NA	NA	-2.08304723377294	-2.76408852311982	-0.0157499424450584	NA	NA	-1.94824620430574	NA	NA	NA	NA	-3.59491540718563	-2.40182713127914	NA	NA	-2.59917677998758	-1.73180582507918	-0.808839730546949	-2.84567670860163
"prt20"	2.80924237950804	-1.0755355779612	3.61441281770035	NA	4.65478660557551	1.52131349323257	5.5224519477085	-1.255927403403	2.71151400152691	1.52572714970152	3.09727687357273	NA	1.15369664251085	-1.23638785615254	1.39679950877848	0.961799498273225	-0.747207608981644	NA	-2.35336788277559	-0.919469746372438	-2.92614737207493	NA
"prt21"	4.05857950760504	NA	-1.32490508513952	0.609107522261909	-1.29316738157584	-2.29739024930015	-0.815590624897002	-2.12297325202109	-1.13986372983412	0.959052684257799	-1.60576566141336	-2.02401756104243	NA	-2.48297181827689	-4.47761698252363	NA	-3.35373708696115	-1.74592322913559	NA	NA	NA	NA
"prt22"	0.32895587415307	NA	1.43272119642398	-1.57465962353882	0.387469136959946	0.336625231882912	NA	-0.508089110736894	1.21084389217492	NA	-0.744154708060626	-1.55234093914881	NA	-1.17373742337335	-0.82901103656013	-1.79694283076321	-1.6997583865517	NA	-0.859229390255147	-1.36711560763263	NA	0.468516916707749
"prt23"	NA	-6.02613141971363	-6.08321949560074	NA	NA	-0.704621700163849	-1.90737332456239	-4.38878384059272	-3.33409835742281	-2.064537584378	-5.01578439315178	-5.62543512452514	-1.57621213728544	NA	-3.90704764266928	NA	-3.80026677426736	-7.68556304418628	NA	-5.81244477139245	-4.34621568667976	NA
"prt24"	-1.24433478644774	-1.80545471621293	-0.824441992495579	-0.932559545685631	1.33668897231787	-1.30318663625024	NA	-0.801934679176817	-0.523495959481518	-2.26958355540219	-0.639489471545787	-3.07088603063296	-2.37694161804557	0.463419671991825	-2.02262625592791	-2.52442188205882	-3.63675094890694	-2.32214395269654	-3.78723064566142	1.31533552765392	-3.0753210860229	-2.21066731995719
"prt25"	-1.28009095950466	NA	NA	-0.963454905206155	-2.41257296962802	-1.16256187369701	-2.43965689769279	NA	NA	-3.31224975015814	NA	NA	-1.99856933653653	-2.5386608951845	-2.62736911075253	-2.77356904830929	-3.76787142298831	NA	-3.25295839666689	NA	NA	-2.86461082084988
"prt26"	1.07957625680748	0.462526255326026	-1.00863952686306	NA	-4.62876903837514	NA	NA	-1.79602698574658	-0.740884044418557	-3.45636272374196	NA	-5.74598490227206	-6.01512093649649	NA	NA	-1.71238913884411	-4.20379555960964	-2.60422802359027	-2.84589890548174	-6.39429614384737	-2.06574796366626	-2.2452432644426
"prt27"	-1.51940904424406	NA	-1.63597954743138	NA	-1.845639549119	NA	-6.90164327965408	-2.10810615272562	NA	NA	NA	0.170321497344925	-4.46598912562557	NA	NA	NA	NA	-7.75840391763646	NA	-6.58175030035809	-4.56899795382666	-4.39750629387386
"prt28"	0.636222988907703	1.62060026677208	1.0438703075481	0.80988021523119	-0.365205806027394	-0.726682127965909	0.0787570339618103	0.742619801774745	0.382316401139986	0.365809106039043	NA	-1.94847261512185	-0.141370430007925	NA	-1.60568250955234	NA	-0.415598599888902	0.756553178496054	0.304179121571617	-1.70412753280098	0.0326318225679859	-1.50544755140279
"prt29"	NA	NA	-1.48847313644034	0.527149018034092	-1.53067144139065	-2.48238036461098	-3.79626913286994	-1.83669848270643	0.834442862111525	-4.29577763034362	-1.54855031524017	-4.21942672345243	-1.64064820158315	-5.42516113122451	NA	-2.23928745780908	-5.75591224304842	-0.579814727843624	NA	0.142679572682483	NA	NA
"prt30"	NA	3.34465012172802	NA	-1.97505172461825	-0.8824060685213	-7.72748268638035	1.86818315669103	1.30518857027889	-0.144813887534384	-2.609204859716	-5.76091394905722	-4.16498149891854	NA	-1.4711994592703	NA	-4.33365682464075	-9.78892341843449	NA	-0.557225200538021	-1.31351305443933	NA	NA
"prt31"	5.71746450649505	2.79786419152373	3.05911005328366	3.25998213072294	2.75409328869811	3.51483569409934	4.71050114950167	NA	4.00189814291172	2.82306459927745	2.3618208832124	2.94058901448385	NA	NA	2.30418642186389	3.94442861429141	1.13457421740557	2.65172603490356	3.1907429640399	1.47153598797868	3.09831251797528	NA
"prt32"	1.89093440771473	1.09147956004784	0.573138752460979	3.90784776152938	0.0632317157584149	2.22309148310396	1.39224265858154	2.48053486230987	2.57478536239639	1.34406348370949	1.45714335526918	NA	-0.12769770818703	NA	0.502076357038442	2.82117646747211	0.725600610495969	3.23390179573537	0.695013049330716	1.11086901017959	1.31962027257724	-0.125392915470882
"prt33"	-2.30800295057082	NA	-1.53396562784484	-0.986077571350087	1.04963962779647	0.423779239202668	NA	-1.86604127435559	NA	NA	NA	-2.40486871597029	NA	-1.75570989100356	-4.02611040146294	NA	-2.19291492675541	NA	NA	-3.66465915256006	-1.68455486219545	-1.60818845530823
"prt34"	3.73654463103016	4.7307590823359	3.59513433024776	3.1808454018123	6.60007565732385	6.34132437504962	5.53492793183185	5.41800665921734	5.63996827007675	5.14498505184663	4.9286380582338	3.65218691390227	NA	4.37285180722714	2.7829610093136	4.77133475102646	5.46356993660134	4.97670109604005	3.87166050886577	NA	4.36322441744641	3.26844132183625
"prt35"	1.54720187735742	2.42512563774483	NA	NA	NA	2.69271966912228	NA	1.17255680931834	0.329285034234826	0.914156501014311	0.00711989379179932	-1.07650287026432	0.595567278593955	NA	-0.529561735366734	0.0602300342855521	NA	-0.290251986819219	0.344882702213636	-1.00874836628962	0.27973035504911	NA
"prt36"	-0.45783675087992	1.80717769026964	NA	-0.270006632103732	-0.649492119715799	0.994433397739608	3.07322099229224	1.18207327112754	NA	2.95437720989827	NA	1.30385374059585	0.107922162750785	3.526522510352	0.843114811074234	2.13612697168489	-0.903982739312913	1.96122183536714	1.89917238164551	1.23629314244986	3.54521651166667	1.54365958036262
"prt37"	1.59093227600823	1.861540027957	1.27407000647329	4.40065681866116	NA	2.37409817676914	2.97704869518531	2.16554732149788	0.765189105017591	0.389065445635809	3.94346069760199	NA	2.55594348281875	0.148628234289787	0.737271129911673	-1.28043922788311	2.11981690195724	NA	1.56588998976941	1.00632871230637	-0.281789296148118	1.78843824340905
"prt38"	1.31613073116654	-0.826907386955671	0.683372577343318	NA	NA	3.05933043729294	2.40053766014401	3.37354673857137	NA	0.946378407752495	3.20573383469702	1.84103805613407	-0.0310150437823315	0.129287348608943	-1.05574636856049	NA	1.98046019487654	2.28719728899388	3.20571833827157	-0.103890179006631	0.666753327262984	0.660617155646583
"prt39"	3.3682831254357	2.59836781755945	1.60612027333157	2.47767900324583	2.69014331285522	3.1106017387168	2.18608005969641	0.863142803520341	1.25515576245551	2.16840431611066	2.90126800055078	1.1654864162862	-0.448951058682829	1.39639698014206	1.66431292519463	1.94740373344521	1.63757821535796	2.60630591800737	2.67273315672129	1.69784224727828	2.350299454477	0.558451820927122
"prt40"	1.57353403349003	2.9749464953544	-0.641107788868546	3.25895545598395	-0.0711061712660719	NA	0.813093782382882	NA	-0.840578889577925	-0.41426449199909	0.801489007072104	1.02027980065943	-1.93935124491841	0.795028816431213	1.06273204069984	NA	-0.828351354623819	0.57511203377348	1.09398811548091	-0.288139023074978	-0.179561541558857	-0.431498992927875
"prt41"	NA	-0.521272050713964	5.20815008314114	2.55945823600058	-0.524988293308306	4.52835976784858	5.30719732479055	4.44592600723223	4.70433283916365	1.38410863019856	0.178688058447698	NA	2.39611297854046	3.18268523994105	NA	2.41714333400467	2.36751703263759	0.995520525533469	NA	NA	1.87187219029889	3.40068986316982
"prt42"	0.162549737260032	NA	0.746156917829127	0.124856849645904	1.012664402142	-1.38776619861843	1.83624297910741	-0.137915876579147	-1.21910346582772	-0.928022228736009	0.477603852459728	-2.12514429086288	-1.86691274507106	NA	NA	-0.586015301438121	NA	-1.82179886749519	-0.77974176438298	-1.822483820973	-0.63242361600422	-1.03756361054546
"prt43"	2.89954116560798	5.11144948639027	3.27879634262758	2.69659433561024	3.66220283227658	2.35278635924302	4.76331077130267	2.38571913953691	3.2279768735243	3.52094878220809	3.465851539547	2.96953112884141	2.574954276179	2.46079482192578	NA	3.80191609024521	1.60525523747016	NA	NA	3.68887099331697	2.19172943518926	1.92786001183258
"prt44"	NA	0.837967120750991	-1.80651770117737	1.56066770925813	-1.96680766806932	-1.69356962728127	-0.604550099221544	0.704111821567754	-1.34897305359206	2.53111657367138	-2.02500679157139	NA	-0.439299997270516	0.782780473876916	NA	-2.24276629892044	-1.79565565053741	-2.84986726737571	-0.989724722192319	NA	NA	-1.0477520889434
"prt45"	-1.42545839718095	8.20260248733395	6.30569462365221	2.52459914940837	NA	3.0117409837476	NA	NA	13.0085090400635	3.24843408846391	0.0461763329205036	NA	3.91240334801107	2.90541198690769	3.75241033773518	10.0805675238068	5.5044666876843	8.39891303191765	11.4915124594334	13.1675237892224	NA	3.65007762063485
"prt46"	3.98928338121842	3.3832045944831	4.75281183276495	5.03189863212465	1.74249501741842	5.24961255972928	2.97098349502512	4.37568672286617	NA	4.44544656684825	2.24769148146566	3.30039713884032	3.27438595870592	1.78148189350178	2.92349338949212	2.58220785923024	1.43409104401113	2.74836759237752	NA	2.59029731736987	2.98011878746815	3.07843611783812
"prt47"	3.18806142211393	0.913385444597596	4.2911937313431	0.767484618697709	-0.477159460302691	NA	3.11064718787018	2.90589625632684	2.24502175849961	2.39338857540056	1.47608819643372	-0.479907578937622	-0.176601923251615	1.79529656341363	0.635815759512041	NA	2.86284975234669	2.43636280733453	-1.17122446506372	-1.49884862629939	-0.147196676207757	0.99334775764657
"prt48"	-4.07770845629383	0.461222642950699	-0.817842842467134	NA	NA	NA	-0.156503050392935	-1.17494108383046	NA	NA	-1.70991145540703	NA	NA	NA	-1.70537721849076	-3.93069131366009	-1.13395585214686	-2.87388675177564	0.0733686379769421	-2.06787315384876	-3.06038246554758	-2.14205304109679
"prt49"	-0.900335827218794	NA	-2.19363353381702	-1.91387176644179	-2.74108421969612	NA	-1.73575416772224	NA	-2.93400494060652	-1.80265319697136	NA	-3.72726770164145	NA	-3.9136830229179	-2.98113805278455	NA	NA	NA	-3.43628316732808	-3.82157388796046	NA	-5.74574283396095
"prt50"	NA	NA	7.17132882854033	2.79703536774368	2.69061047676119	0.830434693425826	7.38186812019926	NA	NA	6.78835950105833	7.20381234661614	3.54259165866928	2.26658483403239	NA	4.50870704279367	-1.76873021146192	1.94384674557614	4.56139784198016	0.512575026076467	NA	-0.762340307887241	4.78651877861404
"prt51"	NA	1.07510895413016	0.00257527728809842	NA	1.41295372432777	0.243473992269871	-0.753537750206414	0.788810003069839	-1.16322791425841	-1.41584724726428	-0.0523780302163742	NA	0.387126405247811	0.706932987089198	-0.330880118566345	-1.70732632406511	NA	-2.15320747249529	-1.17417773604854	-1.16772251851907	-1.05368435549547	-0.93719369469726
"prt52"	0.520961617224316	0.630122583975305	0.354190432655816	1.63437728032831	-0.39807644556825	-1.12540523654169	-0.0179848099370613	0.787886990026785	2.44098783813699	2.44097278024089	0.36042700983902	2.74505082087284	-0.0566404179526577	-0.779722185885166	NA	NA	NA	2.25018665169216	NA	1.1503766497519	-3.13553465561609	2.03854544498462
"prt53"	NA	-6.61510883547683	NA	NA	NA	NA	NA	-4.62345908926807	NA	-4.89662824128688	NA	-5.66338448192506	NA	-4.7363941907889	-5.29004026214987	-5.47633788630799	NA	NA	NA	NA	-6.29613442320101	NA
"prt54"	-2.43550506444823	NA	-3.7529019683739	-3.7743815029954	NA	-2.01192112705536	-1.92540944534542	-1.48931859635232	NA	-2.98008569055886	NA	-4.68015202466549	NA	NA	NA	-2.6493741278864	NA	-3.89429150532437	NA	-4.11929815266245	NA	-2.20279798233928
"prt55"	0.70198689104683	-1.29813022066851	-2.22464282645594	-1.32223549817802	-0.835281055717714	-1.28979056486633	-0.947731340327359	-1.40885294097156	-2.16431299130074	NA	-4.50196152155325	-1.69465668621591	NA	-2.03868108840611	-0.966815191765527	-1.05686365393358	-2.41412029796053	-0.598309013725113	NA	-1.62082483106041	-6.38810306984034	-0.830295432443116
"prt56"	NA	1.96448391850436	1.73296276744478	0.58454884275767	2.75121660950287	0.132582326321382	2.54668102548091	0.306280715775785	2.66040359553585	3.01778338698577	3.24174242782485	-0.200267524623703	-1.83539513649949	0.0205938799012164	-0.180094002148299	2.3907126897863	1.19872942197329	0.109765524410806	1.03666604705277	0.534168129468284	0.240824223734696	0.630483588489898
"prt57"	2.14213180331006	0.100887689916806	0.0460516526744627	4.39485294467749	4.55647236054763	2.07668971890237	2.50748416522908	3.46734442392365	2.49129016117505	2.80198943895659	2.45668755167595	3.59299423372175	-0.206002392491047	2.39531139082611	2.40286988673743	0.715468572647716	0.354544224080864	0.30793137588095	1.73036313194351	1.93211489678628	NA	2.69846412464749
"prt58"	-2.29208173400895	NA	-5.33212258278056	NA	-3.95293378675642	-2.16951015285186	-2.75908527686242	-4.54535758705508	NA	-3.60939092077612	NA	-4.76293551621136	-5.74432690011683	NA	NA	NA	NA	NA	NA	NA	NA	NA
"prt59"	-0.35466079445638	1.81387867870139	NA	2.94839191040767	3.43227107311327	3.91515711737422	3.54611966170859	5.33226887410127	NA	4.87742665028146	4.83018556398417	2.38162893059055	2.47366446414809	3.26752602041422	0.660553455652396	4.42400822952183	0.827339075881082	3.35243242409231	5.97788604283563	4.18181271153456	NA	5.77044617874636
"prt60"	-1.14338395415543	-0.604055530941616	NA	-3.06771345958271	NA	-1.32231051942795	-0.579654301688159	NA	-0.729715399487925	-2.41375771403449	-1.04631566469875	NA	-1.31120743801673	NA	-2.99244008323358	NA	-2.14900811874206	NA	-1.57190164343298	-1.31818379854114	-2.44082059234607	-3.72844523062949
"prt61"	NA	2.31336501310486	3.40959540536223	1.115625512538	3.45554901971871	NA	2.81914826667225	4.22275238491372	2.38348091901875	3.72757487372848	2.65259660726174	1.0256481382936	2.40512819752094	3.03398267472758	1.70306438540149	0.644510807751944	1.11081030651097	2.09908226291333	0.534473311116895	2.46689597754749	3.77689797118265	1.64102835666936
"prt62"	1.25338979647938	1.78139456517267	NA	0.0959982043755629	3.29139388601043	1.00024206886736	-0.260250260626932	-2.3840747217997	0.274895113691699	NA	0.819754366319886	-0.516406452077543	NA	-1.46704817401574	-0.499621544237605	0.755253125519603	-1.20931279839531	-1.65472532423175	-1.23247204892953	-0.628386239955666	-2.26193634067519	-0.152021207903489
"prt63"	4.93605704600191	NA	4.81372224096002	8.88297126728922	6.74015055075236	4.61378524082261	4.33191557770669	4.8097093877579	5.88156755993672	4.78183421930341	6.24415023943695	4.98963836169404	5.32821457196391	2.79184252439224	NA	NA	3.99918171438093	2.15542822558878	NA	2.51797912390051	3.83876799575807	NA
"prt64"	-3.58882196052825	NA	-6.96890290969147	NA	NA	NA	-2.75838862562018	-8.29541323875575	NA	NA	-4.4012924789603	NA	NA	NA	-4.8981340589679	NA	NA	-3.58350784655855	NA	-7.76901895096644	NA	-7.01403726820011
"prt65"	2.87308312660663	1.7178768460409	1.20054239699409	2.5265650092283	0.879567254500592	1.789254242049	2.8972372289762	3.77120831522123	2.03459639164637	NA	NA	1.51117853105828	0.0247732682212669	0.591665275686368	-1.32471805064625	-0.709521261562139	1.20277870831048	1.62082443445808	NA	1.82300549962049	0.0390290700368413	-0.0116380963621616
"prt66"	-4.35856272936795	0.193309799915073	-2.62859642988208	-1.43305808547804	1.07098249902859	0.912244668569422	-1.44624617918005	-1.67222671501848	0.27094954269887	-0.810612003147147	3.46474585327564	-3.66568785165505	-1.62339104407065	-0.90650617076717	-2.21547585648569	-0.652529669735638	0.171937048657514	NA	-0.327652038683722	1.05929575678337	-0.90690213559851	0.584646051496828
"prt67"	-1.60340436403542	NA	-0.594449671038276	-1.69850927751542	-2.03734822791324	-2.51898175657531	-2.09393786470242	NA	-1.60828560105916	-1.71256554875684	-0.941435638724744	NA	-4.55200491145643	NA	-4.23529063569166	NA	NA	-4.13717657189916	-2.87824326068589	-3.50999507984766	-1.41063776266546	-4.76819689450084
"prt68"	-1.30810338738095	NA	0.000195872421551758	-1.22887524874241	NA	NA	1.44011353260501	NA	0.435123624741968	-3.14515300660413	NA	-2.23118250794942	-0.21540143385913	-1.5049439655016	-0.579388340408414	-2.15246100523	-0.478043340884577	0.418116077986511	-0.941916871016521	-0.020145973063834	0.0133616503974702	-0.737739864817286
"prt69"	2.03195242383591	-2.32582002344223	1.36384770738733	0.979722557720151	-2.14770161705581	5.05187122290319	-0.178091335243529	0.118610093738009	1.52399860345883	-3.68717380234266	2.07946156350491	-2.71878506390573	-2.56573775951474	3.58100532876164	0.267832416549822	3.15469948336649	1.5051723222274	NA	-0.190703956121622	1.18806464946076	-0.148749143601341	0.684138136347537
"prt70"	6.17367824415565	5.60295459429805	3.50042125947364	4.68382913089212	2.97967121704166	4.30848408452677	4.4458615937783	4.23574584382167	3.55520211358449	NA	0.463050499795092	3.96643813985738	4.69962171753106	NA	4.57569514963309	NA	4.60658897839017	5.50050361893699	2.92959635865744	3.26728947593755	5.70240732795985	3.09152681683661
"prt71"	-0.934969740894975	0.666247358295573	-1.49029205903302	-1.27843088139769	NA	1.43338629872915	1.57419105474206	0.418115398559207	-0.0203995162402111	NA	0.389485278427981	-0.736988485631601	-0.865606761291318	0.603280646610484	-0.919862998015705	-1.03509578980434	-1.65015128905479	-4.48640556859314	2.05982335648099	-1.63151201672684	-2.70950187819957	NA
"prt72"	-0.0574887361109089	-1.81132629649346	-1.43376251867285	-0.807160850286017	-0.551453419572005	-1.04643724787915	NA	-0.779498773364645	-0.447704863740677	-1.21632686258121	-0.367703355112128	NA	-2.48441642444545	-0.714041316535616	-0.776331944970547	-4.12698893125916	0.3648799305611	-1.82330529082159	-1.69093063677623	-2.59245921704578	NA	-2.06387013789449
"prt73"	-0.798859888632484	-0.226278600989049	NA	NA	-1.02223334193854	NA	-0.824426063014682	0.302477281236236	-0.836385771474579	1.17968839996887	NA	-4.29017231079093	0.19810778201612	NA	-3.36378747712228	NA	NA	NA	NA	-4.99329855364063	-2.34703969074754	NA
"prt74"	4.09900794760552	NA	1.52418475307807	7.16673765347847	-0.688823810788035	NA	2.90051860273299	NA	NA	-3.48754550419828	1.89413338923345	5.55750346406627	NA	-1.82649281218017	-2.08555431733292	1.12021653026719	-2.61241211317678	-2.60421403063687	1.13234102058687	8.800502578603	-1.49708627099339	7.35768189458051
"prt75"	-2.50214809686426	-0.608410262490682	-0.826102311602055	0.489741407701666	0.891485310425031	-0.293268283386898	-2.51858166974192	0.741614464096927	-0.282278398462849	-1.08900469349267	0.529183914794272	-1.19643607767596	-0.490568117720078	-0.251459031305459	-0.131806502819542	-3.02139518407751	NA	0.926543202448034	-0.368089179051844	0.292146911073588	-0.643980665819181	-2.01007868212676
"prt76"	NA	2.79720709687274	1.83294249635561	2.34647349034816	4.37445646412474	5.8984868422015	2.5278175571745	1.44888468415607	1.96340752467582	2.63736196217652	1.93206078189581	2.89759664016155	2.03869666879095	1.15063181535823	1.6949116945195	5.14526434352985	0.991507583263358	3.55626223937607	4.6651508433643	NA	0.893929674822325	2.34263020893126
"prt77"	0.723352701563841	0.0228296471698857	5.33785813191374	3.19053091701423	3.25297732882321	1.35792124615246	NA	2.49782818015789	3.16181132745284	0.0845339090143069	NA	3.01139946935823	0.849959547438896	1.6709656152629	-0.0762045293177569	-1.99511751974364	3.30025494625391	-0.133363716199353	-0.454449509629498	3.00956696165509	0.224968820085637	0.499709599587468
"prt78"	NA	NA	6.19261513006532	5.67581908398337	0.828531483458983	5.01899044152619	-0.853755099324454	5.06100301052494	2.23417129734028	14.1300623481072	6.91992432121456	NA	4.74033549680754	7.18107089721217	2.70059233763967	2.99328140229416	2.15253720907043	0.965959647826471	3.76553230239066	1.30720390763452	6.43400828572438	2.45664814830957
"prt79"	-4.7119642115788	-3.14773732702385	NA	NA	NA	NA	-3.06953940390077	-1.91399673323165	NA	-1.8418981407087	NA	NA	NA	-5.61085975636303	NA	-5.68765555791529	-6.27484098484998	-2.19960474954706	NA	-3.48631705977631	NA	NA
"prt80"	-0.36076895379832	-1.50745376937015	-1.51804987567252	-1.10147344708956	-0.402704649546328	0.533073320306518	0.563241352155215	-1.12621281638529	NA	-1.01645013595065	-1.41337898173914	-0.637919146642566	1.81659187005559	-0.851920264959409	-0.557645629843516	-1.44340684570182	-1.32225455680236	NA	NA	-2.09276309237479	-3.39287954349819	NA
"prt81"	NA	1.89646445627891	0.809051034331721	2.42440178265768	NA	1.95559326611919	2.91524631171135	1.51599476828001	0.161596179068849	-0.348714169656017	2.45341689224695	-1.87410879751589	-1.84036768337202	-1.9531354185327	0.880460927252388	-0.457738178390517	0.043231798734385	-1.14956086466535	1.34873832936	-2.01228773601829	-3.79718998758204	-1.29499146903028
"prt82"	NA	-2.05369005005323	-2.10244168036164	-1.17103754582026	NA	NA	-2.16562530222841	-1.93233585825497	-1.85380711494497	-1.66103791310209	NA	-1.03233865430944	NA	-2.30541463136475	-1.83922637078848	NA	-2.25218958140932	-2.69522329160016	NA	NA	-3.06421081509595	-2.49923128117576
