"s.3"	"s.31"	"s.35"	"s.52"	"s.57"	"s.83"	"s.103"	"s.106"	"s.140"	"s.151"	"s.157"	"s.186"	"s.188"	"s.195"	"s.210"	"s.229"	"s.232"	"s.253"	"s.257"	"s.273"	"s.287"	"s.292"	"s.296"	"s.319"	"s.327"	"s.335"	"s.338"	"s.342"	"s.355"	"s.362"	"s.366"	"s.373"	"s.374"	"s.382"	"s.384"	"s.395"	"s.397"	"s.399"	"s.401"	"s.412"	"s.416"	"s.422"	"s.430"	"s.454"	"s.458"	"s.461"	"s.473"	"s.477"	"s.480"	"s.481"	"s.487"	"s.491"	"s.494"	"s.495"	"s.497"	"s.500"	"s.508"	"s.518"	"s.521"	"s.526"	"s.531"	"s.532"	"s.534"	"s.541"	"s.543"	"s.553"	"s.555"	"s.558"	"s.566"	"s.571"	"s.572"	"s.582"	"s.583"	"s.587"	"s.588"	"s.591"	"s.594"	"s.596"	"s.599"	"s.600"
"prt11"	5.82650377438158	4.52053666405784	4.93995640108052	5.13531480235222	6.28679204257067	4.38739988907475	5.43288488359144	1.13663075489658	NA	2.1201042289894	6.02496927236759	3.36484514112807	5.56819420442833	4.99721359331217	3.95573968950025	4.02736892073315	1.54239166317161	0.103423293184526	3.37252733272369	6.10639045461899	4.77533787841878	6.49806287334885	4.52858360639243	NA	3.00891647999721	3.55410237577627	2.75135604310526	3.34830678583072	4.62586152419613	2.66746776449246	3.31126353749646	2.90262617360988	4.31218107047779	1.46993353150431	4.57325802395365	5.33295666584219	4.69166003384517	0.644606368473891	0.506885652115841	3.18835832396708	1.946601340769	3.07367821503584	NA	1.00443864504736	1.84904858739058	1.86487897372498	2.82344863440105	4.36921481392116	2.25620391082831	4.08832260075057	5.02375334495608	NA	1.53032487490913	NA	3.15228458931094	3.26000757505151	4.43613581708064	4.09858723626206	3.97032234158142	NA	3.14020353604824	NA	0.97434941894292	2.71768036880601	3.03577474405569	1.30957408260964	2.14218266069152	0.912169335505331	2.4132541649009	2.56809708489741	2.59501624227314	1.57721967364775	1.54419717749719	NA	1.74834524776472	4.74620009995814	1.20371260131443	3.82318324785876	4.85689853359483	3.23241394808524
"prt12"	2.28107721744744	NA	2.30379422463562	-0.350309066338809	0.916466788669016	0.438285075097837	0.891386562282705	0.358480955034465	-1.02188851439948	0.214979825072754	NA	NA	-3.67630605132129	2.8312217822468	-3.98458528358317	0.778271876497619	-1.38588924828562	-1.40241531084936	0.00147378393624337	0.139662513008096	0.129520602844439	-1.62514921258259	0.631131592213666	NA	0.0941399204235513	-0.934923155702565	-1.21330800812055	-1.08817304640294	0.99656477501398	-0.737316897972066	-5.50722090062855	NA	NA	-2.60716167083382	NA	NA	-2.85885910660421	0.120962029957896	0.307054563993569	-2.5433543918557	NA	NA	NA	-0.340872703610928	-3.51927698082054	-0.366946036284929	-2.28792655028754	-2.6724958134185	-0.790787164447301	NA	-6.10012096250851	NA	-1.71384449895078	-1.67420783504933	NA	-1.97294330613863	-2.13416328528441	4.03242695220811	-0.683933563760938	-2.35155284878655	0.0717560245695554	1.07879909014831	NA	NA	1.72403603574211	NA	-3.13592439753126	-0.982231849799433	-1.85318378881269	-2.46491034952686	-3.49123587762625	NA	NA	-0.585220006841818	NA	-0.568759475097373	1.29871258371298	-0.533076939101396	-2.58863277463287	-5.01827097202981
"prt13"	-1.61381980210106	1.48801979163703	0.997467411839645	1.61431264228696	-0.10702540526943	NA	2.06246067235288	1.67423884294566	1.40086259662073	0.489305058713286	NA	0.645006172117655	0.0893413647265239	NA	-0.982716629968131	0.388797890397447	0.70429170357202	2.0021869682682	1.28721045120758	-1.09816255087094	0.335305918684947	0.383340180373164	0.511479076626707	-0.761603189087652	NA	NA	0.0461633796758144	1.40428321215831	-0.138365317278066	-0.26044538140849	-0.863232648918444	NA	-1.39628558005448	-1.99184561480916	-2.96957145151231	1.91950062636117	-2.10225244556814	NA	-0.059887508633356	-1.10192318416454	-0.544728566661214	-0.369840956079259	-1.15200430001203	-1.83958285810293	0.740068964315039	0.499461115633784	-0.271203678283586	2.00721218906831	0.922882755843214	-0.773532592509645	-0.483198757813465	0.357647228799925	-0.895840735400431	NA	-0.0791999727415905	0.478763265726572	-0.749372559390617	0.923133544844882	0.671307685709737	-1.22659160314202	0.937818703090688	0.230332355886157	NA	0.123651906481676	1.3048935107759	-1.27103496373588	-0.77549284632253	-0.873224089224191	0.930101001200532	NA	0.61007497467591	-0.0177831369779264	-0.138503343255608	1.85763018839739	1.61905407265495	1.15583384422733	NA	2.17710801504379	0.00566810819146391	NA
"prt14"	1.8656617923274	1.58304125044032	-1.01732899657195	3.07297850896428	2.31132621328482	NA	1.3900527005868	0.0154544333423808	2.73994435738319	NA	NA	2.22896838859723	0.453628892729036	0.966681293163857	0.216183553494948	3.98230742855677	1.93668548697494	0.220912049592901	4.61003070847208	0.153971620867604	2.05092033219841	1.6769112762828	-0.0254597716998893	2.63099375143325	-0.297288076528538	2.08681028689598	4.17436011667674	NA	-0.849844845152827	-1.46475608003574	-1.34008391600826	-1.22671684720061	-0.0223975397985027	-0.869992095251564	NA	-1.61875481067272	NA	0.91778050878915	0.425302258797664	-0.990054677559581	2.16367312614985	-0.327430578566067	1.58561510671349	-0.188440336233087	-2.60711801840972	1.63821904659658	-1.56355993526932	-1.20073480429698	1.4822441602761	0.701709908708367	2.84078801034974	0.429781861018425	0.535984130456898	0.741475921477585	-2.39300483672805	1.1979776191333	0.310488159342627	-1.68209102434432	-2.25142833549696	-0.763123839345318	1.94035841205718	0.0464304504915758	-0.168641244150577	-0.206840026825809	NA	1.89400948279675	-1.33942248461053	2.64417348595443	NA	1.9257655308347	1.28795548410283	-1.94480315426202	1.0543160423336	0.557948132702634	1.20232400254354	-2.57397700430586	-0.318783035901562	-0.0668018062840433	1.49754003693779	-0.0026272976035176
"prt15"	3.42948407957125	4.29272203129942	1.50259322742507	5.84777739814882	2.2266884786642	1.366096362609	1.31984987937682	0.876758277206195	1.94113539279764	1.90263643607158	0.780488636058353	NA	4.26376771552828	3.08857301858618	-0.0101283085896841	NA	1.34729426304648	2.62802599598094	5.27344084837735	3.16886082220401	1.51884864480349	0.775300472321301	4.09009476551989	1.77740281279006	1.51125148159948	1.39263455502859	1.66724153917857	2.82406835741226	0.463524778761927	0.533358904402734	0.474022023643814	5.56630018826578	0.896380958355472	0.77542268332221	0.979826652901971	1.08072435194565	2.20457656769041	1.92302637637213	2.40753199125994	5.03169517653315	-2.97145814268143	2.8680384036071	2.72618576140504	-0.509968071031028	3.10840784239861	3.32268660253766	0.571834797176179	-1.82310022593326	2.89568424389696	NA	1.71954855863737	-1.63490570813202	2.64879124992147	2.2952511945416	3.87828266208032	3.44337077538855	3.48328786265482	1.12997692675601	0.396062215477169	NA	2.11051311541668	NA	1.06336461906094	NA	5.84158793550086	2.77596250052373	1.42618237843045	-0.11184806388059	1.56058390512513	1.78985539626276	4.94832605436922	1.0618200516153	-0.250696671138538	NA	0.343396804261237	1.36070976668551	2.34828460742131	2.40374951324704	1.73580010923062	1.2700760720876
"prt16"	-0.352271914530804	0.935671276156208	-1.18586730579657	1.26368256405642	NA	-0.5481602161858	0.39992425689861	-1.09325613126295	0.312381999637185	-1.08729659781673	-0.080397791076486	-0.72110163390797	-0.398203892278836	2.02921330658625	0.260877133758917	NA	1.19875405953443	2.0508080949343	1.70519266851602	-0.245106806677153	-1.64655478083606	0.0944627605300812	0.159494663346009	-0.00763631392800435	-2.24653825998478	0.342098785195901	0.43071978718716	0.816060073817196	-0.542572951673549	-1.81975141880542	1.55381940654167	-2.01305591502789	-1.67454287184327	NA	-0.393576309956996	NA	-1.31680270189443	NA	0.938884842351423	NA	-1.13286834365024	0.216359492185954	-1.10734297042615	1.31218267388742	-1.11185287445755	-2.01871160164534	-0.734420947890624	-3.1257599314148	-2.1759199930384	-1.56154287362226	0.10201252927658	-0.913738235593302	NA	-1.29587470311321	0.574671179162938	0.249407251828224	NA	NA	-0.0849155278960514	-0.892811848577175	-0.144595506408601	-1.303300817767	-0.013483723700039	-0.416483822079296	-0.627665543609921	-0.148434633070111	-1.73779591624248	NA	-0.63379112262042	-1.19242957320613	-0.447424857895705	-0.730848316464634	-0.266656831046871	-1.06176655156714	0.366994313292469	NA	NA	0.525767416799786	-1.6336665442082	-1.64241632909783
"prt17"	2.00071710430281	2.40209866263311	-0.278833230210516	NA	NA	0.618542476006247	-1.54281122225073	-1.38890642960829	2.93112078783443	1.70279047702572	NA	0.721794869231347	0.441588182333476	3.70477157072926	0.786691581449968	4.44817590530198	NA	-0.298082380717574	3.05987741352089	0.152583054772147	3.22976167566663	2.2068050692541	1.26547344730308	3.71893699561292	2.2188280478302	1.06096445246473	2.05736659258718	3.19154457984538	2.59021121614847	-0.0645510440673018	2.21325266426867	NA	NA	2.91367443535974	1.24523666963054	-1.38961451612536	0.703167298578309	0.444980850284717	0.712757057620593	0.380954195906819	-0.972501551211849	-0.271360875925521	1.67282528318577	3.03716762017857	NA	-0.450151172307042	1.76614490509211	NA	NA	1.75537773585393	0.107755158463236	-1.47503837527646	-0.419031403639173	-0.55427393743442	1.10020237191792	-0.794396148903156	1.77646093561346	1.67886956270213	0.38862356118027	0.573311230467229	0.721610513270129	2.12451302848431	0.715322787792709	0.630480389384982	0.691017934311491	2.56091839018905	1.00763213401835	0.844902376389304	0.906734353464117	1.20847393554675	NA	-0.106718721145348	0.959567634285078	-0.629927234376782	1.7009330548937	0.256347927924734	3.12153864874021	-0.422060686699213	1.18451865297732	NA
"prt18"	2.24958390433411	-0.770271160931545	2.89904173770989	1.83614228343559	2.54135398927725	NA	NA	2.3936683762387	2.19902922670518	2.0487194890274	1.19359893873189	0.886505984845102	1.1523305330019	NA	1.37323593891791	2.85944648932305	1.05037596041602	-0.269264406887078	2.99649928219384	0.267910959044496	2.52535763746302	2.51057283391895	3.26432258858499	3.89490940208088	0.628135389444012	1.4840094874788	NA	0.174543589338998	0.189037012080743	NA	NA	-0.584337606722424	-0.874515625741642	-0.152797732998208	NA	0.987967622611948	1.38655527199656	-1.4330781833764	0.196724308329808	0.207311652665001	-1.25837220205438	1.04523224077802	-0.543178416518795	-0.943013116411608	0.42449448484457	-0.357923619093996	0.16445200419102	NA	-1.04996144125239	-0.69251716564339	NA	1.0732279485481	-2.01704277063793	-0.15158728703646	0.340244904730381	-0.820545610868982	-0.374287727121805	0.936125207363903	1.65104895735904	0.697969921537111	0.42209854381394	-0.931198942480013	NA	0.599595879014416	1.17887602771257	1.04421270927953	1.58748110079885	-0.448540807073921	0.423960910504817	0.513894531992783	NA	-0.109644491283837	0.602260736344218	0.278278170225817	NA	NA	1.01911546115308	-1.90637674729411	1.20371751128905	-0.518988734804821
"prt19"	0.916893515597139	NA	-0.475481993908264	3.42281284393023	NA	1.03248569589558	3.1754073264373	2.33172006814839	2.55001636386111	3.51581373207769	0.480844812387122	2.59381538896594	0.796790580200345	2.20514381842375	2.16183663065953	1.10749189152627	2.91846305673365	-0.834208497357037	2.78948356792387	1.10984370700467	1.53976537670029	3.42959143275968	1.05107978383717	0.609066400778634	2.93203332326975	1.84905017046483	3.41147808577408	-0.600558266832454	0.41927480159273	-0.793053446139693	2.24164906135575	1.83852949207899	1.19935571097101	1.9044119540538	-0.293609840005438	1.94923593599747	0.479164488339537	-1.59783695767752	0.0105830641048064	NA	0.204544264572259	0.635351707146472	2.77642387948989	-0.677009918239692	0.731569643915744	-0.360301641932197	2.56421931398537	1.30555537774458	0.548256273635084	0.927227830073165	2.22569263155613	NA	-0.0718189642830227	0.626959548564579	2.41805978949522	-0.412616145201489	2.91541884140904	1.52184646995358	1.04251376267971	-0.576028987160763	NA	0.60069301896107	-0.0755806976712235	2.08061492739181	1.59656363474896	0.334609652734051	1.44076886348563	-0.499535224942064	1.77126966293935	0.681492517582293	-0.803227690161918	0.230167615392846	NA	-1.08048086622628	-0.511786757569559	0.2255235544121	3.89647656728209	1.76944099102851	NA	1.91598797921942
"prt20"	2.57877228434793	-2.24934603355577	1.66053686136577	-3.30952304369397	-2.14910415620792	NA	-1.63130733265606	-1.27562674792013	-0.808790481691501	0.428763471410648	1.51410253036873	1.28491899020377	5.07929560095805	-0.600064281698127	5.18979280070289	0.53430560648268	5.61813414324753	2.9630631125822	7.67981399945694	-0.098936261372074	-0.504195625261589	1.43164717596167	2.73010650979396	-4.02252299561488	NA	1.77089244739975	0.671208702614172	1.72512330780214	0.407855143135386	0.809965987957457	0.320233366793541	-2.36828021539722	-1.54991694817837	-1.65299870935157	-0.872622589245237	-2.53992446198712	0.590010263463929	1.19576588945856	-2.11189295491674	-2.44087826679387	-2.96842529827902	0.509476447387387	-0.515368357973644	0.383641007834516	-1.35736618620368	NA	-0.660819455003857	1.24949577094528	NA	2.07433532052446	-1.96382438490162	0.0402624472162261	-1.92754251326015	5.86246594296687	-2.56919094751112	-1.43526746263309	-0.203122231620926	-2.98918412557713	-1.16535341904194	-2.19977489247239	-3.01673983884997	-0.692327865369081	3.56086144127659	-2.17349245306844	2.26159998164967	0.583459620081404	-3.0160406665943	-4.0381127722122	-0.114089061767744	2.77201143899439	-1.04985734174448	-0.326268678483668	-3.634517807438	6.21623639124015	2.03086997573695	-1.45674596298852	7.56092034807058	1.9301966219361	1.03058181101826	1.90114929992095
"prt21"	1.8030416274325	2.26744382196807	2.77649788767977	3.42774370596983	3.33861839349388	4.6350734360026	2.20908094742882	3.84306735722425	2.60391131629249	2.60666430726424	1.96962008884781	0.459872475985515	1.52609080007602	4.82754324131974	3.97422075192414	4.12965601357572	5.52376764415673	1.68468774961982	NA	2.38061435994086	4.25080158520298	0.948995125332555	3.1362703210215	1.11239542965496	NA	NA	3.73562043798487	3.21278206661674	3.71800486011693	1.54182734950233	2.56303098707721	1.3821893256356	0.17222711510584	2.2610886992808	5.76283617389612	2.34684013626925	2.87825737734499	0.939804572427945	0.726659716572343	2.53107820960774	5.59588722467825	3.89843810168588	NA	2.2950336719148	1.18152985288495	1.8256911747387	NA	2.53166954574026	4.22823413759097	1.57474492113507	1.90853434787537	NA	1.97980628698008	3.28266089863765	3.08647210102698	1.20933069161174	0.14682675737928	1.38082568847176	NA	2.74071356034619	0.793908536738105	0.556853474263028	3.81168274556067	3.10059485537283	2.0244893195159	1.09756206923674	2.98465002264407	-0.668419409780291	1.13062159972586	2.25765580151894	0.837249669806788	2.35965333220455	2.10350843006404	1.91085052709321	4.85789669919261	2.1654487296579	1.58100814283341	2.14090086338693	3.13476331767934	2.9079065104552
