"s.3"	"s.6"	"s.7"	"s.8"	"s.11"	"s.19"	"s.20"	"s.21"	"s.22"	"s.26"	"s.27"	"s.36"	"s.39"	"s.40"	"s.41"	"s.44"	"s.52"	"s.53"	"s.54"	"s.55"	"s.59"	"s.60"
"prt39"	0.753988446398792	1.60087969129474	-0.294808657624642	-1.78267122091128	NA	0.626601122803956	1.03995354549123	-0.974471437625685	-1.94945822057168	-1.76308020076655	-0.138559168482302	0.265816138765184	NA	-0.947534881866245	-1.42602097045104	0.857603931821026	-1.26281902426694	-3.26329836745808	-1.76703026833213	NA	NA	-0.406716240145354
"prt40"	3.21391788939129	NA	0.125551502698042	3.24824274641668	2.49569865505214	2.22857787640336	4.51231628261187	6.69219019419061	3.63963749865708	5.1127746530074	NA	2.95589418631056	2.98356704006993	2.61812038080157	1.43786329671293	3.06417619148782	NA	3.482958834641	0.582061047503932	3.00206430804078	3.9346457877663	0.947930967847585
"prt41"	7.07630546378589	NA	-0.430803674224853	5.62726370675074	3.61050363593199	4.29786800526818	3.58858807299451	2.71729244114649	7.10059001839109	4.72364133654046	NA	NA	5.40045965082877	1.94392328038218	2.80414241888978	2.21109973125258	6.23106458061696	3.24865910763525	3.69676700667901	3.89704955929916	6.52438972829776	3.56579991329129
"prt42"	4.25101371431703	1.52113857650991	1.92158241349489	1.46118992708582	NA	1.73390465275213	NA	2.81151359811101	4.17153615172725	2.96241919835709	0.62916687762999	1.85084749445871	1.34031220809289	0.0734867633916786	2.80587820974454	NA	0.604773982935774	1.22183744158014	1.63718332790499	2.07982611084082	1.03616697894901	0.190495270076344
"prt43"	2.05662396816819	1.1192798542501	1.64755501741701	-0.369904314930126	-0.180275250937145	0.175057343176465	0.804838453967351	1.05275399660985	0.688898325293631	-1.01924884668163	-0.0451715081419719	0.958158893456028	-0.31481505961314	-1.71559945313723	1.32742165082152	0.173934461939295	-0.421036949600575	-0.779286383190984	NA	-1.03360031318343	NA	-1.13532400568692
"prt44"	-0.347350530549575	-2.0603623240028	2.47945200734172	-0.890911593629425	-1.93569844251232	0.973757170798155	-0.541745824895616	0.200072961897257	-2.38362073765981	0.26689087653776	-1.47995879930909	0.03195017952857	-2.12027259531995	-4.69696484121538	0.8923610669316	-0.845725115263375	-2.12383390070014	NA	-1.71838599779755	NA	-1.59681639992884	-1.99284696592377
"prt45"	-0.964892411249674	7.40127386302879	-0.628917875215568	2.73606462913783	0.789247234391559	7.85707640868813	2.67078156949209	12.7224495748809	8.81609426601223	-1.49357942412248	4.2715092832997	NA	4.62159328697933	4.96726169090754	8.62389330648258	10.8247591839771	NA	NA	-2.7601570825827	NA	NA	9.64153558195774
"prt46"	6.03895602195997	3.28149392886946	3.57875858143871	3.84121319766115	2.80694142254227	3.50511932640038	4.12295060836634	3.65013063364934	3.61705137564023	4.88494421863213	4.98938975384487	1.23589495202916	4.26147858930944	3.63749211198846	2.69748448554012	NA	2.54388436193559	2.90234428183011	3.25595412276648	1.98079113170536	2.43478628986732	2.29943429528911
"prt47"	-3.36645163527606	2.60976860541422	1.19225546033232	0.934631848600868	-0.0243280132948289	1.70605488084782	3.08173246061863	NA	0.184643236610017	10.5958982456732	7.87384469084838	-0.995574539555199	10.2175376238315	-1.80516601705572	3.77254724342512	2.27907407817118	1.59272450715951	1.1105014663162	-4.35614520871164	0.677770597925401	-0.4409223667498	-2.41337477832641
"prt48"	0.693316171612789	2.24239714651617	-0.0464114531736285	NA	3.16542211730959	0.480742828596502	NA	0.829840649073087	-0.0989307924511157	3.05526728887965	2.50738641282819	NA	1.56406045862674	-1.37362854141806	-1.18642240014285	-0.978517858718559	-2.80040351913839	-0.549637244230238	0.704050263636146	-0.407110376115984	1.06493070745475	1.52045794951883
"prt49"	-3.94786103133138	-1.05361433355203	-2.26576973961881	NA	NA	-0.428208097721711	NA	-2.31255500583158	-0.834350275937474	-0.820288221252812	-3.04070929884555	-3.38682482091441	-1.14899819592505	-3.44620528413388	NA	-1.36811028189763	-2.83103154279275	-3.70295997527122	NA	NA	NA	-1.98541644012544
"prt50"	2.94484906899996	NA	2.184654999915	4.00318844161545	4.02061628801333	4.49964325784839	6.13567256607956	4.25897351342592	0.357454769395197	3.55490715528332	3.20794966520662	1.1219995641334	-1.7663783727843	0.261104074877883	4.24840770478538	-1.20890964646623	2.23988562841435	4.53727088624423	0.521554931575355	0.432131659575205	1.01698641147973	-1.71304105400968
"prt51"	1.3115110989658	1.94926883707021	0.824471620988092	1.01813200965105	1.98491961249895	1.58128565352402	1.24205560207119	1.72014746538744	2.49436331876656	3.6391884033882	0.0403800405492352	-0.643023106981835	-2.16476059614744	-0.475589682916431	-0.589077359262561	NA	-0.272597834735441	0.736239488677042	-0.865807211192827	-0.985736319395655	0.908951109253109	-1.48856186325241
"prt52"	-0.27056532416795	-2.85277436642814	5.12802507840857	3.53650250255386	6.09460912537506	7.6734464278345	NA	0.00172747775290949	-0.389539625394068	-0.276719295542239	3.01276335970212	2.08106137517623	1.53647982000776	1.53181609640693	0.0244672347074237	-2.67610713431761	4.77780206488192	0.355840768388898	4.82590722866034	-2.46419090825225	1.16479434193367	3.77222816990163
"prt53"	0.47521446417626	1.65313916901884	-2.19540253542658	-2.24891272638269	-2.37692015715131	NA	NA	-0.701410364499844	1.342011308871	-5.44383405085168	NA	NA	NA	NA	NA	-0.944174292680513	0.253804666908393	NA	-3.37034264065336	-2.43479261392323	NA	2.60221585935348
"prt54"	-5.25480387354209	-3.54141518144602	-1.06876265368708	-2.21634628126914	NA	-1.38200685271611	-4.2077186390185	-1.43271010036589	NA	-1.20762501981933	NA	-2.98695826677479	-4.23185543330902	NA	NA	-2.31958648717877	NA	NA	0.333627843756884	-3.52664528681093	-1.67819732668619	-3.69852902986835
"prt55"	1.94925464536406	-2.87925582825341	1.60817559072398	NA	3.40860260006886	-1.66259288164766	0.0605047723612322	2.29673832434449	1.00537902338897	NA	1.05921451874787	-2.94298931949363	NA	-0.111577756524437	-2.06937259985843	NA	0.283188955977429	1.49920949476538	-0.038599931199305	NA	-0.865492549068422	1.66845310593057
"prt56"	0.644567317993069	1.13543236413255	1.0685456082076	-0.967822527146031	NA	-0.917172673376076	0.0421171866034091	-2.27343693227933	-1.68888996959025	0.102761979192498	0.234614263184617	0.0404746398875697	-0.985544754237189	0.275418368835016	-1.12555940680332	-0.555276816410058	-2.52964504735337	0.752790470656589	-1.79474616461055	0.821077562487192	-1.53077028883704	NA
"prt57"	3.61808483874246	2.05367078792811	2.07096683267085	3.09335210562925	4.66394718067864	1.86292417521679	1.93970842632687	1.84097469044857	-1.47775977346213	NA	2.71522720784302	2.89244826078132	NA	-0.917701688596826	NA	0.951730051791465	2.11818809427114	0.566940607022622	0.705301303098302	-0.421471457947106	1.7335281733931	1.28329704688581
"prt58"	-2.20193721803879	NA	-2.32805966098778	-2.57597693641983	-2.58414234377796	-3.09566982794344	-1.98802345728006	-1.30260439373279	-2.70968504934975	-1.93416476095245	-1.69343579974796	-2.02816156489228	-4.19022335562864	NA	NA	-3.91597095608991	-2.20624417464689	-2.13956681463882	NA	-2.47171806020591	-3.4187296016858	-3.1043094393223
"prt59"	4.69237083066425	3.08088652926072	1.36124813816601	-0.503450917552894	NA	2.30491265517901	2.26654420354133	2.50224811939902	5.53064756088598	3.07300954512983	2.1483423229585	-0.926724389731804	1.69788822812534	2.76524474391426	0.983249960797141	0.324458089868071	-0.369874263614772	2.67588987444691	1.53950187787342	2.40221631682055	-0.691784315389189	2.88194709972043
"prt60"	0.237304103923448	-1.04555653005674	-1.84155023956081	NA	0.23789177225295	1.08511933564595	-1.13124678269161	-2.01123141919704	0.649568724787618	-1.43755347513852	NA	-2.08833554773676	0.0440506754233608	NA	-1.7311669793895	-1.19039656187389	-1.7585636342359	-1.3740793291878	-0.879672857667102	NA	-2.22844751730855	NA
"prt61"	1.13331408447214	-1.70089858223697	-1.34484213917962	1.30954381012761	1.76547939349542	NA	1.04676619819616	0.859720024990102	0.303407561404704	1.65150254514731	0.586607832790431	0.451344208931706	-1.0855805529271	0.266828781847558	-0.955488058952187	-2.32529171643073	-2.19131743536194	-0.585860020612296	-2.74862183225045	-0.677713469335997	0.237562744310934	-1.01482488583543
"prt62"	NA	-1.37887895370165	-0.435032622118682	1.65633241502319	1.6886979904176	-0.234470767632519	-1.35068965747773	NA	-0.646591003433363	NA	0.0745078304063059	-0.35167205905132	-2.77249147859347	-1.76521443108441	0.288513168080754	NA	0.166973998304582	NA	-0.738825204580243	0.183154136940497	-1.41259060129551	-1.37826290861349
"prt63"	NA	2.30270066351795	4.87532343451912	7.25310976190415	4.90896840573574	6.11297823058816	9.26796107840384	NA	1.33580750079722	2.59582858261478	4.41848688406437	1.68026668834488	3.38381164056682	5.1240133101849	3.70559695118653	NA	-0.68331499492519	1.06218146262439	0.21595183010716	5.6612389077571	-3.43646653586558	2.32318833031188
"prt64"	-5.5498484371207	-10.4578767972459	NA	NA	NA	-0.776038224548759	NA	-6.87791236704802	-2.11057518475036	-8.49524903258233	3.07863592214821	NA	1.96382935643235	0.902755297056276	NA	0.336407095616922	-0.525025088023928	-6.60543258464196	-8.51576097418765	1.15584093702301	0.456184775279777	NA
"prt65"	1.89019624434347	0.651073225412718	3.4431968217277	2.60260200756781	2.72848055888225	-0.023006947150962	NA	3.01567510713523	2.72563851848431	3.23628399891137	3.35931375420284	0.368518602809966	1.2224550876867	2.03313813490631	NA	1.01488752848435	0.83303971824881	1.30144360786644	0.847436174506205	1.29877587746981	1.35647260550549	2.17555056084796
"prt66"	-1.008481900197	1.61420596197898	NA	3.17729068167954	4.11609706719263	-1.18062172021251	2.37973704569897	0.377109540995079	4.5350539495337	3.02786183688239	2.28382417523418	NA	-0.166604628497897	0.950202043675638	-0.703395776797434	1.32231089699719	4.13886281348721	-1.59835610532133	0.287572394116803	0.848338362921678	2.0025185449764	0.0214967985258659
"prt67"	-1.08927540029249	-1.73200077256488	NA	NA	-1.26330167696844	-0.850388546207614	-2.15329972333029	-0.0752737580336276	-0.579076801033473	0.154217762921197	0.383152756876903	NA	NA	-0.439003405434605	-3.17465496187948	NA	-2.06164269857351	-0.892282230806202	-3.55493580058127	NA	-3.2626240518527	NA
"prt68"	1.08590833001844	1.32186380031319	0.301805608371723	2.04144371737512	0.461793697640831	0.163223109630936	1.66354231452869	0.448490645897823	NA	1.44311980680806	1.4687971539125	1.44912992540851	0.16137205231221	0.235676807428425	-1.03512564777125	NA	-0.577708416120668	0.369875889320066	1.10656393502191	0.422128522636435	-0.195860936139264	0.853964387475165
"prt69"	2.67410563810071	NA	4.30172550582135	4.07306001463679	7.18694595227659	2.16368750386029	NA	4.39571842368068	3.20605367333393	4.34925849049679	NA	3.8512689872942	3.93976746083635	NA	3.79097418822426	1.21347085895621	3.30367551693952	1.02020369971458	4.94374187612903	0.676813046122288	-0.33550402550583	5.10501704312749
"prt70"	1.50136146355039	4.52837547900719	3.33800066848007	NA	2.91358411735411	NA	1.22718670537487	2.05677496738387	3.96272276923039	4.5937390206613	NA	1.35312126467242	1.0664045332988	2.13554968217794	NA	3.04637916397659	2.53339523703709	1.77682866158476	3.11529635007025	1.72834962943223	0.824166262680387	2.69210304017211
"prt71"	3.55764329935794	2.05553347050027	2.1788118054713	0.448858711462363	3.50319006448399	3.0309985046806	0.0283615218513388	NA	1.22925414373766	1.75145929959923	3.69067580767494	0.0146909913434665	NA	2.84866878890081	2.28599912061585	2.29769604375551	0.457424101195988	-0.151249603759952	NA	NA	3.40676266129903	NA
"prt72"	0.536944046989789	-0.776186692170075	NA	NA	0.244729321321795	NA	1.17350091836065	NA	0.415157631731823	0.533782621191633	-1.48557241512794	-1.9042409291736	-3.59840990532524	0.85758575885275	-2.67769545094661	-0.144703121477876	-1.68464944620354	-1.60991825000934	-0.876308387567053	-0.688425397052665	-2.34534662260331	-1.16351328355898
"prt73"	-3.98895934721541	NA	-3.47278885038608	-1.76356799797006	1.59174988354374	-0.448151042600157	-0.556779384637659	-5.63248350473013	NA	1.4678168827142	1.89435026311485	NA	NA	NA	-0.883917609325945	-8.89402584654391	-0.725667270311122	-6.36983942241336	-5.14092073563692	0.477135749502921	-3.43899632551907	0.537008212319557
"prt74"	0.0883750136193054	3.62128179479696	NA	7.88056243262848	1.0999714706678	3.55583323876042	-1.18861852006525	-1.54710530743521	5.70966511015292	-0.590483963817542	NA	-1.03591550439349	0.6809611714071	-2.11689096580916	NA	0.178403518628173	6.83975772979076	0.0202651373406588	1.30955101835603	-6.56028004590817	1.60721845465107	2.43520496810511
"prt75"	1.45400246080281	1.54479222929493	1.00889029331142	NA	0.457348655063557	0.00971434314111241	-0.90790080500348	0.676855983097672	1.00405078615789	-1.04889545460044	1.68963564326746	0.823065270522224	1.25270938533599	NA	-0.283364545225523	0.109694544065422	NA	-0.413751879907661	0.599793264681765	-0.952949751649625	2.04475156022028	-0.817407846458141
"prt76"	5.41865526634416	2.00871333331124	0.917046897228611	NA	2.83825069213811	4.20235017751278	3.11980780650678	5.26673322359582	3.34176064088234	2.2587079015465	5.82710867928482	2.16022727793235	NA	3.19267648368908	NA	NA	3.8163390659342	1.91625910031514	2.80512774545123	5.84897248765708	2.74746559149099	2.83114987112196
"prt77"	3.62493537583463	3.59952989813212	3.68191111347862	3.3624456494084	2.04628359074685	-0.951238287918314	3.18273633162903	4.11505505259121	0.529501021379483	NA	1.48670773479416	1.07271760647259	2.26602204608012	3.18216186121277	NA	1.05795486389453	2.48022207022942	-0.867761259257292	0.442433144851998	0.450096704291285	NA	1.53517741539284
"prt78"	5.70665251783455	1.64283489584093	-3.80595806539455	NA	NA	3.53799872827652	3.31916323873116	2.58541960632485	1.29780247515428	1.1388305046943	2.49246727150612	0.164915744784176	-0.609185653864657	NA	1.6875236938944	NA	1.10932674435049	2.51530412003425	-3.815695622253	2.33046640144528	0.0455229818956105	NA
"prt79"	1.11270125184125	-1.97116176707124	NA	NA	-3.18688863177483	NA	-1.84319061058121	NA	-0.938714745224518	-2.44504474024528	NA	NA	NA	NA	-2.72966291415322	-4.33544965840332	-5.31968940952708	NA	NA	-5.09753246225793	-1.98550546867369	-4.21511239124339
"prt80"	3.46078713674753	0.533445708421315	NA	0.876651889760926	2.42883748178178	1.85833516264876	1.1031097796686	NA	4.20201579797409	2.17070720572409	0.719926383121321	1.76204856414115	-0.207690682111767	NA	1.48935240084559	1.05080862596061	-0.308464646021569	1.01963512932695	0.239417644308424	2.85718186064145	0.0159177522302917	1.02050991012633
