"s.6"	"s.24"	"s.33"	"s.47"	"s.51"	"s.53"	"s.55"	"s.59"
"prt92"	2.05486886650796	-2.02328811448485	-1.16178782199052	0.5817243325325	1.5304493220017	0.738110734802325	3.56210538338103	NA
"prt93"	3.35010323819085	-0.609230445051765	-0.186601224896399	NA	-1.14260548195526	NA	1.53667698237263	-1.60391248203665
"prt94"	-0.508197123900675	-1.34640776633819	4.17747178928401	0.752203327436245	0.606183345726227	NA	2.20040761571242	-0.150039324264822
"prt95"	NA	2.26386493011556	1.00847687369881	3.41463603556208	NA	3.61461993119274	1.13161889953756	0.157279377694627
"prt96"	2.14845618566151	2.541702172229	-0.518772521934305	NA	3.53358132591224	-0.897343657728439	NA	-0.359944758289239
"prt97"	-2.76339207305417	2.38989610095517	2.77268427002256	2.27716968802794	1.64691441991019	0.0305206782395019	-0.115327951521343	0.59869897854047
"prt98"	1.64829267053163	-0.953630162732883	1.29682827717225	NA	1.12501598680785	NA	-0.423579594295156	0.38539319259956
"prt99"	2.38549068623494	0.766094486141142	0.0202782069699349	-1.23917122657016	-0.183185642799404	3.67555523779949	-0.349324508463359	0.260091023317426
"prt100"	-0.258057858113565	NA	0.625835795115743	2.05624688175165	-0.564748145534874	1.62574908261055	1.58583682416635	-0.64764994921942
"prt101"	0.374872794455871	3.07633493315507	0.416236920471026	2.15657638307858	-0.319502576197702	-0.623205156575511	-0.14720029371741	-1.81582627285189
"prt102"	-2.39247864430572	NA	-2.30556720023767	-4.1995822755	-1.90919902305596	-2.46450388042844	3.43808124630085	-0.298001766676347
"prt103"	NA	-1.75092591619389	-1.09862258729665	2.35695966346406	-1.83503989743034	-1.12477641786434	0.692029428617681	0.443922670486827
"prt104"	3.89618399972514	2.05278903969368	1.21588720665019	1.60390898606455	2.41076598910786	0.612683430859213	2.90549236997672	-1.30088824008384
"prt105"	0.747745137572908	5.20728923219014	3.64042478934417	1.41791542050742	3.07194647232237	-2.59967768968124	6.01404177604023	4.34366001652889
"prt106"	0.567699483843361	NA	2.51184647295782	5.51684934091853	1.01515928901207	2.50084856025657	2.96931256470038	NA
"prt107"	2.45921871641428	NA	2.14010632775034	3.28206373617484	5.12981425080332	5.77306055525511	5.0080315094729	3.38233563025076
"prt108"	0.450466170725685	1.11400257163909	0.390219025378078	NA	1.28865303562994	2.8263109926476	1.11729146489012	1.78071963697462
"prt109"	-1.01750739435333	NA	NA	2.22463815448568	3.40444394457242	1.25313209605991	NA	1.23293272656343
"prt110"	0.8687959197713	-0.859931101243627	-0.209037776912202	-2.673944778007	NA	2.22687776346953	2.40654045387953	-0.155990961662973
"prt111"	NA	3.37323514162902	1.6783514652117	4.69715013546994	4.52599069660582	NA	4.76037705138708	5.21801618408316
"prt112"	1.65955725017012	1.35211573513262	1.49417700397038	2.53208778558322	3.52356459937548	NA	0.803283946577215	NA
"prt113"	-0.49971250840262	1.88986430850547	2.34960701036521	0.844027984815745	1.72556622744759	1.55658303564007	1.29883192898776	NA
"prt114"	0.782278300851777	2.77704675064922	1.37036041397148	1.27428194299323	1.84303236170523	2.58409116267187	1.71869289021189	1.91512167996572
"prt115"	4.96996937694578	NA	5.6424611426274	4.2885572968667	5.04204198913149	6.58812011307088	3.8003407497157	7.31078979215232
"prt116"	3.08505043152589	2.8734364198223	-0.255009366174071	2.38873652168308	4.09280984343909	3.83728176747708	2.37916047330955	2.86703657048795
"prt117"	3.80750211242646	0.851297629050951	NA	2.45931967699608	3.02710083658347	3.3173873919137	2.04859490470612	3.54653840423911
"prt118"	-1.22634361437765	0.208760047056342	1.80788514106804	-0.896170832612068	1.80771888485918	NA	-0.52384269691429	2.68171949495379
"prt119"	1.20227467264761	-0.242359130961008	-3.15359031189653	0.127082823712519	3.76709823270478	0.368925940915954	1.42308549232487	-0.708435109237389
"prt120"	3.97761708344172	3.96219324517062	3.42974104266156	4.34827056982411	3.90225221346208	4.22822708884627	3.99278806827069	NA
"prt121"	0.659969029743036	1.19997345706802	0.688027774416621	1.44594702873827	1.72729728455456	1.46619843216414	4.31988510908759	2.38801448901281
"prt122"	4.13087351983387	NA	7.7865185233536	2.2340635870544	9.84853961561862	1.98772570984572	3.33845748851471	7.59398267622001
"prt123"	1.27011967687871	1.00397082947643	-0.645252726728344	1.25734352594822	1.45727824197174	-0.608752379012455	-1.10760953056701	1.3182895545071
"prt124"	-0.805817523850465	NA	2.44710261680124	2.59587421143894	-1.2357792096719	0.410604475642063	3.64357704802701	-1.05558264502732
"prt125"	-1.47531156983233	-0.675944271013329	-0.733139890710593	-0.444846720687957	-1.93329294781347	NA	-0.278141699277698	2.0972306479732
"prt126"	NA	-1.54210551037434	6.98957632006658	7.31746720672354	4.31220548016711	1.93526612797173	6.1690572401766	3.96735039883121
"prt127"	-2.88968708089437	NA	-2.23329392022541	1.56938127805957	NA	-1.66634123041834	1.51657159618743	-3.00806657504279
"prt128"	-6.45424310335779	-5.69557397116988	NA	-6.64232565778325	-4.36242190320085	-2.24349029075661	-5.1098985590407	NA
"prt129"	-1.97955640653772	-4.28869677028109	-1.5869359679969	-0.93427427217505	-2.00523419676249	-1.62917299309864	-1.31025840850619	-0.281239256735047
"prt130"	2.4862531113985	0.80100558950564	NA	NA	2.84495472090286	1.26456180419586	1.42649428121377	-0.36199889564931
"prt131"	1.83246670438311	-0.189958776278803	-0.134650427692517	1.9053578418085	0.439395148339826	2.04352396816247	1.52533959837611	2.93443905751933
"prt132"	0.908108657741317	-2.17822574824385	NA	-1.01298794038386	-0.329045251061619	3.84868185786899	0.852264881887727	-0.659342285176801
"prt133"	1.55265077088223	NA	0.38802361016893	1.04270414238986	2.31845716838311	1.78798475200347	1.90462168881392	-0.276140895815886
"prt134"	6.73379599915843	8.30148749232815	7.97526374741285	7.39534344942012	9.74029916737855	6.24279963796038	7.40972208935689	9.92046540242785
"prt135"	-4.17882323623565	-0.180204441176407	-2.25868324116166	0.239265551138282	NA	1.55941076832984	NA	NA
"prt136"	-0.290135146093049	1.69449846721913	3.80063899404835	2.09441331998253	2.62126346647286	2.40557283715377	1.29661247883457	NA
"prt137"	NA	3.22665136306007	3.10712441988145	-2.83855660082411	5.18523567511358	-4.66121522955619	6.85167963110844	NA
"prt138"	2.91427352451618	4.67156649216766	3.5794126158586	4.67141298251809	3.93974183940116	4.97965636772422	5.28280422373547	3.70327704559385
"prt139"	4.52481448589213	4.19707746976004	-0.687954952074665	-0.167975082323954	1.83351288834523	1.26562172623104	-1.26406267696879	0.836989398589138
"prt140"	3.29654127856471	3.98512894161797	7.31648562318192	3.57806053999282	6.43761627442293	5.08989635783554	5.91136863612048	6.18074675216166
"prt141"	NA	-2.86136406778996	-2.07545001247907	-0.664795589230533	2.06401131908992	0.132950809000125	-1.05233332168939	1.33034848258095
"prt142"	1.4549331757304	1.50211362622345	2.33797045555394	1.37027703682187	NA	0.213814450662473	3.35263534024566	1.17693690216511
"prt143"	-0.403938202529896	0.857812824021452	NA	1.68450216905913	1.35014003818132	NA	NA	1.17911123917631
"prt144"	-1.03908735836033	0.486036163525524	NA	3.70272632972973	2.33238569790483	NA	-7.41115628028572	7.25428356864978
"prt145"	3.48896704657567	0.332545365575756	2.14088197577994	1.57111122941885	1.80665462361773	3.59046182403829	1.34502350569844	NA
"prt146"	-1.72560977842971	3.74734672675722	1.36395465642658	-2.39017737816011	-0.244862965297217	2.05738478805744	0.173450428086639	NA
"prt147"	-2.68519304042317	-4.96104895142788	NA	-4.28081923599654	-1.44137308710961	-3.50577073119319	-2.19696552132254	NA
"prt148"	-1.26342401296661	-0.172485156099122	NA	0.433545742962431	0.832751239299242	0.573724196065004	1.31719266536951	0.684922073837767
"prt149"	3.19081849632019	NA	-2.01767270931478	0.334070371794452	1.82048116536752	0.160339239112768	2.03850218614023	5.98578956982068
"prt150"	5.29623177515662	4.45630832397562	6.22380087006592	5.56380115992652	5.5886088611159	5.8799612092447	7.75515614550925	NA
"prt151"	4.12551085633545	NA	0.918209321731111	1.93400831215505	2.70036562644257	3.28883969824115	4.55539993228364	4.11866055418722
"prt152"	-1.60289660735751	-1.17276831669784	3.38442710813185	NA	-1.55517267241689	0.596452821134421	NA	1.35501536287607
"prt153"	1.31319363762646	-0.70253387079088	1.80835459378041	1.0579053418257	-0.775231543994628	-2.88066948430054	0.355446900699609	-2.0060102800162
"prt154"	-1.86636588806399	NA	-1.30909455231888	0.832887698383723	0.0276100309598857	-1.59784787791456	-2.01043471721646	-2.30873928170925
"prt155"	-2.97295821880527	NA	NA	NA	-1.92991169592974	-1.16695459004541	0.397182618787258	-0.393421624783578
"prt156"	-2.17414650322291	1.00747547632694	-0.0936488441730199	-2.07419263524826	0.0425832223194088	-2.04450569607637	NA	-2.3919681067994
"prt157"	2.71576863152883	0.158641452331566	0.482969627549438	6.60214391122764	4.99923287308877	5.42114190226975	4.35241584959744	5.5866310710747
"prt158"	1.11483573931319	0.235607793051123	-0.28414363403335	2.29636093884802	1.62371668273084	2.07140095076581	NA	0.858932322927678
"prt159"	-1.87685052921124	-6.00594106846567	NA	0.708836058362424	-1.00967394407342	-3.1145378721039	NA	-5.62914927230624
"prt160"	-4.58965730345182	-2.34053008916877	-0.155815017602896	0.316670631058186	NA	-2.20027888771556	NA	-2.7303197663909
"prt161"	-2.64940396719982	-3.03250435944578	-2.49071378330969	NA	-0.787450949933895	NA	-2.87197557292524	0.278346115564851
"prt162"	-0.31478326024482	0.5342702909912	0.334234552386279	0.881140529315128	3.1782767605275	-0.618490410699256	NA	NA
"prt163"	0.964548894542168	4.28545335262438	0.520170173287675	1.61041218371227	1.97392265388919	1.33064377381158	NA	0.706364363994843
"prt164"	-0.531543021771166	-1.05998379739608	-1.42855620187405	-1.79319238941196	-3.16192570061263	-0.87116051294755	0.325940102205997	-1.5283450352388
"prt165"	0.47250284755421	3.3149366988696	3.51350664637912	-0.169735031867663	1.38368964897732	2.71472202886132	2.47103535439962	4.31052819503331
"prt166"	0.227261317495909	-0.907605666594176	1.58954564125888	-0.782614113532509	0.758630346128274	1.81615122534851	3.00030641141523	0.884765307798846
"prt167"	-0.448150117854764	1.1306639892574	-3.56100059151276	0.261883857196071	2.00604415117375	-0.175059470642934	0.163468455992389	NA
"prt168"	-1.84523365920752	5.63505026221592	-1.05824294082334	-0.0891538306917229	3.01879055436363	2.15221667508323	0.988789510121311	1.77280121058813
"prt169"	3.94819819260945	4.68661607861686	3.3179975126057	6.33564097701404	5.73995433321796	NA	NA	4.74044252681128
"prt170"	-1.61598045885626	-2.02554934136289	-3.24624272475923	-0.562173714649896	-3.181199534315	-1.49122587723618	0.75526835996087	0.482600429576333
"prt171"	7.47997151935101	7.21717790414102	3.24360765538888	4.33322716893093	3.5578448967474	5.49742719698742	7.99182193333728	NA
"prt172"	2.65770877855971	4.60602295494009	1.57117598005208	5.81819985051839	3.5609308911109	5.04573796713613	NA	3.38410547789564
"prt173"	-4.82478141917069	3.42268448270469	-1.35214908484592	NA	0.0879712690970587	0.151633334952664	-0.881094908545264	0.239033148842277
"prt174"	-5.79443782306466	NA	NA	2.47173691848413	-0.813102368294054	NA	1.20297670645523	-4.5813602766531
"prt175"	NA	6.19524373431861	7.99184320721186	7.99617483272892	6.6677423921014	7.95838960008107	7.75187469410348	8.17279998638575
"prt176"	-0.130812614897888	0.0698021298575538	NA	0.326768780781288	NA	-1.16258224320376	0.197643107503984	0.452239189716529
"prt177"	3.1894996681099	0.409304544733653	1.70658056870916	4.84618286015174	-1.17004080893874	-0.882586940608469	6.52320041253919	NA
"prt178"	1.20590356203104	1.94350069723227	-0.074129353555216	2.06028391993701	2.88814531624705	-0.789286662532174	2.20833329726941	1.79502274582661
"prt179"	1.55247495571839	-0.653170876908354	7.10103480647036	4.89479710990252	2.92629131583215	0.214330264344018	NA	5.25641791006392
"prt180"	1.07710720295283	1.31699125486543	-0.230966430988145	NA	1.05720325227134	1.79932006185961	-1.23794003410242	NA
"prt181"	2.38035394838457	-1.77082429843049	-0.701655693624162	-3.1453994198302	-1.80174994310926	-2.90463475325399	-0.44446192051564	NA
"prt182"	0.481617805980284	-2.05382741327804	-1.49023262914974	-2.72349528579942	NA	-0.737046803138694	-2.03413817861773	NA
"prt183"	2.74817383434183	3.2638607426877	0.385383997065173	0.27124368745317	3.23032584450807	4.42559109647049	6.20821898060489	3.72257184424924
"prt184"	0.098175746582523	-0.572810867947971	0.934232569956797	1.70995633552313	-1.57498603258682	2.25976512370508	2.40364165368263	3.07791971170619
"prt185"	-0.921189809807963	1.73836898122931	-0.138869114996473	4.1343891258624	-0.505022408535912	-1.27610874264697	0.979781749592333	0.34065362500723
"prt186"	1.93658551031657	0.374029062383342	3.53422814065173	4.79573140428567	1.27585507230504	5.82767202085752	3.17827058960417	2.89545396769064
"prt187"	4.24689007860907	1.90873521145253	1.24584723343047	0.186008501752556	NA	-0.767016187768349	NA	1.58398867538023
"prt188"	1.48227580605836	0.961423701474176	0.418531375134774	2.50683114000495	3.52196111447069	1.677563267364	2.05018208104936	2.34035161602603
"prt189"	0.786708326050887	-1.51101407080253	1.23350614647416	2.12569892849822	3.73893801503344	0.823307310224641	1.82833851258613	3.03152205336797
"prt190"	3.61685618112223	2.86561421118715	2.81036943560922	1.4829193501853	3.58520878302682	5.59774467603491	4.27328770783737	2.05270112033659
"prt191"	3.13142927532562	3.46810338977221	NA	6.56710571025575	4.47117994907949	5.06432849417511	3.41054908844839	4.18137989235915
"prt192"	-2.25270435846128	-3.8003766348149	-1.16135135224383	-2.92186596896956	NA	NA	-2.67370367483407	-1.8590485937305
"prt193"	1.56740796749775	0.266189177969362	1.54042907401777	4.48331777311876	2.77022487617423	4.49382331025528	3.03769288671637	2.28125939412722
"prt194"	4.00515565685926	3.85275685598791	6.62323476070168	4.26172877877938	1.58655103886418	NA	4.2107844779895	NA
"prt195"	0.384525475058095	-0.110932220116482	-0.808352587249152	-0.36907253437539	-1.98284121783965	0.568438417972196	1.98973895333564	0.452937994910053
"prt196"	-5.1530240634347	NA	-5.31191672381059	NA	-3.68642756829517	-6.32199309162518	-2.89550946606997	NA
"prt197"	0.581854622410852	NA	NA	-0.930584717496877	3.29448005249788	5.7084950678542	2.69719507736597	5.21620085023946
"prt198"	0.00969623184877196	1.17685317906084	1.74700417531851	2.19370861280568	1.54935657652833	4.77708380397722	NA	4.11145070235028
"prt199"	-2.52948507767368	-1.16029639413274	NA	2.50624361995735	3.15295600577656	3.67261694826283	NA	1.90662848838327
"prt200"	0.91181007270611	2.02805571102363	3.24267627239425	0.394156862505048	2.4448031688322	3.86506963216895	0.65980077806986	1.38094340886911
"prt201"	0.892413832569709	3.28314830588473	0.150767247114767	0.968800372834301	0.455647148754674	1.32203981273675	1.37813767568572	1.48919856087484
"prt202"	1.93742435852153	3.24008377639561	2.90828865353016	1.07721652389269	-0.888224356819343	2.10021458854396	NA	3.13631972728987
"prt203"	-2.6543349776856	2.36353724562299	1.22393652974559	-0.957027726708136	1.73218845195571	2.47620274474272	-1.94620019316502	NA
"prt204"	NA	-1.41682866311236	-1.66595534878789	NA	NA	-1.16797956851333	-0.866607544462676	-0.754069444423385
"prt205"	2.54783875671125	-1.1831238009199	0.642635377230061	NA	0.824781948760159	0.364863173547472	NA	-1.46543142605407
"prt206"	-8.8191296473174	NA	NA	-5.01884097276594	NA	-5.38992822255281	NA	NA
"prt207"	NA	-0.73506560287146	-3.00900782732654	-2.32014460227991	-3.05778167938292	-1.86118806281379	-1.98751494015811	-0.548072654138405
"prt208"	-3.27926891957083	-0.679573961023289	NA	-2.78634700279148	-2.73233748415858	-2.27886692223018	-2.40688071683297	NA
