"s.10"	"s.15"	"s.16"	"s.17"	"s.28"	"s.29"	"s.30"	"s.33"	"s.35"	"s.36"	"s.37"	"s.42"	"s.44"	"s.48"	"s.51"	"s.62"	"s.68"	"s.72"	"s.76"	"s.77"	"s.80"	"s.85"	"s.86"	"s.87"	"s.90"	"s.91"	"s.94"	"s.95"	"s.97"	"s.101"	"s.106"	"s.111"	"s.116"	"s.117"	"s.120"	"s.121"	"s.129"	"s.132"	"s.134"	"s.135"	"s.140"	"s.152"	"s.153"	"s.155"	"s.157"	"s.159"	"s.161"	"s.166"	"s.167"	"s.168"	"s.177"	"s.180"	"s.182"	"s.198"	"s.208"	"s.215"	"s.218"	"s.219"	"s.220"	"s.225"	"s.229"	"s.230"	"s.231"	"s.232"	"s.234"	"s.235"	"s.236"	"s.246"	"s.247"	"s.248"	"s.250"	"s.261"	"s.262"	"s.269"	"s.276"	"s.278"	"s.279"	"s.282"	"s.283"	"s.286"	"s.289"	"s.290"	"s.295"	"s.298"	"s.299"	"s.300"	"s.304"	"s.305"	"s.308"	"s.310"	"s.312"	"s.325"	"s.331"	"s.344"	"s.345"	"s.347"	"s.349"	"s.352"	"s.354"	"s.356"	"s.357"	"s.360"	"s.371"	"s.391"	"s.397"	"s.398"	"s.399"	"s.400"	"s.402"	"s.406"	"s.416"	"s.421"	"s.441"	"s.442"	"s.443"	"s.451"	"s.452"	"s.454"	"s.458"	"s.475"	"s.480"	"s.481"	"s.487"	"s.489"	"s.490"	"s.494"	"s.499"	"s.500"	"s.508"	"s.512"	"s.518"	"s.523"	"s.538"	"s.540"	"s.547"	"s.549"	"s.561"	"s.573"	"s.582"	"s.587"
"prt227"	1.92712101324989	1.47811611306588	-0.0454475013281572	NA	-0.458486541923538	-0.969355104476424	0.894019364034121	1.61256094416058	1.07837724127467	1.30772556264866	NA	1.37983050050034	1.44139907104112	1.11196243805822	NA	3.04733148004825	1.16684418410846	1.20631776482128	2.75976811478938	2.78389375272279	2.13672382623871	2.97862127713051	1.31149589159474	-0.26341703371905	1.73881747444152	1.44477703984511	-0.393041294812035	-0.365429337255504	2.38587595224185	3.02795506013563	NA	2.62645606961167	0.585462637899002	NA	0.531476455089665	2.90729195873482	1.31212672999076	2.69327440708933	0.718324985905947	1.36647467761327	NA	0.102022650043533	NA	1.5403175674076	2.27654139310476	1.0595571302779	0.803559322891103	1.51451580329861	2.21375450145006	0.864175747606533	1.54275536263402	1.97171871027407	0.924653432086484	NA	3.95590846938407	2.80961878304932	2.22823743114484	1.00795586700735	-0.205341522306136	2.51988398222758	1.16671612566282	0.928201387717765	0.810058244497769	3.11791570954532	2.27512236323752	-0.401438392115514	0.914348899911075	1.15959946865364	2.68747305563207	1.36018268978321	0.959999241090417	0.265887964483215	1.56847729507674	1.18409847839635	1.80547529800063	1.89534498924786	0.7061991367153	1.29022972803721	1.89968232635051	0.619251138582473	2.26272115141654	NA	2.38042425566022	NA	1.2864284830654	-1.1729677178882	1.64388683559442	1.52563019982074	1.07699277294395	1.56028181317118	2.15495400672738	1.36117532871635	1.46614241544277	0.747383874495679	-1.67264595235089	1.78551204365987	-0.0804977117556616	-1.13268000140125	0.504032379214528	-0.265688290760536	1.36090077129555	0.270443595485144	0.27640632235803	-0.322919396376195	-0.185413798163857	1.95767742125204	-2.07087769055412	1.37532092794546	NA	-1.03733469249655	NA	0.932127243539049	0.0868060754353637	-1.19016095813765	-1.11219003277756	2.38414608289439	3.83814234902473	0.915447348646313	1.16504529501547	0.805358232331673	2.53303964326823	1.31539599001153	1.18899173432249	NA	2.02496597308648	0.727592862959757	1.46177190806202	1.37633435315216	1.73793597669431	1.60858769315647	2.43416794618879	-0.121333641370571	1.174758201121	0.722869969969801	0.582640495598066	0.866351092062317	2.72851707050795	2.49442579649908	-0.230193976979627	2.31039923315302
"prt228"	-0.279040124882993	0.306870156308396	1.17620989317108	2.10545451400784	-3.39253188840628	NA	1.60101098437126	NA	0.191321796676073	NA	-0.929501044245321	-0.475086651254718	1.11196017559923	2.06816909406258	NA	1.0874109954134	1.78500428964446	0.989384672862421	1.99793098048875	NA	0.0867861995083704	1.71092125866264	0.849503972127201	2.51142780970867	2.00055748100344	0.0695299385620715	3.47316236901881	0.96516830552582	2.88113302392378	1.45051177188203	NA	NA	3.99480251641041	2.89771396941985	2.44191598847283	1.98700867033158	2.62966619572183	1.32063928303702	2.01871715288106	2.30828063423039	3.29429032077056	-0.0965704706885202	-1.04016593105397	2.18807069077915	1.2004764270979	1.13569091510343	3.11539839156591	2.27681260898373	-0.738403180347501	1.47567533435368	1.68439647404139	0.1991257369546	-1.48229584921364	3.14863768457344	0.904763527287784	3.47044993503891	0.335791501682247	-0.041983993391532	1.73212688930069	NA	1.43874384872443	0.0132438723087642	0.839550700411865	0.852117884230074	1.0924501202147	-0.281962315666485	3.77601673788287	NA	NA	0.816209823251874	-0.172802544578905	1.00737294291948	NA	2.82851943234842	0.36767031729472	1.12488697438046	2.23567182771212	-0.517601707264932	-0.0586426108737578	1.73744205485219	0.643865138930672	-0.199877266570489	NA	-0.549576081346034	3.30067828346346	-1.16676238979416	-0.235521200212832	-0.0830977231895222	0.311616402964266	2.91481598571151	-0.51178105684987	NA	-0.544721364908633	-0.972383320093477	1.99262752515181	NA	1.9264405387049	NA	-0.697513080648065	-0.877857508777941	1.73974370977277	-0.921972869421891	-0.899982071688916	1.97075954961479	0.430215281527669	0.586219436003897	0.903626953363567	-1.39665815386821	0.642974260347476	NA	-0.514651759073772	1.09326403402681	-0.0349431157723997	NA	0.000939767522593615	1.00180708119501	1.39816204585327	2.68770500432437	NA	NA	3.24857886784148	-1.44218669688445	1.77745602116121	2.91199210639627	-0.139815673420492	0.223164385376006	1.3264998355349	-1.53287248962297	2.13310503921739	0.386766383012591	NA	0.846002300563711	NA	2.37836999426665	1.30787126651203	2.3480729370539	4.12882493706274	0.204892653178618	0.294352343140116	-0.0124512110628465
"prt229"	-0.934540438189443	NA	-1.75622638811191	0.669378399894055	-5.45943958694134	-0.546418662925752	-4.08709136482949	0.268765632364982	0.413433751033973	0.889542664633739	NA	NA	NA	-1.16585283298358	0.0135689486920385	-1.27762401372717	2.28573189503843	1.09127272079776	-1.00279184024076	-1.5364232820158	NA	-2.63425846157591	0.481238819502313	-4.5036838826493	NA	-1.96156064131685	NA	-1.01840773471464	-0.146229428315152	-0.845028749332013	-1.35052156449768	-1.71209863638081	-2.38557333916019	-2.30435057930315	-0.431501986677459	-1.45706587773386	-0.407522434254835	-0.296958585740785	NA	NA	-0.89175648980372	0.204153016616041	-1.5434054389418	-1.48267560877895	-4.27188154266231	-0.233815627744951	-3.06969562925176	-2.31631509046289	-1.56176680200159	-1.47857091107534	-2.48055024175064	-0.646177685356856	0.872248128867006	-0.327809060741785	-0.357418098630876	2.20893318956574	-2.26734223621914	-1.30432193691421	3.9065232813655	-1.84955048158139	1.5895495963511	-0.0900317258208553	5.08538987045157	NA	NA	2.35643060491837	NA	-2.4168731259453	-0.869963942558088	3.1910383942287	4.4288234289145	-1.7365601412524	-3.47781525923235	2.3800529656484	NA	-0.88963296032798	-0.103328187684093	-0.310515428469801	-1.87086455132142	-1.06622232936595	0.26268895376808	-1.3011962209886	-0.436692243392931	-1.93368276616604	-2.42453107089163	NA	-1.41065764366699	-1.55780166309807	-0.833321082932602	-1.2068977193024	-1.18369143814928	-1.72572820938884	NA	-1.03164745484702	-1.60157539577849	1.59649098756276	-0.294769576358079	0.45413707184254	-1.3150115660864	NA	0.480988943093636	1.58275494997508	NA	-2.07022177859384	-2.10893925482309	1.19498507032641	-1.70715771856302	0.160136187965655	-1.4196369498805	NA	0.0677466066561977	-0.927913358328312	NA	-1.75269256763105	-2.3974910988993	-1.71201951506136	0.243345211454376	-0.994391839872081	0.460983865611626	-2.48898009413429	2.1324564831143	NA	3.19467506210441	0.310419560429125	-2.02314807030955	NA	NA	2.38419518456723	1.3196364401565	-0.263696857337232	-0.702937213535112	-2.37495612243072	-1.51291884688167	0.986015195458869	-1.56981903577379	NA	-0.209995403650133	-2.82019980169748	-1.38911672300392	-3.6115432571324
"prt230"	NA	NA	-0.731704604227593	NA	NA	NA	NA	-4.94073946990892	NA	-3.86940592032552	NA	-3.4359126859863	-3.74445104609394	NA	-3.7590108010894	-4.20376613049777	NA	-2.72012350282496	-3.01185737824143	NA	-4.94911247448771	-0.217555397147164	-0.568855411491954	NA	-3.26514769587633	-1.07633898570105	-1.67013829155899	-1.44942824636	NA	NA	NA	NA	3.60858340718443	-2.84668512442714	NA	NA	NA	-6.0146432681822	-1.57673339655014	NA	-5.75736733027237	NA	-5.5496607698657	-2.6195990297906	-3.53819207442719	NA	-2.36142671137562	-4.96075412920435	NA	-1.83718560906337	-0.329132406603027	NA	0.167521688966143	-1.61315329454724	NA	NA	NA	NA	-4.5824840752125	-4.10467595935373	NA	-0.175250575798554	NA	-1.97485715168398	NA	NA	2.19348105699562	-2.87657507961627	-3.61409291929965	-3.46734491878666	-0.454139091704714	-2.33076753656725	-4.33888639096201	-6.40329833793885	-2.28409343708812	-3.66115626508444	NA	1.04941826533429	0.536754978355756	-3.99821718049823	-1.49392591024897	-0.80554768614573	NA	-2.71405677336697	-3.74035212451623	NA	NA	-0.124182807716964	-2.65681738550382	-3.36603090865	-4.03539816701431	NA	-2.43708097190344	NA	-2.48772166016496	-5.32452622221338	-3.01882563379742	NA	NA	-5.27783901639885	NA	-0.257165002090522	-1.49379691910741	NA	NA	NA	-0.404505807598736	-2.89570996674387	-4.14323179104544	-7.32049894362281	NA	0.124425241867618	NA	-0.766021821860578	NA	-0.423011208845731	NA	-3.66362554794191	-3.9396357304968	NA	NA	-2.25138572637614	-7.48054846200787	-3.86359640136539	NA	-2.8561461775231	-1.61903855401233	1.19589229163775	-4.73788677079124	-4.3016324078758	-0.0991132730417077	-1.04573256958723	NA	NA	-0.810319884039285	-4.18772563938303	NA	-4.48385021310893	NA	NA
"prt231"	-2.12847285363856	NA	NA	NA	-0.277677367278766	-1.51382580084295	NA	-0.477631055030624	-2.15571310539571	0.591143672877158	-2.4380238394415	-5.76692626371304	-0.367725121748589	0.178728994020055	NA	0.352947034693923	NA	-1.91051000058679	-2.11293724217262	-2.2525005526113	NA	NA	NA	-3.46952596052789	1.50070571677712	-0.869354363999547	NA	-2.4453243440857	-4.00514154003805	0.68260306936814	-1.51250807283415	-2.66653077928698	-2.23425833166559	NA	-1.69245349024565	-0.0776254270928129	-0.872064369955	NA	NA	-0.901248673703811	-2.0883964026153	-1.50889993881504	-3.7379699520538	-0.391668256106759	NA	-2.48152461584368	2.08286350510061	0.232677368338199	NA	NA	-3.74395348460437	NA	-2.46906405089856	0.283612761297783	-2.74255731412543	-2.31301586124139	-2.68988804891262	-0.179038387187664	NA	NA	-3.30305847900029	0.645855852590277	NA	-0.884756167333102	-1.93957940285077	-4.26625365252115	-5.12634437134985	-1.93254428310894	-0.966840677053051	NA	-1.57842112587229	NA	-2.58935947418365	-3.33222138238692	NA	NA	NA	NA	NA	0.140842020955079	0.82812425307796	-1.4117154729464	NA	-2.10770517313054	-0.585083081402421	-1.60236385581464	2.95973876645248	NA	-2.81131569344551	NA	-0.297828358184761	-2.27874692871866	NA	-1.13811697663417	-0.306414126315641	NA	-0.631260484534656	-2.00542004294631	NA	-0.965819385934545	-0.961582800834029	-4.05624520192134	-5.09144893296416	-2.28319247242443	-3.09426720339399	NA	NA	-3.98330713540186	NA	0.605951292311885	-4.51188764583708	NA	-1.73480858249867	NA	-4.14769791131995	NA	NA	-4.35043361081336	-4.86476899677318	-1.61157036462	-0.695230045308723	-1.06494186535814	NA	-2.54103603929359	0.312535553555467	-1.08384577522252	NA	-0.818049367935975	1.55476761044671	-4.45782790554262	NA	-2.10500043788545	-1.6869973833265	NA	1.68812743976326	-1.27018821576702	NA	NA	NA	-6.23499899987025
"prt232"	7.171502652846	6.23770063224733	4.16381344698379	0.994456062871166	3.07675950459949	0.684497301019215	-1.36411100807889	NA	NA	-1.50534301793658	-1.87789161069507	1.68619816618494	-0.590931666610688	NA	3.46618228794237	NA	6.47576673452166	1.21496269722258	0.950339711569899	7.46526105398223	2.87828903555509	-0.391098144815525	-0.50437447071934	2.44473704949357	8.3771527873001	8.65485549483684	0.393581222307222	7.23491716577519	NA	6.81908928725326	0.750229292734156	1.50669449764928	0.773525309693115	1.52601874379954	2.43184546759941	-3.66348422079733	-1.81717169489455	1.24198781435481	NA	NA	1.07812704919343	-1.04116043779563	-2.39194112521176	2.92437303795218	2.3584933052292	1.81011637042051	NA	-6.3188359702738	1.88008829503405	-1.69699769259353	NA	-0.145958282009072	1.78746012316113	5.60728113065915	2.34031449848605	3.30386444852324	0.739433398401039	-0.379547685627851	-1.73829309209029	4.05731488075227	NA	6.62259673537245	4.55087689235616	3.17267437357732	NA	-4.44982601453994	NA	1.37915206655705	NA	-7.64550767701193	NA	-0.434581881923305	3.68612761595968	-1.70880903963655	7.44253071442473	-0.675662088642887	5.46483071114042	7.3791409771798	-2.1029903147388	10.4778118314767	-0.578452500871793	0.52368128796828	5.12633888151402	NA	NA	NA	4.82301387265324	7.43558114842796	1.87319810868729	NA	-1.57104611433357	1.42412736927645	NA	5.88675521764936	1.6379867802517	7.70134628543937	6.03897606966897	3.57748939315937	-1.18745653895375	3.28968399132792	5.05488275546403	3.4525626790604	4.79569958389732	-0.507416612579386	NA	0.0219093916795856	-0.334637764622433	-0.145616056981795	NA	0.719174414939136	-2.19657883942625	2.95549889959733	NA	2.98959915983876	NA	-4.88431045802071	6.13165689695761	2.02967925309603	-0.971891638908171	3.76705613951822	-3.73603534048221	0.647887322148528	NA	NA	4.85498936545912	7.86599975987686	8.97142915952779	5.76816916035305	-1.11783316645891	2.6120116140074	1.71163892518245	-0.414025612999042	4.67481943948851	-1.57211994780447	6.14411450978398	NA	2.58049865346107	1.38693207581224	16.2869921051921	NA
"prt233"	1.43649187276583	1.61826137569397	2.84233627450342	3.04371141228534	3.02186695864971	0.681165302749931	3.47872726476813	NA	0.206885515590267	2.04476595072785	2.5855600915158	1.39041220372684	NA	0.623561964885401	2.24285168053878	2.21619388538765	2.9226234471604	1.35685211756407	3.62196155191578	2.21551846523258	1.70493727309383	2.95546745378489	2.77054092976985	2.77577242024223	3.20835511549584	3.02972416879282	NA	1.57266182753778	1.92306492157794	1.28932489894803	1.81892208102546	2.55663132804506	1.95881001280439	2.74300446948874	2.48816728881524	1.21401723630448	3.2713951089813	3.35275045785904	0.478232976033587	2.32121034932958	2.42365285833567	4.21084918353423	2.4307836778961	2.86793249433344	3.14492763119264	2.28339998717843	1.73760772353314	NA	NA	3.44458620524272	0.442247235825203	2.38779800575317	1.01538854991515	2.67370928070297	1.73468163530808	NA	1.21694984412862	2.54747203504617	3.33188376444129	2.62834162135451	1.72423241197162	2.55057346280102	NA	1.57443722658099	3.10171317723612	3.0031092336659	NA	2.42681062222099	2.59986190532424	2.40030270296147	2.39208950660119	2.57150412691024	2.06433242399055	0.391904410769549	2.43057028672341	NA	2.07281101375887	3.66880531720064	3.80425712867263	2.46621852073004	1.71308027333764	1.63026988507802	2.92689683560023	4.79602704019897	3.36976644196378	2.40286637203893	2.06549387399374	3.52538591743313	1.55778860721447	2.64488909303203	2.4485261041373	2.11084412247505	2.68927337432263	0.783143996963241	0.987304388412066	NA	0.921446682020364	0.0881895570171819	1.46795243706611	2.29081743190343	1.75348837534337	-0.719567625523549	0.870849179011666	1.93027388953059	2.48113335175846	1.19493062001343	0.762772451871277	3.29725581620911	1.42632558613293	1.27437329074287	2.07199092253781	2.094418334085	0.166742750629598	-0.696149169634122	NA	1.07281482019288	2.89146515929691	2.77799672300226	0.928683845821889	1.67654043331037	2.41320077626579	2.31707614863897	4.11279650868226	3.02818812691032	3.6734924558766	3.52845465408554	3.77426672026586	3.8775410635641	2.92839266182499	2.70574691936353	-0.888514333841256	NA	1.94968396501438	0.98511090608213	1.72545311270644	2.99794319070052	1.21836679219867	1.67134938066702	0.826244260848613	2.9669465603454
"prt234"	-1.14303314394288	-0.381590752805125	-0.717659390362932	-3.05836881104129	-0.359161812841806	0.682572734508122	-0.246885254713821	-1.22659766029952	-1.15020988189119	-1.40339777336075	0.210140598853933	1.66313314063154	0.816463920746109	-0.394120627229407	-0.887724987931675	-1.97277280492057	NA	-1.19339011612635	-2.05626848330828	NA	NA	0.0503066129577574	-2.49456546610317	NA	-3.3074929463319	0.406328577177078	0.856678877793069	NA	-1.21676898782379	NA	-1.5871585369145	-1.78530204355876	NA	-2.58702706575495	-2.13973233785427	-2.67369994749424	-1.88987796247948	-0.592670426760135	-3.12518566361376	0.36223146571703	2.39470942548045	-0.736223301421447	-0.389411428461172	NA	-2.28158352700316	-1.81801455183911	-2.59023944640648	-3.11113200481729	NA	-1.37582140847012	NA	-0.721690871445374	0.0565362281750605	-2.99602460355386	-2.13523505440069	NA	NA	0.356588383168361	-4.66957334173555	NA	NA	0.231289559719072	-2.22164567139227	-1.37152543709378	1.08277081948999	-0.808366998117987	-1.56115714648246	NA	-0.838166218268072	-0.949974394053965	0.162350427635666	-0.302357604505847	-0.85346447552114	-0.895677801164867	-0.746338873547555	0.274741646348374	-0.920955900356425	-1.44854621489596	NA	NA	1.11719653401987	NA	NA	NA	-3.59089669484358	-1.67055592192696	-3.01259420694275	-1.4966756444195	-2.45440961526026	NA	-1.32490688659854	-1.57228498394648	-2.5307847797797	-1.83872013674133	-3.66938501208165	NA	-4.20845134159637	NA	-1.80597128235245	-3.23439721581266	-2.24545954975991	NA	-3.41644901318195	NA	NA	-1.57486157346175	-1.3430871406652	-1.65624302658183	-0.963018580209128	-1.74588627786065	NA	NA	NA	-5.15853681894318	-1.26489611688319	-2.67322525675969	-1.11465980119399	-2.15855040685583	-2.00542097986615	-1.85773919013848	0.983579461375762	-2.21364828804069	-1.50142583762085	NA	-0.548996400548835	-2.11188909792504	-2.2281048114792	-1.50307751760805	-0.755290919951257	-1.6984820989959	2.17325817259687	NA	-1.57319332845212	-2.84111623058496	-0.922757245370086	NA	0.541115001660664	NA	-2.58782364676467	2.18353974475513
"prt235"	7.62893000395773	2.22611220001385	5.67860971845867	3.62380854376245	8.35009260051436	4.35427772021463	NA	NA	5.61336354991039	6.5321697927805	5.85675088721416	2.10384639410889	NA	3.33990050509921	1.58130218344824	5.78270230091674	5.04268131304403	5.73269453655925	4.06829145658089	3.27343907677947	4.34265851620703	0.597459508236087	6.22034277051423	3.41641909406105	4.25596975488506	5.83843712339172	2.11668145621021	3.10115519036006	6.86828512541141	7.12799473281057	3.2907835421026	1.85439517385377	3.94078438264249	7.31318518584627	NA	4.35890389715513	5.81095651911648	2.25565945937302	2.49758527453738	6.62513076700545	3.18825860022723	6.55796530917655	NA	3.42518275321727	1.83932090260414	2.39924926644397	NA	6.80721358642157	4.83920338889152	5.15788632431909	NA	3.17190756079414	6.21983624764199	4.77417971843467	1.21164087689591	4.99828391810069	NA	5.48353096522712	1.83965982518586	4.66063993004184	4.33013315614658	2.26274483093013	-0.0722240263236438	7.38388122074008	1.8327732865456	1.9118426877604	2.96677821108844	4.04425602279059	NA	1.45513548465858	2.40199846693225	5.6795542022303	2.48938406721047	1.7084293724302	3.2392947960015	4.81593945292916	6.62429066949863	5.13994060002839	2.19490243515656	4.78830115058083	5.3323470722081	1.96702142884241	NA	3.96052013769202	1.4386406154053	3.24318310525176	2.66912067989511	5.11516204562947	7.70825299524678	1.40803099836293	NA	2.99450651277917	0.33457710703521	-1.26572350120335	4.23486148571402	4.03451318177007	4.18899806471813	2.63365855878783	2.34483719144722	4.46956651682876	1.04940412142867	4.5259092574547	-0.587131265905939	0.137987179033434	-0.466285793420191	1.79567195386072	3.51896400963982	4.0639388959982	4.14050386533897	5.1965421218036	0.668785712059255	5.8690254562009	6.58510242146709	NA	NA	0.600137868408735	4.55673428210002	4.10885673053205	2.37431602824479	7.177899964764	4.6682397115104	1.65260408803223	4.73079296798621	NA	1.88168711293877	5.85180961960358	3.8082149566782	6.09172655126361	3.59180666578466	3.36822371907205	1.49366943893054	5.09082637938979	1.80111075337998	1.54766883405273	4.37805831155438	6.40686932576754	2.08353388034064	2.11780894734195	8.57652760491658	5.62111690373683
"prt236"	1.03623518585754	-0.227309594032409	0.913093282102845	NA	NA	1.71533028527466	-0.194253056036073	0.212409065014422	-1.45783503467466	NA	-2.44552913159789	NA	-0.356932382286854	0.881803163044302	2.64778057568281	NA	-2.96595080650763	NA	1.73894221530698	1.0450503294903	-0.057268583563159	-0.272489797703676	-2.10638780285921	0.729612019154708	NA	1.68440583437538	-1.79095951065799	3.22668370788751	-1.95668967365175	-0.765476190162671	1.20543024970762	NA	-0.884625256043335	NA	-0.587866374134885	NA	NA	-1.46847069579232	-0.0547238855829388	-0.145126423415468	1.25634115762127	-1.03548211212565	0.326003554004447	0.976533074939891	3.50879982787253	1.88083985112131	2.09823532857881	0.163542334310355	-1.92484053611712	NA	-0.194155551446313	0.302812999054625	1.9011049884976	NA	0.348511146237815	1.69370333510493	NA	NA	-0.610890692318143	-1.38597823102208	-2.07784252400002	0.714743877534397	1.52916839572017	NA	-4.425656700928	2.64951462750889	-0.103211967104752	1.18983336450095	NA	0.879259008048144	0.672405467555013	-0.0943750950451078	0.176123815906603	NA	4.6537111044698	-3.00821981829975	3.09458427697266	-0.278741906673443	0.504047989886378	0.190131131967081	1.19314748133471	1.98840261910741	0.439963516753074	-0.910179681850154	-0.645167112850548	-0.152222270417366	NA	1.10097609091537	-0.430589768565631	NA	0.619601963711849	-1.53358916438191	0.794662307986839	1.34792211016507	-2.37961685627183	1.95353737162007	-1.19362821517722	NA	-1.98206415382312	NA	-2.40407682320335	-1.30323229356865	NA	0.264397931187366	3.57969487400213	-1.58798248892308	NA	-1.18805687669821	0.799735428266178	-0.714104077595851	1.49524390661828	NA	-1.90091088578589	1.73325631409355	-0.772998434743785	2.10797518209962	0.540105366557125	-0.483068683186818	-0.244722854545563	0.285945326932784	-0.279534796832843	2.80054399644925	0.167584475299	1.47283567865388	-0.411608186268497	-0.20963349454901	-0.294249478470104	2.22516699690657	1.7991718858945	1.70226529688498	-0.787476278691275	1.86755855376479	1.39796458604803	1.01218730379554	-0.042145111855296	NA	1.31216353669427	-0.0710586274627026	0.347608523930086	0.109956822833815
"prt237"	0.209248769173198	3.34639418041845	3.93689787330608	1.85770886124198	0.580434092091906	2.4761825866917	3.02111313551496	3.47772451506733	NA	4.82931009244182	1.52839047891536	4.00401114631866	2.15121447014579	1.49123570283183	3.81699081115804	3.5377257098012	NA	4.23480241974173	1.0211445458526	1.07599570474465	NA	5.19255545874206	3.21922913245445	2.441232364997	0.800687598800288	3.08967376687828	NA	2.04347406127277	NA	2.16335239192972	1.2417049571759	1.3344375324617	2.29863529737587	4.47096157290532	NA	2.80535956310577	4.16304511516221	5.08087506038871	2.88259670455886	2.49213230384249	NA	2.26386405907182	2.30326270147268	NA	4.54948179548528	3.15932929120929	0.273644204627664	3.05151152311697	3.14858324617279	NA	4.20312076140718	1.49200656811912	4.15857426011432	0.470025591994318	2.45332879888864	0.810969826407286	1.0283884978512	5.01708040089959	3.31375032771777	0.82670988243424	1.65615758134952	5.47252177557233	1.47842099351489	1.98902814297595	3.52454940478739	3.7546170452451	NA	3.2545640127476	0.908037862445258	NA	4.19662236247502	2.65559680065434	3.513050486233	2.06118486047284	NA	NA	0.800019876945621	4.80259247775124	0.726269264208467	2.37709526991036	3.13006716242804	0.489358057241372	0.406655865409544	3.68357288781173	1.85195095332402	3.25006785949038	2.81642825371964	2.1395559256116	NA	4.02623129547124	0.612284538930286	0.631032165436824	0.0523792640819485	-1.23250941068131	2.51868196048304	2.89665473048735	0.272426464819476	1.5508769895075	0.767094111800867	2.60968754900295	-0.461362233451006	2.98311521775827	0.535790914793715	-0.0103585737118184	1.11821494678698	0.683313314580208	2.15021472187915	1.27434986168003	1.10983216638489	2.72844797458919	-0.125056434850577	0.801152046347797	3.20678108722453	2.98340999873133	0.0901678813601832	3.55432631444764	2.48103255716486	3.92425416212011	2.60895506317642	2.74503381455213	4.94495305923747	1.78558475801245	3.27661289827065	2.815175654044	0.0446629241070112	4.04272855023538	3.75397143228394	2.6761561331581	NA	3.62705512037194	5.05469262320505	3.63016720904919	2.65738045658202	NA	NA	NA	4.4072398935487	1.84465707565955	2.00349484732611	1.42385764031586
"prt238"	0.756093895535174	-0.924876191950131	-2.37057526527159	1.44851350547985	-1.30728232425796	-2.38737306495115	NA	1.84385955842427	-0.657294793301245	-0.663681422270123	-2.28016728899568	-0.37214796709168	-0.561567382578588	-0.740893361065211	0.25942188151676	NA	0.191400588345977	NA	2.29375167397292	0.0109752596337341	-0.0930145378195049	2.82933513041229	0.145167259087036	0.547131145966354	-0.573686386903943	-2.36080171271557	-0.134767851523739	0.288823623558356	-2.62579446473555	-1.18633234200262	NA	-1.53714198902236	-0.765236637399843	-0.373139600767031	-0.85636582922546	-0.278316416369707	-0.456943974186183	-0.549998008657526	0.411663167639047	-0.258898714575255	0.164002226677689	NA	0.582652438217782	NA	-0.980826124449516	NA	-1.72217279420869	-0.661332260369962	0.275188915242918	-0.983481123185831	-0.270317253674067	-1.53875747895938	-0.00846910079896251	-0.144846197109386	-1.44492782795933	1.64212584961717	1.14415563995816	-1.26353184427469	-1.20314749417786	NA	1.45595380834307	-2.32919870822099	0.737229688883981	0.511270090649157	0.0465642960717487	-0.120803796972068	-2.04944504044464	0.00175206774897285	NA	1.96395158783	0.383746235604043	0.381233288221788	-2.78297551143859	0.315914762171654	NA	1.31992687183017	-1.53857660813589	0.665078976710946	NA	-0.559151718317988	-1.22187007538373	-1.59299121068163	NA	0.986290601728492	-1.70844853003586	-0.323014153371232	-1.3607453263746	-3.90445240625792	NA	-2.44643989534874	-1.73535108646995	1.89813918748664	-2.83704350432981	-0.313472285093898	NA	-1.65530288728989	NA	NA	-1.6235445469218	-2.30576392361591	-2.39082755555804	-1.42645387434975	-1.97743386152932	-2.02660029877023	NA	-1.65934594731043	-2.50005409008839	-2.09897323792425	-2.15883595629499	-1.14650753220484	-0.978670848860956	-0.92824080743823	-2.35421935302992	0.131147892323865	NA	0.649067905560074	-1.35833702713762	-2.09821733248936	NA	-0.906072034867459	-1.55510131179494	-1.32657634096673	-2.54299875021306	-0.359966176140147	NA	0.174809345452175	NA	-1.63300290426107	-0.0209800455315956	-0.268789341394327	-2.14518678121863	NA	-0.816232481179596	-0.726360872174107	1.22467192966366	-3.26619068574659	-0.589972204276315	-1.34547531195607	-0.767831062390294	-0.810594707804538
